edited	book	book_code	dpd_code	dpd_sutta	dpd_sutta_var	cst_code	cst_nikaya	cst_book	cst_section	cst_vagga	cst_sutta	cst_paranum	cst_m_page	cst_v_page	cst_p_page	cst_t_page	cst_file	dpr_code	dpr_link	sc_code	sc_book	sc_vagga	sc_sutta	sc_eng_sutta	sc_blurb	sc_card_link	sc_pali_link	sc_eng_link	sc_file_path
	Khuddaka Nikāya	VV	VV81	kaṇḍakavimānavatthu		kn6.2.7	Khuddakanikāye	Vimānavatthupāḷi	2. Purisavimānaṃ	7. Sunikkhittavaggo	7. Kaṇḍakavimānavatthu	1171	0.0109	0.0079	0.0118	0.0134	romn/s0506m.mul.xml	VV81	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.5.0.0.1.2.6.m	vv81	Vimānavatthu	Purisavimāna, Sunikkhittavagga	7. Kaṇḍakavimānavatthu		What happened to, Kanthaka, the horse, who carried Prince Siddhartha on the day he left his home?	https://suttacentral.net/vv81	https://suttacentral.net/vv81/pli/ms	https://suttacentral.net/vv81/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/vv/vv81_root-pli-ms.json
	Khuddaka Nikāya	VV	VV82	anekavaṇṇavimānavatthu		kn6.2.8	Khuddakanikāye	Vimānavatthupāḷi	2. Purisavimānaṃ	7. Sunikkhittavaggo	8. Anekavaṇṇavimānavatthu	1199	0.0111	0.0081	0.012	0.0137	romn/s0506m.mul.xml	VV82	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.5.0.0.1.2.7.m	vv82	Vimānavatthu	Purisavimāna, Sunikkhittavagga	8. Anekavaṇṇavimānavatthu		A deva explains how worshiping the relics of a Buddha can bring much happiness.	https://suttacentral.net/vv82	https://suttacentral.net/vv82/pli/ms	https://suttacentral.net/vv82/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/vv/vv82_root-pli-ms.json
	Khuddaka Nikāya	VV	VV83	maṭṭhakuṇḍalīvimānavatthu		kn6.2.9	Khuddakanikāye	Vimānavatthupāḷi	2. Purisavimānaṃ	7. Sunikkhittavaggo	9. Maṭṭhakuṇḍalīvimānavatthu	1207	0.0113	0.0082	0.0122	0.0139	romn/s0506m.mul.xml	VV83	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.5.0.0.1.2.8.m	vv83	Vimānavatthu	Purisavimāna, Sunikkhittavagga	9. Maṭṭhakuṇḍalīvimānavatthu		A deva shows a grieving father the way to end his sorrow through Dhamma.	https://suttacentral.net/vv83	https://suttacentral.net/vv83/pli/ms	https://suttacentral.net/vv83/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/vv/vv83_root-pli-ms.json
	Khuddaka Nikāya	VV	VV84	serīsakavimānavatthu		kn6.2.10	Khuddakanikāye	Vimānavatthupāḷi	2. Purisavimānaṃ	7. Sunikkhittavaggo	10. Serīsakavimānavatthu	1228	0.0116	0.0083	0.0125	0.0143	romn/s0506m.mul.xml	VV84	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.5.0.0.1.2.9.m	vv84	Vimānavatthu	Purisavimāna, Sunikkhittavagga	10. Serīsakavimānavatthu		A deva named Serissaka explains how he came to enjoy a comfortable life and what we can do to achieve the same.	https://suttacentral.net/vv84	https://suttacentral.net/vv84/pli/ms	https://suttacentral.net/vv84/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/vv/vv84_root-pli-ms.json
	Khuddaka Nikāya	VV	VV85	sunikkhittavimānavatthu		kn6.2.11	Khuddakanikāye	Vimānavatthupāḷi	2. Purisavimānaṃ	7. Sunikkhittavaggo	11. Sunikkhittavimānavatthu	1282	0.0124	0.0088	0.0131	0.0154	romn/s0506m.mul.xml	VV85	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.5.0.0.1.2.10.m	vv85	Vimānavatthu	Purisavimāna, Sunikkhittavagga	11. Sunikkhittavimānavatthu		Arahant Moggallana asks what meritorious action a deva did to became so powerful.	https://suttacentral.net/vv85	https://suttacentral.net/vv85/pli/ms	https://suttacentral.net/vv85/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/vv/vv85_root-pli-ms.json
																													
	Khuddaka Nikāya	PV	PV1	khettūpamapetavatthu		kn7.1.1	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	1. Khettūpamapetavatthu	1					romn/s0507m.mul.xml	PV1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.0.m	pv1	Petavatthu	Uragavagga	1. Khettūpamapetavatthu		Arahants are like a field where we can plant offerings.	https://suttacentral.net/pv1	https://suttacentral.net/pv1/pli/ms	https://suttacentral.net/pv1/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv1_root-pli-ms.json
	Khuddaka Nikāya	PV	PV2	sūkaramukhapetavatthu		kn7.1.2	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	2. Sūkaramukhapetavatthu	4	0.0127	0.0092	0.0001	0.0157	romn/s0507m.mul.xml	PV2	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.1.m	pv2	Petavatthu	Uragavagga	2. Sūkaramukhapetavatthu		Even using harsh speech is enough to cause suffering.	https://suttacentral.net/pv2	https://suttacentral.net/pv2/pli/ms	https://suttacentral.net/pv2/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv2_root-pli-ms.json
	Khuddaka Nikāya	PV	PV3	pūtimukhapetavatthu		kn7.1.3	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	3. Pūtimukhapetavatthu	7	0.0128	0.0092	0.0002	0.0158	romn/s0507m.mul.xml	PV3	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.2.m	pv3	Petavatthu	Uragavagga	3. Pūtimukhapetavatthu		A ghost explains the danger of using harsh speech.	https://suttacentral.net/pv3	https://suttacentral.net/pv3/pli/ms	https://suttacentral.net/pv3/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv3_root-pli-ms.json
	Khuddaka Nikāya	PV	PV4	piṭṭhadhītalikapetavatthu		kn7.1.4	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	4. Piṭṭhadhītalikapetavatthu	10	0.0128	0.0092	0.0002	0.0158	romn/s0507m.mul.xml	PV4	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.3.m	pv4	Petavatthu	Uragavagga	4. Piṭṭhadhītalikapetavatthu		How do we help our departed relatives?	https://suttacentral.net/pv4	https://suttacentral.net/pv4/pli/ms	https://suttacentral.net/pv4/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv4_root-pli-ms.json
	Khuddaka Nikāya	PV	PV5	tirokuṭṭapetavatthu		kn7.1.5	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	5. Tirokuṭṭapetavatthu	14	0.0129	0.0093	0.0003	0.0159	romn/s0507m.mul.xml	PV5	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.4.m	pv5	Petavatthu	Uragavagga	5. Tirokuṭṭapetavatthu		The Supreme Buddha explains how to share merit with past relatives.	https://suttacentral.net/pv5	https://suttacentral.net/pv5/pli/ms	https://suttacentral.net/pv5/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv5_root-pli-ms.json
	Khuddaka Nikāya	PV	PV6	pañcaputtakhādapetivatthu		kn7.1.6	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	6. Pañcaputtakhādapetivatthu	26	0.013	0.0094	0.0004	0.016	romn/s0507m.mul.xml	PV6	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.5.m	pv6	Petavatthu	Uragavagga	6. Pañcaputtakhādapetivatthu		A ghost explains her suffering due to lying and evil deeds from a previous life.	https://suttacentral.net/pv6	https://suttacentral.net/pv6/pli/ms	https://suttacentral.net/pv6/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv6_root-pli-ms.json
	Khuddaka Nikāya	PV	PV7	sattaputtakhādapetivatthu		kn7.1.7	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	7. Sattaputtakhādapetivatthu	35	0.0131	0.0095	0.0005	0.0161	romn/s0507m.mul.xml	PV7	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.6.m	pv7	Petavatthu	Uragavagga	7. Sattaputtakhādapetivatthu		Jealousy and hatred can only lead to suffering.	https://suttacentral.net/pv7	https://suttacentral.net/pv7/pli/ms	https://suttacentral.net/pv7/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv7_root-pli-ms.json
	Khuddaka Nikāya	PV	PV8	goṇapetavatthu		kn7.1.8	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	8. Goṇapetavatthu	46	0.0132	0.0096	0.0006	0.0163	romn/s0507m.mul.xml	PV8	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.7.m	pv8	Petavatthu	Uragavagga	8. Goṇapetavatthu		How do we help those who are stricken with grief?	https://suttacentral.net/pv8	https://suttacentral.net/pv8/pli/ms	https://suttacentral.net/pv8/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv8_root-pli-ms.json
	Khuddaka Nikāya	PV	PV9	mahāpesakārapetivatthu		kn7.1.9	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	9. Mahāpesakārapetivatthu	54	0.0133	0.0096	0.0007	0.0163	romn/s0507m.mul.xml	PV9	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.8.m	pv9	Petavatthu	Uragavagga	9. Mahāpesakārapetivatthu		What happens when you insult those who give?	https://suttacentral.net/pv9	https://suttacentral.net/pv9/pli/ms	https://suttacentral.net/pv9/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv9_root-pli-ms.json
	Khuddaka Nikāya	PV	PV10	khallāṭiyapetivatthu		kn7.1.10	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	10. Khallāṭiyapetivatthu	58	0.0133	0.0097	0.0008	0.0164	romn/s0507m.mul.xml	PV10	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.9.m	pv10	Petavatthu	Uragavagga	10. Khallāṭiyapetivatthu		A ghost explains the value of giving and sharing merit.	https://suttacentral.net/pv10	https://suttacentral.net/pv10/pli/ms	https://suttacentral.net/pv10/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv10_root-pli-ms.json
	Khuddaka Nikāya	PV	PV11	nāgapetavatthu		kn7.1.11	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	11. Nāgapetavatthu	73	0.0135	0.0098	0.001	0.0166	romn/s0507m.mul.xml	PV11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.10.m	pv11	Petavatthu	Uragavagga	11. Nāgapetavatthu		Why is important to give when we have the opportunity?	https://suttacentral.net/pv11	https://suttacentral.net/pv11/pli/ms	https://suttacentral.net/pv11/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv11_root-pli-ms.json
	Khuddaka Nikāya	PV	PV12	uragapetavatthu		kn7.1.12	Khuddakanikāye	Petavatthupāḷi		1. Uragavaggo	12. Uragapetavatthu	85	0.0136	0.0099	0.0012	0.0168	romn/s0507m.mul.xml	PV12	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.0.0.11.m	pv12	Petavatthu	Uragavagga	12. Uragapetavatthu		Is it possible to not be sad when someone dies? It is for noble disciples of the Supreme Buddha.	https://suttacentral.net/pv12	https://suttacentral.net/pv12/pli/ms	https://suttacentral.net/pv12/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv12_root-pli-ms.json
	Khuddaka Nikāya	PV	PV13	saṃsāramocakapetivatthu		kn7.2.1	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	1. Saṃsāramocakapetivatthu	95	0.0137	0.01	0.0014	0.017	romn/s0507m.mul.xml	PV13	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.0.m	pv13	Petavatthu	Ubbarivagga	1. Saṁsāramocakapetivatthu		What could happen if we don’t give and are greedy?	https://suttacentral.net/pv13	https://suttacentral.net/pv13/pli/ms	https://suttacentral.net/pv13/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv13_root-pli-ms.json
	Khuddaka Nikāya	PV	PV14	sāriputtattheramātupetivatthu		kn7.2.2	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	2. Sāriputtattheramātupetivatthu	116	0.014	0.0102	0.0016	0.0172	romn/s0507m.mul.xml	PV14	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.1.m	pv14	Petavatthu	Ubbarivagga	2. Sāriputtattheramātupetivatthu		How can we reduce our past relatives’ suffering?	https://suttacentral.net/pv14	https://suttacentral.net/pv14/pli/ms	https://suttacentral.net/pv14/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv14_root-pli-ms.json
	Khuddaka Nikāya	PV	PV15	mattāpetivatthu		kn7.2.3	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	3. Mattāpetivatthu	134	0.0141	0.0104	0.0019	0.0174	romn/s0507m.mul.xml	PV15	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.2.m	pv15	Petavatthu	Ubbarivagga	3. Mattāpetivatthu		Even minor evil actions can result in immense suffering.	https://suttacentral.net/pv15	https://suttacentral.net/pv15/pli/ms	https://suttacentral.net/pv15/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv15_root-pli-ms.json
	Khuddaka Nikāya	PV	PV16	nandāpetivatthu		kn7.2.4	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	4. Nandāpetivatthu	168	0.0144	0.0106	0.0022	0.0178	romn/s0507m.mul.xml	PV16	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.3.m	pv16	Petavatthu	Ubbarivagga	4. Nandāpetivatthu		Harsh speech and evil actions only brings negative results.	https://suttacentral.net/pv16	https://suttacentral.net/pv16/pli/ms	https://suttacentral.net/pv16/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv16_root-pli-ms.json
	Khuddaka Nikāya	PV	PV17	maṭṭhakuṇḍalīpetavatthu		kn7.2.5	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	5. Maṭṭhakuṇḍalīpetavatthu	186	0.0146	0.0108	0.0024	0.018	romn/s0507m.mul.xml	PV17	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.4.m	pv17	Petavatthu	Ubbarivagga	5. Maṭṭhakuṇḍalīpetavatthu		What should we do to secure happiness in our next life?	https://suttacentral.net/pv17	https://suttacentral.net/pv17/pli/ms	https://suttacentral.net/pv17/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv17_root-pli-ms.json
	Khuddaka Nikāya	PV	PV18	kaṇhapetavatthu		kn7.2.6	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	6. Kaṇhapetavatthu	207	0.0149	0.0109	0.0024	0.0181	romn/s0507m.mul.xml	PV18	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.5.m	pv18	Petavatthu	Ubbarivagga	6. Kaṇhapetavatthu		How should we think to overcome grief?	https://suttacentral.net/pv18	https://suttacentral.net/pv18/pli/ms	https://suttacentral.net/pv18/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv18_root-pli-ms.json
	Khuddaka Nikāya	PV	PV19	dhanapālaseṭṭhipetavatthu		kn7.2.7	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	7. Dhanapālaseṭṭhipetavatthu	227	0.015	0.0111	0.0026	0.0183	romn/s0507m.mul.xml	PV19	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.6.m	pv19	Petavatthu	Ubbarivagga	7. Dhanapālaseṭṭhipetavatthu		What can happen if we don’t give and insult those who do?	https://suttacentral.net/pv19	https://suttacentral.net/pv19/pli/ms	https://suttacentral.net/pv19/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv19_root-pli-ms.json
	Khuddaka Nikāya	PV	PV20	cūḷaseṭṭhipetavatthu		kn7.2.8	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	8. Cūḷaseṭṭhipetavatthu	246	0.0152	0.0112	0.0028	0.0185	romn/s0507m.mul.xml	PV20	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.7.m	pv20	Petavatthu	Ubbarivagga	8. Cūḷaseṭṭhipetavatthu		Why should we share merit with our past relatives?	https://suttacentral.net/pv20	https://suttacentral.net/pv20/pli/ms	https://suttacentral.net/pv20/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv20_root-pli-ms.json
	Khuddaka Nikāya	PV	PV21	aṅkurapetavatthu		kn7.2.9	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	9. Aṅkurapetavatthu	257	0.0154	0.0113	0.003	0.0188	romn/s0507m.mul.xml	PV21	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.8.m	pv21	Petavatthu	Ubbarivagga	9. Aṅkurapetavatthu		Giving will always bring good results.	https://suttacentral.net/pv21	https://suttacentral.net/pv21/pli/ms	https://suttacentral.net/pv21/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv21_root-pli-ms.json
	Khuddaka Nikāya	PV	PV22	uttaramātupetivatthu		kn7.2.10	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	10. Uttaramātupetivatthu	331	0.0161	0.0119	0.0037	0.0197	romn/s0507m.mul.xml	PV22	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.9.m	pv22	Petavatthu	Ubbarivagga	10. Uttaramātupetivatthu		Harsh speech against those who do good result in suffering.	https://suttacentral.net/pv22	https://suttacentral.net/pv22/pli/ms	https://suttacentral.net/pv22/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv22_root-pli-ms.json
	Khuddaka Nikāya	PV	PV23	suttapetavatthu		kn7.2.11	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	11. Suttapetavatthu	341	0.0162	0.012	0.0039	0.0198	romn/s0507m.mul.xml	PV23	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.10.m	pv23	Petavatthu	Ubbarivagga	11. Suttapetavatthu		Even a small action can bring immense merit.	https://suttacentral.net/pv23	https://suttacentral.net/pv23/pli/ms	https://suttacentral.net/pv23/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv23_root-pli-ms.json
	Khuddaka Nikāya	PV	PV24	kaṇṇamuṇḍapetivatthu		kn7.2.12	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	12. Kaṇṇamuṇḍapetivatthu	348	0.0163	0.012	0.0041	0.0199	romn/s0507m.mul.xml	PV24	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.11.m	pv24	Petavatthu	Ubbarivagga	12. Kaṇṇamuṇḍapetivatthu		A ghost explains the severity of sexual misconduct.	https://suttacentral.net/pv24	https://suttacentral.net/pv24/pli/ms	https://suttacentral.net/pv24/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv24_root-pli-ms.json
	Khuddaka Nikāya	PV	PV25	ubbaripetavatthu		kn7.2.13	Khuddakanikāye	Petavatthupāḷi		2. Ubbarivaggo	13. Ubbaripetavatthu	368	0.0165	0.0122	0.0043	0.0202	romn/s0507m.mul.xml	PV25	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.1.0.12.m	pv25	Petavatthu	Ubbarivagga	13. Ubbaripetavatthu		An ascetic consoles Queen Ubbari and extinguishes her grief.	https://suttacentral.net/pv25	https://suttacentral.net/pv25/pli/ms	https://suttacentral.net/pv25/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv25_root-pli-ms.json
	Khuddaka Nikāya	PV	PV26	abhijjamānapetavatthu		kn7.3.1	Khuddakanikāye	Petavatthupāḷi		3. Cūḷavaggo	1. Abhijjamānapetavatthu	387	0.0166	0.0124	0.0045	0.0204	romn/s0507m.mul.xml	PV26	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.2.0.0.m	pv26	Petavatthu	Cūḷavagga	1. Abhijjamānapetavatthu		Generosity will lead to happiness and good results.	https://suttacentral.net/pv26	https://suttacentral.net/pv26/pli/ms	https://suttacentral.net/pv26/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv26_root-pli-ms.json
	Khuddaka Nikāya	PV	PV27	sāṇavāsītherapetavatthu		kn7.3.2	Khuddakanikāye	Petavatthupāḷi		3. Cūḷavaggo	2. Sāṇavāsītherapetavatthu	408	0.0168	0.0126	0.0048	0.0207	romn/s0507m.mul.xml	PV27	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.2.0.1.m	pv27	Petavatthu	Cūḷavagga	2. Sāṇavāsītherapetavatthu		A ghost reveals how to share merit with his past relatives.	https://suttacentral.net/pv27	https://suttacentral.net/pv27/pli/ms	https://suttacentral.net/pv27/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv27_root-pli-ms.json
	Khuddaka Nikāya	PV	PV28	rathakārapetivatthu		kn7.3.3	Khuddakanikāye	Petavatthupāḷi		3. Cūḷavaggo	3. Rathakārapetivatthu	439	0.0171	0.0129	0.0051	0.021	romn/s0507m.mul.xml	PV28	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.2.0.2.m	pv28	Petavatthu	Cūḷavagga	3. Rathakārapetivatthu		A ghost explains how to direct merit towards a good destination.	https://suttacentral.net/pv28	https://suttacentral.net/pv28/pli/ms	https://suttacentral.net/pv28/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv28_root-pli-ms.json
	Khuddaka Nikāya	PV	PV29	bhusapetavatthu		kn7.3.4	Khuddakanikāye	Petavatthupāḷi		3. Cūḷavaggo	4. Bhusapetavatthu	447	0.0172	0.0129	0.0054	0.0212	romn/s0507m.mul.xml	PV29	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.2.0.3.m	pv29	Petavatthu	Cūḷavagga	4. Bhusapetavatthu		Greed and deceit only brings pain and suffering.	https://suttacentral.net/pv29	https://suttacentral.net/pv29/pli/ms	https://suttacentral.net/pv29/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv29_root-pli-ms.json
	Khuddaka Nikāya	PV	PV30	kumārapetavatthu 1		kn7.3.5	Khuddakanikāye	Petavatthupāḷi		3. Cūḷavaggo	5. Kumārapetavatthu	453	0.0173	0.013	0.0055	0.0213	romn/s0507m.mul.xml	PV30	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.2.0.4.m	pv30	Petavatthu	Cūḷavagga	5. Kumārapetavatthu		How does one escape from their evil past?	https://suttacentral.net/pv30	https://suttacentral.net/pv30/pli/ms	https://suttacentral.net/pv30/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv30_root-pli-ms.json
	Khuddaka Nikāya	PV	PV31	seriṇīpetavatthu		kn7.3.6	Khuddakanikāye	Petavatthupāḷi		3. Cūḷavaggo	6. Seriṇīpetavatthu	464	0.0175	0.0131	0.0056	0.0215	romn/s0507m.mul.xml	PV31	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.2.0.5.m	pv31	Petavatthu	Cūḷavagga	6. Seriṇīpetivatthu		What happens when you let greed cloud your judgement?	https://suttacentral.net/pv31	https://suttacentral.net/pv31/pli/ms	https://suttacentral.net/pv31/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv31_root-pli-ms.json
	Khuddaka Nikāya	PV	PV32	migaluddakapetavatthu		kn7.3.7	Khuddakanikāye	Petavatthupāḷi		3. Cūḷavaggo	7. Migaluddakapetavatthu	478	0.0176	0.0132	0.0058	0.0217	romn/s0507m.mul.xml	PV32	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.2.0.6.m	pv32	Petavatthu	Cūḷavagga	7. Migaluddakapetavatthu		Keeping precepts even for a small duration will provide benefits.	https://suttacentral.net/pv32	https://suttacentral.net/pv32/pli/ms	https://suttacentral.net/pv32/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv32_root-pli-ms.json
	Khuddaka Nikāya	PV	PV33	dutiyamigaluddakapetavatthu		kn7.3.8	Khuddakanikāye	Petavatthupāḷi		3. Cūḷavaggo	8. Dutiyamigaluddakapetavatthu	488	0.0177	0.0133	0.006	0.0218	romn/s0507m.mul.xml	PV33	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.2.0.7.m	pv33	Petavatthu	Cūḷavagga	8. Dutiyamigaluddakapetavatthu		Taking the life of another will only lead to suffering.	https://suttacentral.net/pv33	https://suttacentral.net/pv33/pli/ms	https://suttacentral.net/pv33/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv33_root-pli-ms.json
	Khuddaka Nikāya	PV	PV34	kūṭavinicchayikapetavatthu		kn7.3.9	Khuddakanikāye	Petavatthupāḷi		3. Cūḷavaggo	9. Kūṭavinicchayikapetavatthu	499	0.0178	0.0134	0.0061	0.022	romn/s0507m.mul.xml	PV34	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.2.0.8.m	pv34	Petavatthu	Cūḷavagga	9. Kūṭavinicchayikapetavatthu		What are the dangers of lying, gossip and divisive speech?	https://suttacentral.net/pv34	https://suttacentral.net/pv34/pli/ms	https://suttacentral.net/pv34/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv34_root-pli-ms.json
	Khuddaka Nikāya	PV	PV35	dhātuvivaṇṇapetavatthu		kn7.3.10	Khuddakanikāye	Petavatthupāḷi		3. Cūḷavaggo	10. Dhātuvivaṇṇapetavatthu	507	0.0179	0.0135	0.0062	0.0221	romn/s0507m.mul.xml	PV35	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.2.0.9.m	pv35	Petavatthu	Cūḷavagga	10. Dhātuvivaṇṇapetavatthu		Insulting those who worship the Buddha’s relics will only bring suffering.	https://suttacentral.net/pv35	https://suttacentral.net/pv35/pli/ms	https://suttacentral.net/pv35/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv35_root-pli-ms.json
	Khuddaka Nikāya	PV	PV36	ambasakkarapetavatthu		kn7.4.1	Khuddakanikāye	Petavatthupāḷi		4. Mahāvaggo	1. Ambasakkarapetavatthu	517	0.018	0.0136	0.0064	0.0222	romn/s0507m.mul.xml	PV36	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.6.0.0.3.0.0.m	pv36	Petavatthu	Mahāvagga	1. Ambasakkarapetavatthu		How does one escape from the path leading to hell?	https://suttacentral.net/pv36	https://suttacentral.net/pv36/pli/ms	https://suttacentral.net/pv36/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/pv/pv36_root-pli-ms.json
