id,pali_1,example_1
18563,devānubhāva,ayañ'ca dasasahassī lokadhātu saṅkampi sampakampi sampavedhi appamāṇo ca oḷāro obhāso loke pāturahosi atikkamm'eva devānaṃ <b>dev'ānubhāvaṃ</b>.
18425,dehanissita,sabbam'p'idaṃ hāyatu ca jīratu ca bhijjatu ca <b>dehanissitaṃ</b>
19953,dovacassatā,"hirīmā'yaṃ, bhikkhave, ottāpī appamatto hoti. so appamatto samāno bhabbo anādariyaṃ pahātuṃ <b>dovacassataṃ</b> pahātuṃ pāpamittataṃ pahātuṃ."
21129,dvattiṃsā,"āgatāni kho, tāta uttara, amhākaṃ mantesu <b>dvattiṃsa</b>mahāpurisalakkhaṇāni"
21064,dvādasākāra,"yāvakīvañ'ca me, bhikkhave, imesu catūsu ariyasaccesu evan'tiparivaṭṭaṃ <b>dvādas'ākāraṃ</b> yathābhūtaṃ ñāṇadassanaṃ na suvisuddhaṃ ahosi,"
21199,dvevīsati,"idāni kho pana dve-sahassa-pañca-sata-tesaṭṭhi saṃvaccharāni c'eva, navamāsāni ca, dvevīsati-divasāni atikkantāni."
18793,dhammakkhandha,catur'āsītisahassa<b>dhammakkhandha</b>ānubhāvena piṭakattay'ānubhavena jinasāvak'ānubhāvena
18765,dhammagārava 2,handa mayaṃ <b>dhammagārava</b>ādigāthāyo bhaṇāmase
18703,dhammacakkappavattana,handa mayaṃ <b>dhammacakkappavattana</b>suttapāṭhaṃ bhaṇāmase
18704,dhammacakkappavattanasutta,handa mayaṃ <b>dhammacakkappavattanasutta</b>pāṭhaṃ bhaṇāmase
18886,dhammappaṭisaṃvedī,"puna caparaṃ, upavāṇa, bhikkhu manasā dhammaṃ viññāya dhammappaṭisaṃvedī ca hoti dhammarāga-ppaṭisaṃvedī ca."
18905,dhammaratana,buddharatanaṃ <b>dhammaratanaṃ</b> saṅgharatanaṃ tiṇṇaṃ ratanānaṃ ānubhāvena
18893,dhammarāgappaṭisaṃvedī,"puna caparaṃ, upavāṇa, bhikkhu manasā dhammaṃ viññāya dhammappaṭisaṃvedī ca hoti dhammarāgappaṭisaṃvedī ca."
19157,dharamāna,yesaṃ pariññāya <b>dharamāno</b> so bhagavā evaṃ bahulaṃ sāvake vineti
19229,dhātumattaka,"yathā paccayaṃ pavattamānaṃ dhātu-mattam'ev'etaṃ, yad idaṃ piṇḍapāto tad upabhuñjako ca puggalo, dhātumattako nissatto nijjīvo suñño"
19256,dhāva,"ukkhittakhaggamatihatthasudāruṇan'taṃ, <b>dhāvan</b>'tiyojanapath'aṅgulimālavantaṃ. iddhī'bhisaṅkhatamano jitavā mun'indo."
19303,dhītucitta,"etha tumhe, bhikkhave, mātumattīsu mātucittaṃ upaṭṭhapetha, bhaginimattīsu bhaginicittaṃ upaṭṭhapetha, dhītumattīsu dhītucittaṃ upaṭṭhapethā'ti."
19305,dhītumattī,"etha tumhe, bhikkhave, mātumattīsu mātucittaṃ upaṭṭhapetha, bhaginimattīsu bhaginicittaṃ upaṭṭhapetha, dhītumattīsu dhītucittaṃ upaṭṭhapethā'ti."
19410,dhutaṅga,"aṭṭha <b>dhut'aṅgāni</b>, āraññik'aṅgaṃ, piṇḍapātik'aṅgaṃ, paṃsukūlik'aṅgaṃ, tecīvarik'aṅgaṃ, sapadānacārik'aṅgaṃ, khalupacchābhattik'aṅgaṃ, nesajjik'aṅgaṃ, yathāsanthatik'aṅgaṃ, idaṃ vuccati vataṃ, na sīlaṃ."
35072,nakhacchedana,"varaṃ, bhikkhave, tiṇhena nakhacchedanena ādittena sampajjalitena sajotibhūtena ghān'indriyaṃ sampalimaṭṭhaṃ, na tv'eva ghānaviññeyyesu gandhesu anubyañjanaso nimittaggāho."
34932,nagaraguttika,"yathā, mahārāja, <b>nagaraguttiko</b> majjhe nagarasiṅghāṭake nisinno passeyya puratthimadisato purisaṃ āgacchantaṃ"
34862,nadita,"atha kiñ'carahi ty'āyaṃ, sāriputta, uḷārā āsabhī vācā bhāsitā, ek'aṃso gahito, sīhanādo <b>nadito</b>"
35488,nandirāgasahagata,yāyaṃ taṇhā ponobbhavikā <b>nandirāgasahagatā</b> tatratatr'ābhinandinī seyyath'īdaṃ kāmataṇhā bhavataṇhā vibhavataṇhā
71045,nanvāgameti,"atītaṃ <b>n'ānvāgameyya</b>, nappaṭikaṅkhe anāgataṃ. yad'atītam'pahīnan'taṃ, appattañ'ca anāgataṃ."
34774,nabhivadati,"tañ'ce bhikkhu n'ābhinandati n'ābhivadati n'ājjhosāya tiṭṭhati, tassa taṃ anabhinandato anabhivadato anajjhosāya tiṭṭhato nirujjhati nandī. nandinirodhā dukkhanirodho, puṇṇā'ti vadāmi"
35199,namakāra,handa mayaṃ buddhassa bhagavato pubbabhāga<b>namakāraṃ</b> karomase
35255,namati 2,supaṭipanno bhagavato sāvakasaṅgho saṅghaṃ <b>namāmi</b>
35241,namassanīya,"icc'evam accanta-namassanīyaṃ namassamāno ratana-ttayaṃ yaṃ puññ'ābhisandaṃ vipulaṃ alatthaṃ, tass'ānubhāvena hat'antarāyo."
36084,naya 3,es'eva <b>nayo</b> sutamute. mutan'ti tadārammaṇaviññāṇehi saddhiṃ gandharasaphoṭṭhabb'āyatanaṃ veditabbaṃ.
36064,navavidha,uposathakaraṇato pubbe <b>navavidhaṃ</b> pubbakiccaṃ kātabbaṃ hoti:
35734,nāsana,"ye ca atītā sambuddhā, ye ca buddhā anāgatā. <br/>yo c'eta'r'ahi sambuddho, bahunnaṃ soka<b>nāsano</b>."
35764,nāsīsati,"lokassa antaṃ samitāvi ñatvā,<br/>n'āsīsatī lokam'imaṃ parañ'cā'ti."
37070,nijjīva 2,"yathā paccayaṃ pavattamānaṃ dhātumattam'ev'etaṃ, yad idaṃ piṇḍapāto tad upabhuñjako ca puggalo, dhātumattako nissatto <b>nijjīvo</b> suñño,"
36726,nidassita,"so ñātidhammo ca ayaṃ <b>nidassito</b>, petāna'pūjā ca katā uḷārā. balañ'ca bhikkhūnam'anuppadinnaṃ, tumhehi puññaṃ pasutaṃ anappakan'ti."
36741,niddārāmatā,"na kamm'ārāmatā, na bhass'ārāmatā, na <b>nidd'ārāmatā</b>, na saṅgaṇik'ārāmatā, indriyesu guttadvāratā, bhojane mattaññutā, asaṃsagg'ārāmatā, nippapañc'ārāmatā."
36807,niddukkha 1,ahaṃ sukhito homi <b>niddukkho</b> homi avero homi abyāpajjho homi anīgho homi sukhī attānaṃ pariharāmi
37579,nippesika,"kuhanā, lapanā, nemittikatā, <b>nippesikatā</b>, lābhena lābhaṃ nijigiṃsanatā, ayaṃ, bhikkhave, micchāājīvo"
36371,nibandhissaṃ,"satiyā taṃ <b>nibandhissaṃ</b>, payutto te damessāmi,<br/>vīriyadhuraniggahito, na'y'ito dūraṃ gamissase cittā'ti."
36471,nibbatteti,sayaṃ samattaṃ karoti paripuṇṇaṃ karoti anomaṃ karoti aggaṃ seṭṭhaṃ visiṭṭhaṃ pāmokkhaṃ uttamaṃ pavaraṃ karoti janeti sañjaneti <b>nibbatteti</b> abhinibbattetī'ti
36378,nibbāhāpetvā,tena hi tvaṃ mahante mahante sāṇipasibbake kārāpetvā hiraññasuvaṇṇassa pūrāpetvā sakaṭehi <b>nibbāhāpetvā</b> majjhe gaṅgāya sote osādehi.
36515,nibbhaya,"dukkhappattā ca niddukkhā, bhayappattā ca <b>nibbhayā</b>, sokappattā ca nissokā, hontu sabbe pi pāṇino."
37325,nimaṃsa,puna caparaṃ bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikasaṅkhalikaṃ <b>nimaṃsa</b>lohitamakkhitaṃ nhārusambandhaṃ
38249,niyāma 1,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati saddh'ānusārī, okkanto sammatta<b>niyāmaṃ</b>, sappurisabhūmiṃ okkanto, vītivatto puthujjanabhūmiṃ."
37740,nirodhagāmī,"dukkhe aññāṇaṃ, dukkhasamudaye aññāṇaṃ, dukkhanirodhe aññāṇaṃ, dukkha<b>nirodhagāminiyā</b> paṭipadāya aññāṇaṃ."
37899,nissaggiyapācittiya,"niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ kathine das'āhaparamaṃ atirekacīvaraṃ dhāretabbaṃ, taṃ atikkāmayato <b>nissaggiyaṃ pācittiyaṃ</b>."
37942,nissarati,"no ce'daṃ, bhikkhave, rūpassa nissaraṇaṃ abhavissa na'y'idaṃ sattā rūpasmā <b>nissareyyuṃ</b>. yasmā ca kho, bhikkhave, atthi rūpassa nissaraṇaṃ, tasmā sattā rūpasmā <b>nissaranti</b>."
38000,nissoka,"dukkhappattā ca niddukkhā, bhayappattā ca nibbhayā, sokappattā ca <b>nissokā</b>, hontu sabbe pi pāṇino."
38196,nivedeti,"ñātaṃ ye pattidānam'me anumodantu te sayaṃ, ye c'imaṃ nappajānanti devā tesaṃ <b>nivedayuṃ</b>"
36964,nihacca 2,"arahante sītībhūte, katakicce anāsave nihacca mānaṃ athaddho, te namasse anuttare'ti."
37289,nīlapītādibheda,rūpappaṭisaṃvedī'ti nīlapīt'ādibhedaṃ ārammaṇaṃ vavatthāpento rūpaṃ paṭisaṃviditaṃ karoti
36149,nekatika 2,"<b>nekatikā</b> vañcanikā, kūṭasakkhī apāṭukā.<br/>bahūhi parikappehi, āmisaṃ paribhuñjare."
36162,nekkhammapāramī,"paṭhamaṃ dāna-pārami, dutiyaṃ sīla-pārami, tatiyaṃ nekkhammapārami"
36141,negama 2,atha kho rājagahako <b>negamo</b> sālavatiṃ kumāriṃ gaṇikaṃ vuṭṭhāpesi.
36246,netti 4,"jātaṃ bhūtaṃ samuppannaṃ, kataṃ saṅkhatam'addhuvaṃ. jarāmaraṇasaṅghāṭaṃ, roganīḷaṃ pabhaṅguraṃ. āhāra<b>netti</b>ppabhavaṃ, n'ālaṃ tad'abhinandituṃ."
36241,netthāra,"na sammā vattati, na lomaṃ pāteti, na netthāraṃ vattati, yena saṅgho attamano hoti taṃ karomī'ti n'āha."
36242,netthāraṃ vattati,"na sammā vattati, na lomaṃ pāteti, na netthāraṃ vattati, yena saṅgho attamano hoti taṃ karomī'ti n'āha."
36198,nerayika 2,"<b>nerayikena</b> dukkhena phandamānaṃ, tiracchānayonikena dukkhena phandamānaṃ"
36211,nesajjikaṅga,"aṭṭha dhut'aṅgāni, āraññik'aṅgaṃ, piṇḍapātik'aṅgaṃ, paṃsukūlik'aṅgaṃ, tecīvarik'aṅgaṃ, sapadānacārik'aṅgaṃ, khalupacchābhattik'aṅgaṃ, nesajjik'aṅgaṃ, yathāsanthatik'aṅgaṃ, idaṃ vuccati vataṃ, na sīlaṃ."
36300,nevattānaṃ,"evam'eva kho, āvuso, bhikkhu chasu phass'āyatanesu n'ev'attānaṃ na attaniyaṃ samanupassati."
36267,nevasaññanāsaññā,"tattha katamo upapattibhavo? kāmabhavo, rūpabhavo, arūpabhavo, saññābhavo, asaññābhavo, <b>n'evasaññān'āsaññā</b>bhavo, ekavokārabhavo, catuvokārabhavo, pañcavokārabhavo"
40590,pakaroti,"ekam'pi ce pāṇam'aduṭṭhacitto, mettāyati kusalī tena hoti.<br/>sabbe ca pāṇe manas'ānukampī, pahūtam'ariyo pakaroti puññaṃ."
40661,pakiṇṇaka 1,handa mayaṃ <b>pakiṇṇaka</b>gāthāyo bhaṇāmase
40669,pakiritvā,"seyyathā'pi, bhikkhave, puriso kāḷakaṃ vatthaṃ paridhāya kese pakiritvā musalaṃ khandhe āropetvā mahājanakāyaṃ upasaṅkamitvā"
40767,pakkhiya 1,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṁ anuyuttā, vipassakā kusalānaṁ dhammānaṁ, pubbaratt'āpararattaṁ bodhi<b>pakkhiyānaṁ</b> dhammānaṁ, bhāvan'ānuyogam'anuyuttā viharissāmā'ti."
40325,paggharaṇī,"s'āyaṃ nhānīyapiṇḍi sneh'ānugatā snehaparetā santarabāhirā, phuṭā snehena na ca paggharaṇī."
39982,pacīyati,"yath'āssa passato rūpaṃ, sevato c'āpi vedanaṃ.<br/>khīyati no-pacīyati, evaṃ so caratī sato.<br/>evaṃ apacinato dukkhaṃ, santike nibbānam'uccati."
39784,pacchābāhaṃ,"gacchatha, bho, imaṃ purisaṃ daḷhāya rajjuyā <b>pacchābāhaṃ</b> gāḷhabandhanaṃ bandhitvā khuramuṇḍaṃ karitvā"
39798,pacchāliyaṃ khipati,"ime, bhante, licchavi-kumārakā caṇḍā pharusā apajahā ... kul'itthīnam'pi kulakumārīnam'pi pacchāliyaṃ khipanti."
40491,pajaheyyātha,"yadā tumhe attanā'va jāneyyātha, ime dhammā akusalā, ime dhammā sāvajjā, ime dhammā viññu-garahitā, ime dhammā samattā samādinnā ahitāya dukkhāya saṃvattantī'ti, atha tumhe pajaheyyātha"
40530,pajīvanta,"saṅgha-lābhassa bhaṇḍanti, saṅghato paribāhirā.<br/>para-lābho-pajīvantā, ahirīkā na lajjare."
41407,pañcatiṃsati,"idāni kho pana dvesahassapañcasata<b>pañcatiṃsati</b> saṃvaccharāni c'eva, navamāsāni ca, catuvīsatidivasāni atikkantāni."
41408,pañcatiṃsatima,<b>pañcatiṃsatime</b> saṃvacchare vesākhapuṇṇamiyaṃ sammā sambodhiṃ abhisambujjhitvā
41268,pañcadasa,"idāni kho pana dvesahassapañcasatatesaṭṭhi saṃvaccharāni c'eva, navamāsāni ca, <b>pañcadasa</b>divasāni atikkantāni."
41262,pañcabhi,"pañca jāgarataṃ suttā, pañca suttesu jāgarā.<br/>pañcabhi rajam'ādeti, pañcabhi parisujjhatī'ti."
41326,pañcamahāpariccāgā,"vessantara-attabhāve nibbattitvā, pañcamahāpariccāge katvā, tusita-pure nibbattitvā"
41433,pañcavīsati,"idāni kho pana dvesahassapañcasatatesaṭṭhi saṃvaccharāni c'eva, navamāsāni ca, <b>pañcavīsati</b>divasāni atikkantāni."
41729,paññapeti 3,"idha, bhante, amhākaṃ yo paṭhamaṃ gāmato piṇḍāya paṭikkamati so āsanāni <b>paññapeti</b>, pānīyaṃ paribhojanīyaṃ upaṭṭhāpeti, avakkārapātiṃ upaṭṭhāpeti"
41704,paññāpanāya,"rūpassa nibbidā virāgā nirodhā anupādā vimuttā, te suvimuttā. ye suvimuttā, te kevalino. ye kevalino vaṭṭaṃ tesaṃ n'atthi paññāpanāya."
41705,paññāpāramī,"catutthaṃ paññāpārami, pañcamaṃ viriya-pārami, chaṭṭhamaṃ khanti-pārami, sattamaṃ sacca-pārami"
41843,paññāya mattaso,"tathāgatappaveditā c'assa dhammā paññāya mattaso nijjhānaṃ khamanti, api c'assa ime dhammā honti"
44893,paṭikata,"yo ca kho mātāpitaro duppaññe paññāsampadāya samādapeti niveseti patiṭṭhāpeti, .. ettāvatā kho mātāpitūnaṃ katañ'ca hoti <b>paṭikatañ</b>'ca"
45091,paṭinivatti,"mataṃ me jīvitā seyyaṃ, tasmā araññaṃ pavisitvā ubbandhitvā marissāmī'ti araññaṃ gato maraṇabhayatajjito <b>paṭinivatti</b>."
44988,paṭilābhato,tattha katamāni cha gehasitāni somanassāni? cakkhuviññeyyānaṃ rūpānaṃ iṭṭhānaṃ kantānaṃ manāpānaṃ manoramānaṃ lok'āmisapaṭisaṃyuttānaṃ paṭilābhaṃ vā <b>paṭilābhato</b> samanupassato
45336,paṭisandhi 3,"suddhodanamahārājānaṃ nissāya mahāmāyādeviyā kucchismiṃ <b>paṭisandhiṃ</b> gaṇhitvā, dasamās'accayena mātu kucchito nikkhamitvā"
45261,paṭisallānārāmatthaṃ,paṭisaṅkhā yoniso sen'āsanaṃ paṭisevāmi yāva'd'eva sītassa paṭighātāya uṇhassa paṭighātāya ḍaṃsamakasavāt'ātapasiriṃsapasamphassānaṃ paṭighātāya yāva'd'eva utuparissayavinodanaṃ <b>paṭisallān'ārām'atthaṃ</b>
45318,paṭisaṃvidita 3,rūpappaṭisaṃvedī'ti nīlapīt'ādibhedaṃ ārammaṇaṃ vavatthāpento rūpaṃ <b>paṭisaṃviditaṃ</b> karoti
45424,paṭissatimattāya,"yāva'd'eva ñāṇamattāya <b>paṭissatimattāya</b> anissito ca viharati, na ca kiñci loke upādiyati."
44791,paṭihaṅkhāmi,iti purāṇañ'ca vedanaṃ <b>paṭihaṅkhāmi</b> navañ'ca vedanaṃ na-uppādessāmi yātrā ca me bhavissati anavajjatā ca phāsuvihāro cā'ti
44490,paṭhavī,"aciraṃ vat'ayaṃ kāyo, <b>paṭhaviṃ</b> adhisessati.<br/>chuḍḍho apetaviññāṇo, niratthaṃ'va kaliṅgaraṃ."
41188,paṇāma,handa mayaṃ ratanattaya<b>paṇāma</b>gāthāyo c'eva saṃvegaparikittanapāṭhañca bhaṇāmase
41198,paṇāmenta,"atha kho so bhikkhu vihāraṃ pavisissāmī'ti kavāṭaṃ <b>paṇāmento</b> addasa sabbaṃ vihāraṃ ahinā puṇṇaṃ, vātapānehi bhoge nikkhante, disvāna bhīto vissaram'akāsi."
41569,paṇīdhi,"padakkhiṇaṃ kāyakammaṃ, vācākammaṃ padakkhiṇaṃ, padakkhiṇaṃ manokammaṃ <b>paṇīdhi</b> te padakkhiṇe. padakkhiṇāni katvāna, labhant'atthe padakkhiṇe."
41457,paṇḍaka 2,gahaṭṭha<b>paṇḍak</b>'ādayo ekavīsati vajjanīyā puggalā hatthapāsato bahikaraṇavasena vajjetabbā. te asmiṃ na honti.
41754,paṇṇarasama,"ayaṃ vasabha-saṃvacchare hemanta-utu. asmiṃ utumhi māgha-māsassa kālapakkhe paṇṇarasamaṃ, candavāram'idan'ti daṭṭhabbaṃ."
44951,patikoṭeti,"seyyathā'pi, bhikkhave, vassānaṃ pacchime māse saradasamaye kiṭṭha-sambādhe gopālako gāvo rakkheyya. so tā gāvo tato tato daṇḍena ākoṭeyya paṭikoṭeyya sannirundheyya sannivāreyya."
45503,patiṭṭhiyati,"kārako kārakatāya vādaṃ upeti, atha vā vuccamāno upavadiyamāno kuppati byāpajjati patiṭṭhiyati kopañ'ca dosañ'ca appaccayañ'ca pātukaroti."
45679,pattakamma,"sa kho so, gahapati, ariyasāvako uṭṭhānavīriy'ādhigatehi bhogehi bāhābalaparicitehi sed'āvakkhittehi dhammikehi dhammaladdhehi imāni cattāri <b>pattakammāni</b> kattā hoti."
45701,pattapiṇḍika,ek'āsanik'aṅgaṃ pattapiṇḍik'aṅgaṃ khalupacchābhattik'aṅgaṃ āraññik'aṅgaṃ rukkhamūlik'aṅgaṃ abbhokāsik'aṅgaṃ sosānik'aṅgaṃ
45702,pattapiṇḍikaṅga,ek'āsanik'aṅgaṃ pattapiṇḍik'aṅgaṃ khalupacchābhattik'aṅgaṃ āraññik'aṅgaṃ rukkhamūlik'aṅgaṃ abbhokāsik'aṅgaṃ sosānik'aṅgaṃ
45793,pattidāna,"ñātaṃ ye <b>pattidānam</b>'me anumodantu te sayaṃ, ye c'imaṃ nappajānanti devā tesaṃ nivedayuṃ"
40047,padāla,dhammaṃ varan'taṃ sirasā namāmi. moha<b>ppadālaṃ</b> upasantadāhaṃ. tan'tejasā te jayasiddhi hotu. sabb'antarāyā ca vināsamentu
40211,paditta 1,"seyyathā'pi, bhikkhave, chav'ālātaṃ ubhato<b>padittaṃ</b> majjhe gūthagataṃ, n'eva gāme kaṭṭh'atthaṃ pharati, n'āraññe kaṭṭh'atthaṃ pharati."
40276,paduṭṭha 2,"byāpannacitto hoti <b>paduṭṭha</b>manasaṅkappo, ime sattā haññantu vā bajjhantu vā ucchijjantu vā vinassantu vā mā vā ahesun'ti."
71056,panidaṃ,taṃ kho <b>pan'idaṃ</b> dukkhasamudayaṃ ariyasaccaṃ pahātabban'ti
41566,panidhekacca,"sant'etth'ekacce bhikkhū samma'd'eva aññaṃ byākaṃsu, santi pan'idh'ekacce bhikkhū adhimānena'pi aññaṃ byākaṃsu."
71059,panūdati,"chinda sotaṃ parakkamma, kāme <b>panūda</b> brāhmaṇa. <br/>nappahāya munī kāme, n'ekattam'upapajjati."
39336,pabāḷha 1,atha kho bhagavato rahogatassa paṭisallīnassa evaṃ cetaso parivitakko udapādi - mayā kho bhikkhusaṅgho pabāḷho.
39467,pabhāva,puññaṃ mayā yaṃ mama sabb'upaddavā mā hontu ve tassa <b>pabhāva</b>siddhiyā
46171,payirupāsanta,"idha saddhājāto upasaṅkamati, upasaṅkamanto payirupāsati, <b>payirupāsanto</b> sotaṃ odahati, ohitasoto dhammaṃ suṇāti, sutvā dhammaṃ dhāreti, dhatānaṃ dhammānaṃ atthaṃ upaparikkhati,"
42230,paramasacca,pahit'atto samāno kāyena c'eva paramasaccaṃ sacchikaroti
42312,parānudayatā,amarā-vitakkavaḍḍhanaṃ par'ānudayatā-paṭisaṃyutta-vitakkavaḍḍhanaṃ lābhasakkārasiloka-paṭisaṃyutta-vitakkavaḍḍhanaṃ
42313,parānudayatāpaṭisaṃyutta,amarā-vitakkavaḍḍhanaṃ par'ānudayatāpaṭisaṃyutta-vitakkavaḍḍhanaṃ lābhasakkārasiloka-paṭisaṃyutta-vitakkavaḍḍhanaṃ
42236,parāmasati 2,"tato ca uttaritaraṃ pajānāti, tañ'ca pajānanaṃ na <b>parāmasati</b>, aparāmasato c'assa paccattaññ'eva nibbuti viditā."
42869,parikittana,handa mayaṃ ratanattayapaṇāmagāthāyo c'eva saṃvega<b>parikittana</b>pāṭhañca bhaṇāmase
42879,parikkhā,"seyyathā'pi rañño paccantime nagare <b>parikkhā</b> hoti gambhīrā c'eva vitthatā ca evam'evaṃ kho ariyasāvako hirīmā hoti, hirīyati kāyaduccaritena vacīduccaritena manoduccaritena"
42596,pariccajitvā,"<b>pariccajitvā</b> saddhammaṃ, aññam'aññehi bhaṇḍare.<br/>diṭṭhigatāni anventā, idaṃ seyyo'ti maññare."
42808,parijjhāyanā,"cetaso <b>parijjhāyanā</b> domanassaṃ sokasallaṃ, ayaṃ vuccati soko."
42670,paridīpaka,handa mayaṃ khem'ākhemasaraṇagamana<b>paridīpikā</b>gāthāyo<br/>bhaṇāmase
42666,paridhāya,"seyyathā'pi, bhikkhave, puriso kāḷakaṃ vatthaṃ paridhāya kese pakiritvā musalaṃ khandhe āropetvā mahājanakāyaṃ upasaṅkamitvā"
43070,pariniṭṭhita,"tattha purimesu catūsu kiccesu idāni suriy'ālokassa atthitāya n'atthi, aparāni tīṇi bhikkhūnaṃ vattaṃ jānantehi bhikkhūhi katāni <b>pariniṭṭhitāni</b> honti."
43045,parinibbānika,dhammo ca desito niyyāniko upasamiko <b>parinibbāniko</b> sambodhagāmī sugatappavedito
43033,parinetvā,kharassarena paṇavena rathikāya rathikaṃ siṅghāṭakena siṅghāṭakaṃ parinetvā dakkhiṇena dvārena nikkhāmetvā dakkhiṇato nagarassa sīsaṃ chindathā'ti.
43146,paripatitvā,dutiyo musalo paripatitvā aññatarassa dārakassa matthake avatthāsi. so kālamakāsi.
42428,paribāhira,"saṅghalābhassa bhaṇḍanti, saṅghato <b>paribāhirā</b>.<br/>paralābhopajīvantā, ahirīkā na lajjare."
42468,paribhañjana,rukkhaphal'ūpamā kāmā sambhañjana-paribhañjan'aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti
42944,parimaddana 2,api ca kho mātugāmassa ucchādana<b>parimaddana</b>nhāpanasambāhanaṃ sādiyati.
43544,pariy,"puna caparaṃ, bhikkhave, bhikkhu imam'eva kāyaṃ uddhaṃ pādatalā adho kesamatthakā taca<b>pariy</b>antaṃ pūraṃ nānappakārassa asucino paccavekkhati"
43587,pariyāpuṇassu,"iṅgha tāva āyasmā āgamaṃ pariyāpuṇassū'ti, iti'ssa bhavanti vattāro."
43697,pariyuṭṭhi,ratanattayaguṇe anussarantass'eva gacchantassa corā magge pariyuṭṭhiṃsu.
43668,pariyogāya,"saddhassa, bhikkhave, sāvakassa satthusāsane pariyogāya vattato rumhaniyaṃ satthusāsanaṃ hoti ojavantaṃ."
43523,parivīmaṃsamāpajjanta,tassa taṃ dhammaṃ paññāya pavicinato pavicarato <b>parivīmaṃsam'āpajjato</b> āraddhaṃ hoti vīriyaṃ asallīnaṃ
42742,parihāpeti,"dukkhaṃ, bhikkhave, kusīto viharati vokiṇṇo pāpakehi akusalehi dhammehi, mahantañ'ca sadatthaṃ <b>parihāpeti</b>."
40932,palitta,"saññaṃ pariññā vitareyya oghaṃ, pariggahesu muni no-palitto,<br/>abbūḷhasallo caram'appamatto, n'āsīsatī lokam'imaṃ parañ'cā'ti."
43972,passasitvā,"aho vat'āhaṃ tad'antaraṃ jīveyyaṃ yad'antaraṃ assasitvā vā passasāmi, <b>passasitvā</b> vā assasāmi, bhagavato sāsanaṃ manasi kareyyaṃ, bahu vata me kataṃ assā'ti"
71064,passasissati,"anicc'ānupassī assasissāmī'ti sikkhati, anicc'ānupassī <b>passasissāmī</b>'ti sikkhati"
43992,passita,"abhijānāsi no tvaṃ, rājañña, divā seyyaṃ upagato supinakaṃ <b>passitā</b> ārāmarāmaṇeyyakaṃ vanarāmaṇeyyakaṃ bhūmirāmaṇeyyakaṃ pokkharaṇīrāmaṇeyyakan'ti?"
45944,pavattana 2,handa mayaṃ dhammacakka<b>ppavattana</b>suttapāṭhaṃ bhaṇāmase
45942,pavattamāna 2,"yathā paccayaṃ <b>pavattamānaṃ</b> dhātumattam'ev'etaṃ, yad idaṃ piṇḍapāto tad upabhuñjako ca puggalo, dhātumattako nissatto nijjīvo suñño,"
46002,pavayha,"ko nu kho, bhante, hetu, ko paccayo yena idh'ekaccaṃ bhikkhuṃ pavayha pavayha kāraṇaṃ karonti?"
46050,pavicaranta,tassa taṃ dhammaṃ paññāya pavicinato <b>pavicarato</b> parivīmaṃsam'āpajjato āraddhaṃ hoti vīriyaṃ asallīnaṃ
40412,pahātuṃ,"hirīmā'yaṃ, bhikkhave, ottāpī appamatto hoti. so appamatto samāno bhabbo anādariyaṃ pahātuṃ dovacassataṃ pahātuṃ pāpamittataṃ pahātuṃ."
41108,paṃsukūlikaṅga,sambahulā bhikkhū santhatāni ujjhitvā āraññik'aṅgaṃ piṇḍapātik'aṅgaṃ paṃsukūlik'aṅgaṃ samādiyiṃsu
40567,pāka 2,"dhammo padīpo viya tassa satthuno, yo magga<b>pāk'</b>āmatabhedabhinnako, lok'uttaro yo ca tad'attha'dīpano"
44118,pāṭha 1,"ajja't'agge'ti ajjataṃ ādiṃ katvā, ajja'd'agge'ti vā <b>pāṭho</b>, dakāro padasandhikaro, ajja aggaṃ katvā'ti vuttaṃ hoti."
44119,pāṭha 2,handa mayaṃ ratanattayapaṇāmagāthāyo c'eva saṃvegaparikittana<b>pāṭhañ</b>'ca bhaṇāmase
41582,pāṇinā,"bhaddakā vat'ime sunāparantakā manussā, subhaddakā vat'ime sunāparantakā manussā, yaṃ me na'y'ime <b>pāṇinā </b>pahāraṃ dentī'ti."
40067,pādamūla,amhākaṃ kho pana bhagavā dīpaṅ'kara-pādamūlato paṭṭhāya
42028,pāpika,"na c'eva no cittaṃ vipariṇataṃ bhavissati, na ca <b>pāpikaṃ</b> vācaṃ nicchāressāma, hit'ānukampī ca viharissāma mettacittā na dos'antarā."
42019,pāpesi 2,"yo cakkhumā mohamal'āpakaṭṭho, sāmaṃ va buddho sugato vimutto, mārassa pāsā vinimocayanto, <b>pāpesi</b> khemaṃ janataṃ vineyyaṃ"
46163,pāyeti,"yathā, mahārāja, koci'd'eva puriso visaṃ abhisaṅkharitvā attanā ca piveyya, pare ca <b>pāyeyya</b>, so attanā'pi dukkhito bhaveyya, pare'pi dukkhitā bhaveyyuṃ."
42326,pārāpariyattheragāthā 3,handa mayaṃ <b>pārāpariyattheragāthāyo</b> bhaṇāmase
