id,pali_1,example_2
48768,rogabyasana,"ñātibyasanena vā phuṭṭhassa, bhogabyasanena vā phuṭṭhassa, <b>rogabyasanena</b> vā phuṭṭhassa, sīlabyasanena vā phuṭṭhassa, diṭṭhibyasanena vā phuṭṭhassa"
48777,rogātaṅka,"puna caparaṃ, brāhmaṇa, idh'ekacco akatakalyāṇo hoti akatakusalo akatabhīruttāṇo katapāpo kataluddo katakibbiso. tam'enaṃ aññataro gāḷho <b>rog'ātaṅko</b> phusati."
48754,rodanta,api ca kho mātugāmassa saddaṃ suṇāti tirokuṭṭaṃ vā tiropākāraṃ vā hasantiyā vā bhaṇantiyā vā gāyantiyā vā <b>rodantiyā</b> vā
31130,lakkhaṇa 1,"dvīsu mahāpurisa<b>lakkhaṇesu</b> kaṅkhati vicikicchati n'ādhimuccati na sampasīdati, kos'ohite ca vatthaguyhe, pahūtajivhatāya ca."
31107,lajjati 1,"saṅghalābhassa bhaṇḍanti, saṅghato paribāhirā.<br/>paralābhopajīvantā, ahirīkā na <b>lajjare</b>."
31274,laṭṭhikā,mahāvanaṃ ajjhogāhetvā beluva<b>laṭṭhikāya</b> mūle divāvihāraṃ nisīdi
31055,laddhuṃ,"tiṭṭhantu tāva manussabhūtā, acetanānaṃ rukkhānam'pi sāmaggiṃ <b>laddhuṃ</b> vaṭṭati."
31240,lapanā,"na'y'idaṃ, bhikkhave, brahmacariyaṃ vussati janakuhan'atthaṃ, na jana<b>lapan'</b>atthaṃ, na lābhasakkārasilok'ānisaṃs'atthaṃ"
31250,lapita,api ca kho yāni'ssa tāni pubbe mātugāmena saddhiṃ hasita<b>lapita</b>kīḷitāni tāni anussarati
30966,labbhati 1,"yasmā ca kho, bhikkhave, rūpaṃ anattā, tasmā rūpaṃ ābādhāya saṃvattati, na ca <b>labbhati</b> rūpe, evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ mā ahosī'ti."
30991,labhanta,"padakkhiṇaṃ kāyakammaṃ, vācākammaṃ padakkhiṇaṃ, padakkhiṇaṃ manokammaṃ paṇīdhi te padakkhiṇe. padakkhiṇāni katvāna, <b>labhant'</b>atthe padakkhiṇe."
31025,labhissati,ariyasāvakassa āraddhavīriyassa upaṭṭhitassatino etaṃ pāṭikaṅkhaṃ yaṃ vossagg'ārammaṇaṃ karitvā <b>labhissati</b> samādhiṃ
31680,lujjati,"kusalānañ'ca dhammānaṃ, paññāya ca parikkhayā.<br/>sabb'ākāravar'ūpetaṃ, <b>lujjate</b> jinasāsanaṃ."
31672,ludda 3,yāvatā akatakalyāṇānaṃ akatakusalānaṃ akatabhīruttāṇānaṃ katapāpānaṃ kata<b>luddānaṃ</b> katakibbisānaṃ gati taṃ gatiṃ pecca gacchāmī'ti.
31676,luddha 2,"<b>luddho</b> pan'āyaṃ purisapuggalo lobhena abhibhūto pariyādinnacitto pāṇam'pi hanati, adinnam'pi ādiyati, paradāram'pi gacchati, musā'pi bhaṇati, param'pi tathattāya samādapeti, yaṃ sa hoti dīgharattaṃ ahitāya dukkhāyā'ti."
31325,lesa 1,"<b>lesa</b>kappe pariyāye, parikappe'nudhāvitā.<br/>jīvik'atthā upāyena, saṅkaḍḍhanti bahuṃ dhanaṃ."
31528,lokanātha,"aññathā <b>lokanāthamhi</b>, tiṭṭhante puris'uttame.<br/>iriyaṃ āsi bhikkhūnaṃ, aññathā dāni dissati."
31530,lokanirodha,api c'āhaṃ imasmiṃ'y'eva byāmamatte kaḷebare sasaññimhi samanake lokañ'ca paññāpemi lokasamudayañ'ca <b>lokanirodhañ</b>'ca <b>lokanirodha</b>gāminiñ'ca paṭipadan'ti.
31432,locana 1.1,"buddho susuddho karuṇāmah'aṇṇavo, yo'ccantasuddhabbarañāṇa<b>locano</b>, lokassa pāp'ūpakilesaghātako"
31648,loṇakapalla,"asu hi, bhante, gaṅgāya nadiyā mahā udakakkhandho so amunā <b>loṇakapallena</b> loṇo na assa apeyyo"
31644,loṇa 1,"seyyathā'pi mahāsamuddo ekaraso <b>loṇa</b>raso, <br/>evam'eva kho ayaṃ dhammavinayo ekaraso vimuttiraso."
31660,loṇika,"ambil'aggehi'pi, tittak'aggehi'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, <b>loṇikehi</b>'pi, aloṇikehi'pi."
31484,lohitamakkhita,puna caparaṃ bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikasaṅkhalikaṃ nimaṃsa<b>lohitamakkhitaṃ</b> nhārusambandhaṃ
31465,lohita 2,"yathā, mahārāja, rañño bhaṇḍ'āgāriko bhaṇḍ'āgāraṃ pavisitvā nīlapīta<b>lohit'</b>odātamañjiṭṭhāni rājabhogāni rūpāni passitvā sañjānāti. evaṃ kho, mahārāja, sañjānanalakkhaṇā saññā'ti"
55265,saudraya,evaṃ no ayaṃ amhākaṃ pabbajjā avaṅkatā avañjhā bhavissati saphalā <b>saudrayā</b>.
55276,saupaghāta,"sabbe te sadukkhā <b>saupaghātā</b> saupāyāsā sapariḷāhā micchāpaṭipannā'ti, iti vadaṃ itth'eke apasādeti."
50154,sakad,"santi, bhikkhave, bhikkhū imasmiṃ bhikkhusaṅghe tiṇṇaṃ saṃyojanānaṃ parikkhayā rāgadosamohānaṃ tanuttā <b>sakad</b>āgāmino saki'd'eva imaṃ lokaṃ āgantvā dukkhass'antaṃ karissanti"
50342,sakkāyanirodha,"sakkāyo kho, āvuso, eko anto, sakkāyasamudayo dutiyo anto, <b>sakkāyanirodho</b> majjhe, taṇhā sibbinī, taṇhā hi naṃ sibbati tassa tasseva bhavassa abhinibbattiyā."
50351,sakkāyasamudaya,"sakkāyo kho, āvuso, eko anto, <b>sakkāyasamudayo</b> dutiyo anto, sakkāyanirodho majjhe, taṇhā sibbinī, taṇhā hi naṃ sibbati tassa tasseva bhavassa abhinibbattiyā."
50359,sakkharā 2,seyyathā'pi puriso sappikumbhaṃ vā telakumbhaṃ vā gambhīraṃ udakarahadaṃ ogāhitvā bhindeyya. tatra yā assa <b>sakkharā</b> vā kaṭhalā vā sā adhogāmī assa
50370,sakkhi 1.3,"nekatikā vañcanikā, kūṭa<b>sakkhī</b> apāṭukā.<br/>bahūhi parikappehi, āmisaṃ paribhuñjare."
49893,sagga 1.1,"bhagavā pana, bhante, arahaṃ sammāsambuddho pahoti tathā kātuṃ yathā sabbo loko kāyassa bhedā paraṃ maraṇā sugatiṃ <b>saggaṃ</b> lokaṃ upapajjeyyā'ti?"
53808,saṅku,"varaṃ, bhikkhave, tiṇhena ayo<b>saṅkunā</b> ādittena sampajjalitena sajotibhūtena sot'indriyaṃ sampalimaṭṭhaṃ, na tv'eva sotaviññeyyesu saddesu anubyañjanaso nimittaggāho."
53686,saṅkhāratta 1.1,"saṅkhāre <b>saṅkhārattāya</b> saṅkhatam'abhisaṅkharonti, viññāṇaṃ viññāṇattāya saṅkhatam'abhisaṅkharonti. saṅkhatam'abhisaṅkharontī'ti kho, bhikkhave, tasmā saṅkhārā'ti vuccati."
53749,saṅkhitta 1,handa mayaṃ <b>saṅkhitta</b>suttapāṭhaṃ bhaṇāmase
53302,saṅgaṇikā,"pavivittass'āyaṃ, bhikkhave, dhammo, nāyaṃ dhammo <b>saṅgaṇik</b>'ārāmassā'ti"
53262,saṅgahita 1,"evan'taṃ uposathakammaṃ imehi catūhi lakkhaṇehi <b>saṅgahitaṃ</b> pattakallaṃ nāma hoti, kātuṃ yuttarūpaṃ."
53369,saṅghapariṇāyaka,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro <b>saṅghapariṇāyakā</b> te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti
53372,saṅghapitar,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā <b>saṅghapitaro</b> saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti
53411,saṅghāṭika,"ehi tvaṃ, bhadramukha, <b>saṅghāṭiko</b> hohi, <b>saṅghāṭikassa</b> te sato saṅghāṭidhāraṇamattena abhijjhālussa abhijjhā pahīyissati"
53409,saṅghāṭidhāraṇa,"ehi tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato <b>saṅghāṭidhāraṇa</b>mattena abhijjhālussa abhijjhā pahīyissati"
53410,saṅghāṭidhāraṇamatta,"ehi tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato <b>saṅghāṭidhāraṇamattena</b> abhijjhālussa abhijjhā pahīyissati"
53417,saṅghāṭipattacīvara,"samiñjite pasārite sampajānakārī, <b>saṅghāṭipattacīvara</b>dhāraṇe sampajānakārī, asite pīte khāyite sāyite sampajānakārī"
49508,saccakiriyā,handa mayaṃ <b>saccakiriyā</b>gāthāyo bhaṇāmase
49547,saccavajja,n'atthi me saraṇaṃ aññaṃ – buddho me saraṇaṃ varaṃ<br/>etena <b>saccavajjena</b> – sotthi me hotu sabbadā.
49551,sacchi,taṃ kho panidaṃ dukkhanirodhaṃ ariyasaccaṃ <b>sacchi</b>kātabban'ti
49560,sacchikaronta,"pahātabbaṃ pajahanto sikkheyya, bhāvetabbaṃ bhāvento sikkheyya, sacchikātabbaṃ <b>sacchikaronto</b> sikkheyya"
49563,sacchikātabba,taṃ kho pan'idaṃ dukkhanirodhaṃ ariyasaccaṃ <b>sacchikātabban</b>'ti
50135,sajotibhūta,"varaṃ, bhikkhave, tattāya ayosalākāya ādittāya sampajjalitāya <b>sajotibhūtāya</b> cakkhu'ndriyaṃ sampalimaṭṭhaṃ, na tv'eva cakkhuviññeyyesu rūpesu anubyañjanaso nimittaggāho."
53495,sañjānana,"yathā, mahārāja, rañño bhaṇḍ'āgāriko bhaṇḍ'āgāraṃ pavisitvā nīlapītalohit'odātamañjiṭṭhāni rājabhogāni rūpāni passitvā sañjānāti. evaṃ kho, mahārāja, <b>sañjānana</b>lakkhaṇā saññā'ti"
53516,sañjāyati 1,tassa taṃ ṭhānaṃ abhiṇhaṃ paccavekkhato maggo <b>sañjāyati</b>. so taṃ maggaṃ āsevati bhāveti bahulīkaroti.
53897,saññatacārī,"attā have jitaṃ seyyo, yā c'āyaṃ itarā pajā.<br/>attadantassa posassa, niccaṃ <b>saññatacārino</b>."
53851,saññama,"āratī viratī pāpā, majjapānā ca <b>saññamo</b>.<br/>appamādo ca dhammesu, etaṃ maṅgalam'uttamaṃ."
53833,saññācikā,"sārambhe ce bhikkhu vatthusmiṃ aparikkamane <b>saññācikāya</b> kuṭiṃ kāreyya bhikkhū vā anabhineyya vatthudesanāya pamāṇaṃ vā atikkāmeyya, saṅghādiseso."
53464,sañhita,yo c'āyaṃ attakilamath'ānuyogo dukkho anariyo anattha<b>sañhito</b>.
54173,saṇṭhāna 2,tesaṃ vitakkānaṃ vitakkasaṅkhāra<b>saṇṭhānaṃ</b> manasikaroto ye pāpakā akusalā vitakkā chand'ūpasaṃhitā'pi dos'ūpasaṃhitā'pi moh'ūpasaṃhitā'pi te pahīyanti
54847,satadhā,"anekehi sambhārehi samāraddhā vadatī'ti. so taṃ vīṇaṃ dasadhā vā <b>satadhā</b> vā phāleyya, dasadhā vā <b>satadhā</b> vā taṃ phāletvā sakalikaṃ sakalikaṃ kareyya."
55061,sattanikāya,"yā tesaṃ tesaṃ sattānaṃ tamhi tamhi <b>sattanikāye</b> jāti sañjāti okkanti abhinibbatti khandhānaṃ pātubhāvo āyatanānaṃ paṭilābho, ayaṃ vuccati jāti."
54989,sattabojjhaṅgā,"seyyath'īdaṃ, cattāro satipaṭṭhānā cattāro sammappadhānā cattāro iddhipādā pañc'indriyāni pañca balāni <b>satta bojjh'aṅgā</b> ariyo aṭṭh'aṅgiko maggo."
55124,sattavassika,"tad'ahu pabbajito santo, jātiyā <b>sattavassiko</b>.<br/>so pi maṃ anusāseyya, sampaṭicchāmi muddhanā"
55245,sattu 2.1,"ratanattay'ānubhāvena ratanattayatejasā, dukkharogabhayāverā sokā <b>sattu</b> c'upaddavā anekā antarāyā pi vinassantu asesato."
55147,satthādāna,es'ev'anto daṇḍ'ādāna<b>satth'ādāna</b>kalahaviggahavivādatuvaṃtuvaṃpesuññamusāvādānaṃ. etth'ete pāpakā akusalā dhammā aparisesā nirujjhantī'ti.
54830,sat 1,"sahā'v'assa dassanasampadāya, taya'ssu dhammā jahitā bhavanti. <br/><b>sak</b>kāyadiṭṭhi vicikicchitañ'ca, sīlabbataṃ vā pi yad'atthi kiñci."
49594,sad,idh'āvuso bhikkhu saddho hoti <b>sad</b>dahati tathāgatassa bodhiṃ
49612,sadattha 2.1,"dukkhaṃ, bhikkhave, kusīto viharati vokiṇṇo pāpakehi akusalehi dhammehi, mahantañ'ca <b>sadatthaṃ</b> parihāpeti."
49855,sadukkha,"sabbe te <b>sadukkhā</b> saupaghātā saupāyāsā sapariḷāhā micchāpaṭipannā'ti, iti vadaṃ itth'eke apasādeti."
49645,saddamanussāvesi,tāvatiṃsānaṃ devānaṃ saddaṃ sutvā yāmā devā <b>saddam'anussāvesum</b>
49690,saddhādeyya,"kiṃ pana tvaṃ, āvuso, yen'eva hatthena <b>saddhādeyyaṃ</b> bhuñjasi ten'eva hatthena upakkamitvā asuciṃ mocesī'ti?"
49725,saddhāpaṭilābha,so taṃ dhammaṃ sutvā tathāgate saddhaṃ paṭilabhati. so tena <b>saddhāpaṭilābhena</b> samannāgato iti paṭisañcikkhati
49699,saddhāmatta,"tathāgate c'assa <b>saddhāmattaṃ</b> hoti pemamattaṃ, api c'assa ime dhammā honti"
49686,saddhā 2,alam'eva <b>saddhā</b>pabbajitena kulaputtena vīriyaṃ ārabhituṃ
54067,santāna 1,"ye <b>santāne</b> hīnā dhammā, yāva nibbānato mamaṃ nassantu sabbadā y'eva."
54073,santāpa 1,"sabba<b>santāpānaṃ</b> samitattā santo, sabb'ākusal'ābhisaṅkhārānaṃ santattā samitattā"
54225,santi 3,"<b>santi</b> idh'ekacce khattiyā, brāhmaṇā'ti bhaṇati"
53171,sandhi 1,"ajja't'agge'ti ajjataṃ ādiṃ katvā, ajja'd'agge'ti vā pāṭho, dakāro pada<b>sandhi</b>karo, ajja aggaṃ katvā'ti vuttaṃ hoti."
53173,sandhi 3,"assaddho akataññū ca, <b>sandhi</b>cchedo ca yo naro,<br/>hat'āvakāso vant'āso, sa ve uttamaporiso."
53943,sannicita 1,"seyyathā'pi rañño paccantime nagare bahuṃ āvudhaṃ <b>sannicitaṃ</b> hoti, evam'evaṃ kho, ariyasāvako bahussuto hoti"
53963,sannipāta 1,"yāvakīvañ'ca bhikkhave bhikkhū abhiṇhaṃ <b>sannipātā</b> bhavissanti sannipātabahulā, vuddhi'y'eva pāṭikaṅkhā no parihāni"
54292,sapadāna,"aṭṭha dhut'aṅgāni, āraññik'aṅgaṃ, piṇḍapātik'aṅgaṃ, paṃsukūlik'aṅgaṃ, tecīvarik'aṅgaṃ, <b>sapadāna</b>cārik'aṅgaṃ, khalupacchābhattik'aṅgaṃ, nesajjik'aṅgaṃ, yathāsanthatik'aṅgaṃ, idaṃ vuccati vataṃ, na sīlaṃ."
54318,sapariḷāha,"sabbe te sadukkhā saupaghātā saupāyāsā <b>sapariḷāhā</b> micchāpaṭipannā'ti, iti vadaṃ itth'eke apasādeti."
54349,sappabhāsa,yathā divā tathā rattiṃ yathā rattiṃ tathā divā. iti vivaṭena cetasā apariyonaddhena <b>sappabhāsaṃ</b> cittaṃ bhāveyyāsi.
54368,sappasira,<b>sappasir'</b>ūpamā kāmā sappaṭibhay'aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti
49232,sabbakilesa,"pamādassa samitattā santo, <b>sabbakilesānaṃ</b> samitattā santo, sabbaduccaritānaṃ samitattā santo"
49292,sabbapāṇabhūtā,"byāpādapadosaṃ pahāya abyāpannacitto viharati <b>sabbapāṇabhūta</b>hit'ānukampī, byāpādapadosā cittaṃ parisodheti"
49249,sabbamaññita,"<b>sabbamaññita</b>samugghātasāruppaṃ vo, bhikkhave, paṭipadaṃ desessāmi."
49241,sabbaloke anabhiratasaññā,"idh'ānanda, bhikkhu ye loke upādānā cetaso adhiṭṭhān'ābhinives'ānusayā, te pajahanto viharati anupādiyanto. ayaṃ vuccat'ānanda, <b>sabbaloke</b> <b>anabhiratasaññā</b>."
49423,sabbupādānapariññā,<b>sabb'upādānapariññāya</b> dhammo  cakkhuñ'ca paṭicca rūpe ca uppajjati cakkhuviññāṇaṃ. tiṇṇaṃ saṅgati phasso.
49435,sabhāga,tesañ'ca vikālabhojan'ādivasena vatthu<b>sabhāga</b>āpattiyo ce na vijjanti.
49437,sabhāgāpatti,"uposatho, yāvatikā ca bhikkhū kammappattā, <b>sabhāg'āpattiyo</b> ca na vijjanti, vajjanīyā ca puggalā tasmiṃ na honti  pattakallan'ti vuccati."
49431,sabhā 1,"ovadeyy'ānusāseyya, a<b>sabbhā</b> ca nivāraye,<br/>satañ'hi so piyo hoti, asataṃ hoti appiyo."
50995,samaṅgī,api ca kho passati gahapatiṃ vā gahapatiputtaṃ vā pañcahi kāmaguṇehi samappitaṃ <b>samaṅgī</b>bhūtaṃ paricārayamānaṃ
51317,samatta 1.1,"yadā tumhe attanā'va jāneyyātha, ime dhammā kusalā, ime dhammā anavajjā, ime dhammā viññuppasatthā, ime dhammā <b>samattā</b> samādinnā hitāya sukhāya saṃvattantī'ti, atha tumhe upasampajja vihareyyātha."
51318,samatta 1.2,"sakañ'hi diṭṭhiṃ katham'accayeyya, chand'ānunīto ruciyā niviṭṭho,<br/>sayaṃ <b>samattāni</b> pakubbamāno, yathā hi jāneyya tathā vadeyya."
51319,samatta 1.3,"atisāradiṭṭhiyā'va so samatto, mānena matto paripuṇṇamānī,<br/>sayam'eva sāmaṃ manas'ābhisitto, diṭṭhī hi sā tassa tathā <b>samattā</b>."
51280,samatha 1.2,"ime kho pan'āyasmanto, satta adhikaraṇa<b>samathā</b> dhammā uddesaṃ āgacchanti."
51119,samanupassanā,"iti ayañ'c'eva <b>samanupassanā</b> asmī'ti c'assa avigataṃ hoti. asmī'ti kho pana, bhikkhave, avigate pañcannaṃ indriyānaṃ avakkanti hoti"
50858,samaṃ 1,so kho pana me ayaṃ attā nicco dhuvo sassato avipariṇāmadhammo sassati<b>samaṃ</b> tath'eva ṭhassatī'ti.
50859,samaṃ 2,"<b>samaṃ</b> pādaṃ bhūmiyaṃ nikkhipati, <b>samaṃ</b> uddharati, <b>samaṃ</b> sabbāvantehi pādatalehi bhūmiṃ phusati."
50646,samādahanta,"cittaṃ <b>samādahanto</b> sikkheyya, paññāya pajānanto sikkheyya, abhiññeyyaṃ abhijānanto sikkheyya"
51216,samāraddha 1.1,"anekehi sambhārehi <b>samāraddhā</b> vadatī'ti. so taṃ vīṇaṃ dasadhā vā satadhā vā phāleyya, dasadhā vā satadhā vā taṃ phāletvā sakalikaṃ sakalikaṃ kareyya."
51671,samīpe,bhikkhunīnam'ovādo pana <b>samīpe</b> tāsaṃ n'atthitāya n'atthi.
52497,samucchindati 1,"yāvakīvañ'ca bhikkhave bhikkhū apaññattaṃ na paññāpessanti, paññattaṃ na <b>samucchindissanti</b>, yathāpaññattesu sikkhāpadesu samādāya vattissanti"
52725,samuṭṭhāna 1,pitta<b>samuṭṭhānā</b> ābādhā semha<b>samuṭṭhānā</b> ābādhā vāta<b>samuṭṭhānā</b> ābādhā sannipātikā ābādhā utupariṇāmajā ābādhā visamaparihārajā ābādhā
52644,samūhanati 1,aham'etaṃ dassukhīlaṃ vadhena vā bandhena vā jāniyā vā garahāya vā pabbājanāya vā <b>samūhanissāmī</b>'ti
51551,sameta 1,"na saññasaññī na visaññasaññī, no'pi asaññī na vibhūtasaññī. evaṃ <b>sametassa</b> vibhoti rūpaṃ, saññānidānā hi papañcasaṅkhā."
52105,sampajjati 1,nanu evaṃ sante tesaṃ samaṇabrāhmaṇānaṃ appāṭihīrakataṃ bhāsitaṃ <b>sampajjatī</b>'ti?
52102,sampajjalita,"varaṃ, bhikkhave, tattāya ayosalākāya ādittāya <b>sampajjalitāya</b> sajotibhūtāya cakkhu'ndriyaṃ sampalimaṭṭhaṃ, na tv'eva cakkhuviññeyyesu rūpesu anubyañjanaso nimittaggāho."
52242,sampatti 2,sabbe sattā sabbadukkhā pamuccantu sabbe sattā laddha<b>sampattito</b> mā vigacchantu
52283,sampha,"musāvādā veramaṇī, pisuṇāya vācāya veramaṇī, pharusāya vācāya veramaṇī, <b>sampha</b>ppalāpā veramaṇī, ayaṃ vuccati bhikkhave sammāvācā"
52295,samphassaja,"tattha katamaṃ domanassaṃ? yaṃ cetasikaṃ asātaṃ, cetasikaṃ dukkhaṃ, ceto<b>samphassajaṃ</b> asātaṃ dukkhaṃ vedayitaṃ, ceto<b>samphassajā</b> asātā dukkhā vedanā."
51411,sambandha 1,puna caparaṃ bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikasaṅkhalikaṃ sa'maṃsalohitaṃ nhāru<b>sambandhaṃ</b>
51500,sambodhagāmī,dhammo ca desito niyyāniko upasamiko parinibbāniko <b>sambodhagāmī</b> sugatappavedito
51461,sambhavesī,"diṭṭhā vā ye ca adiṭṭhā, ye сa dūre vasanti avidūre<br/>bhūtā vā <b>sambhav'esī</b> vā, sabbe sattā bhavantu sukhit'attā."
51455,sambhāvanā,"n'ānuyuttā tathā eke, muṇḍā saṅghāṭipārutā.<br/><b>sambhāvanaṃ</b>yev'icchanti, lābhasakkāramucchitā."
51799,sammajjana,"taṇ'ṭhāna<b>sammajjanañ</b>'ca, tattha padīp'ujjalanañ'ca, āsanapaññapanañ'ca"
51759,sammada 1,yena anuppannaṃ vā thīnamiddhaṃ uppajjati uppannaṃ vā thinamiddhaṃ bhiyyobhāvāya vepullāya saṃvattati yatha'y'idaṃ arati tandī vijambhitā bhatta<b>sammado</b> cetaso ca līnattaṃ.
51847,sammāpaṭipadā,"ananuyogo ca kho adukkho eso dhammo anupaghāto anupāyāso apariḷāho, <b>sammāpaṭipadā'</b>ti—iti vadaṃ dhammam'eva deseti."
51959,sammudita,"cakkhuṃ kho, māgaṇḍiya, rūp'ārāmaṃ rūparataṃ rūpa<b>sammuditaṃ</b>. taṃ tathāgatassa dantaṃ guttaṃ rakkhitaṃ saṃvutaṃ, tassa ca saṃvarāya dhammaṃ deseti."
55443,sayanta,"udar'āvadehakaṃ bhutvā, <b>sayant</b>'uttānaseyyakā.<br/>kathaṃ vattenti paṭibuddhā, yā kathā satthugarahitā."
55419,sayāna,"tiṭṭhañ'caraṃ, nisinno vā, <b>sayāno</b> vā, yāvat'assa vigatamiddho, <br/>etaṃ satiṃ adhiṭṭheyya, brahmam'etaṃ vihāraṃ idha'm'āhu."
54547,saraṇa 1.1,"<b>saraṇañ</b>'ca dhammaṃ ñatvā araṇañ'ca dhammaṃ ñatvā araṇapaṭipadaṃ paṭipajjissāmā'ti evañ'hi vo, bhikkhave, sikkhitabbaṃ."
54624,saravana,"asītivassasahass'āyukesu, bhikkhave, manussesu ayaṃ jambudīpo avīci maññe phuṭo bhavissati manussehi, seyyathā'pi naḷavanaṃ vā <b>saravanaṃ</b> vā."
54460,sara 1.1,"tassa kusakaṇṭakā c'eva pāde vijjheyyuṃ, <b>sara</b>pattāni ca gattāni vilekheyyuṃ."
50567,sallāpa,assosi kho bhagavā dibbāya sotadhātuyā visuddhāya atikkantamānusikāya bhāradvājagottassa brāhmaṇassa māgaṇḍiyena paribbājakena saddhiṃ imaṃ kathā<b>sallāpaṃ</b>.
50583,sallekha 2,yattha jāto bhave bhave ujucitto satipañño <b>sallekho</b> viriyavā'minā.
54752,sasaṅgha,"tam'mayaṃ bhagavantaṃ sadhammaṃ <b>sasaṅghaṃ</b>, imehi sakkārehi yath'ārahaṃ āropitehi abhipūjayāma"
54783,sasena,"bāhuṃ sahassam'abhinimmita sāvudhan'taṃ, grīmekhalaṃ uditaghora<b>sasena</b>māraṃ, dān'ādidhammavidhinā jitavā mun'indo, tan'tejasā bhavatu te jayamaṅgalāni"
49977,sahasā 2,"na munī gāmam'āgamma,<br/>kulesu <b>sahasā</b> care,<br/>ghās'esanaṃ chinnakatho,<br/>na vācaṃ payutaṃ bhaṇe."
50010,sahassī,"yāvatā, bhikkhave, <b>sahassī</b> lokadhātu, mahābrahmā tattha aggam'akkhāyati."
50503,saḷāyatanavibhaṅga,"<b>saḷ'āyatanavibhaṅgaṃ</b> vo, bhikkhave, desessāmi. taṃ suṇātha, sādhukaṃ manasi karotha, bhāsissāmī'ti."
51701,saṃkhitta 1,ko nu kho imassa bhagavatā <b>saṃkhittena</b> uddesassa uddiṭṭhassa vitthārena atthaṃ avibhattassa vitthārena atthaṃ vibhajeyyā'ti?
52911,saṃyama 1,"yamhi saccañ'ca dhammo ca, ahiṃsā <b>saṃyamo</b> damo. <br/>sa ve vantamalo dhīro, thero iti pavuccatī'ti."
52433,saṃsaṭṭha 1,"seyyathā'pi, brāhmaṇa, udapatto <b>saṃsaṭṭho</b> lākhāya vā haliddiyā vā nīliyā vā mañjiṭṭhāya vā."
52428,saṃsarita 1,catunnaṃ dhammānaṃ ananubodhā appaṭivedhā evam'idaṃ dīgham'addhānaṃ sandhāvitaṃ <b>saṃsaritaṃ</b> mamañ'c'eva tumhākañ'ca
52809,saṃvaṭṭa,cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi aneke'pi <b>saṃvaṭṭa</b>kappe aneke'pi vivaṭṭakappe aneke'pi saṃvaṭṭavivaṭṭakappe
52810,saṃvaṭṭakappa,cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi aneke'pi <b>saṃvaṭṭakappe</b> aneke'pi vivaṭṭakappe aneke'pi saṃvaṭṭavivaṭṭakappe
52820,saṃvaṭṭavivaṭṭakappa,cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi jātisahassam'pi jātisatasahassam'pi aneke'pi saṃvaṭṭakappe aneke'pi vivaṭṭakappe aneke'pi <b>saṃvaṭṭavivaṭṭakappe</b>
52815,saṃvattanika 1,bhikkhu yāni tāni sīlāni akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni samādhi<b>saṃvattanikāni</b>
52789,saṃvarati,"tena vattabbo, passasī'ti. āma passāmī'ti. āyatiṃ <b>saṃvareyyāsī</b>'ti"
52778,saṃvara 1,"ehi tvaṃ, bhikkhu, sīlavā hohi, pātimokkha<b>saṃvara</b>saṃvuto viharāhi ācāragocarasampanno aṇumattesu vajjesu bhayadassāvī, samādāya sikkhassu sikkhāpadesū'ti"
52890,saṃvijjati 1,"<b>saṃvijjati</b> kho, āvuso, bhagavato cakkhu. passati bhagavā cakkhunā rūpaṃ. chandarāgo bhagavato n'atthi. suvimuttacitto bhagavā."
51601,saṃharitvā 1,"upāsakā bhikkhunisaṅghassa cīvar'atthāya chandakaṃ <b>saṃharitvā</b>, aññatarassa pāvārikassa ghare parikkhāraṃ nikkhipitvā, bhikkhuniyo upasaṅkamitvā etadavocuṃ"
50604,saṃ 1.1,sādhu me bhante bhagavā <b>saṃ</b>khittena dhammaṃ desetu
49150,sa kho so,"<b>sa kho so</b>, bhikkhave, ariyasāvako iti paṭisañcikkhati, na kho ahaññ'ev'eko jarādhammo jaraṃ anatīto"
50242,sākhā 2,"seyyathā'pi, bhikkhave, uparipabbate thullaphusitake deve vassante taṃ udakaṃ yathāninnaṃ pavattamānaṃ pabbatakandarapadara<b>sākhā</b> paripūreti."
