id	pos	lemma	root_key	family_root	meaning	ru_meaning	ru_meaning_lit	ru_meaning_raw	corrections_ru_meaning	corrections_ru_meaning_lit	notes
68067	pr	vidhūpeti 1	√dhūp	vi √dhūp	disperses; scatters smoke; exorcised; lit. causes to smoke away	рассредотачивает; рассеивает дым; изгоняет	заставляет дым исчезнуть				
68069	abs	vidhūpetvā	√dhūp	vi √dhūp	having dispersed; having scattered smoke; having exorcised; lit. having caused to smoke away	рассредоточив; рассеяв дым; изгнав	заставив дым исчезнуть				
58488	pr	sandhūpāyati	√dhūp	saṃ √dhūp	smokes	дымит; парит					
58491	pr	sandhūpeti	√dhūp	saṃ √dhūp	smokes; smoulders; invokes	дымит; производит дым; призывает					
60289	pr	sampadhūpāyati	√dhūp	saṃ pa √dhūp	smokes; steams	дымит; парит					
42274	aor	padhūpāyi	√dhūp	pa √dhūp	smoked; emitted fumes			курил; выделял пары			
42275	aor	padhūpāsi	√dhūp	pa √dhūp	smoked; emitted fumes			дымил, испускал пары			
42278	prp	padhūpenta	√dhūp	pa √dhūp	fuming with anger; lit. smoking			дымящийся от гнева; досл. курящийся			
80213	pr	padhūpāyati	√dhūp	pa √dhūp	smoulders; smokes; emits smoke; fumes			тлеет; дымит; испускает дым; чадит			
49094	nt	brūhana 1	√brūh	√brūh	developing; increasing			развитие; увеличение			
49096	fem	brūhanā	√brūh	√brūh	increasing in size; bulking up (of)			увеличение в размерах; наращивание (в)			
49098	pr	brūhayati 1	√brūh	√brūh	develops; furthers; increases	развивает; практикует; способствует; увеличивает					
49099	prp	brūhayanta	√brūh	√brūh	developing; practising; furthering; increasing			развивающий; практикующий; способствующий; увеличивающий			
49103	ptp	brūhetabba 1	√brūh	√brūh	to be increased in size; to be bulked up; lit. to cause to be increased			подлежащий увеличению в размере; подлежащий увеличению массы; досл. должно быть увеличено			
49105	masc	brūhetar	√brūh	√brūh	who develops; who practices; who furthers; lit. increaser			кто развивает; кто практикует; кто способствует; досл. увеличивающий			
49106	pr	brūheti	√brūh	√brūh	grows; builds; increases; makes strong; lit. causes to increase			растет; строит; увеличивает; укрепляет; досл. вызывает увеличение			
74552	pr	brūhayati 2	√brūh	√brūh	practices; cultivates; lit. causes to increase			практикует; выращивает; досл. вызывает увеличение			
78343	inf	brūhetuṃ 2	√brūh	√brūh	to increase in size; to bulk up; lit. to increase			увеличиться; прибавить в размерах; досл. увеличивать			
15906	prp	upabrūhayamāna	√brūh	upa √brūh	increasing; fostering; developing; lit. causing to increase			увеличивающий; способствующий; развивающий; досл. вызывающий увеличение			
79260	nt	paribrūhana	√brūh	pari √brūh	growing; augmenting; increasing			рост; увеличение; повышение			
4990	prp	anubrūhanta	√brūh	anu √brūh	fostering; nurturing; developing; increasing; lit. causing to increase	непрерывно увеличивающий; распространяющий; развивающий					
4991	pr	anubrūhayati	√brūh	anu √brūh	fosters; nurtures; develops; cultivates; increases; lit. causes to increase	воспитывает; питает; развивает	приводит к увеличению				
4992	prp	anubrūhayamāna	√brūh	anu √brūh	fostering; nurturing; developing; cultivating; increasing; lit. causing to increase			воспитывающий; лелеющий; развивающий; культивирующий; увеличивающий; досл. вызывающий увеличение			
4993	aor	anubrūhayi	√brūh	anu √brūh	fostered; nurtured; developed; cultivated; increased; lit. caused to increase			взращивал, питал, развивал, культивировал, увеличивал, досл. усилил			
4995	pr	anubrūheti	√brūh	anu √brūh	practices; develops; cultivates; improves; fosters; lit. causes to increase	практикует; развивает; улучшает; способствует					
75852	prp	anubrūhayanta	√brūh	anu √brūh	fostering; nurturing; developing; cultivating; increasing; lit. causing to increase			взращивающий, питающий, развивающий, культивирующий, увеличивающий; досл. вызывающий увеличение			
7583	adj	abhikkhuka	√bhikkh	√bhikkh	(of a monastery) without resident monks; not containing monastics			(о монастыре) без проживающих монахов; не содержащий монахов			
33722	nt	dubbhikkha 1	√bhikkh	√bhikkh	famine; scarcity of alms-food; lit. bad begging	голод; нехватка подаяний	плохое попрошайничество				
49860	masc	bhikkhaka	√bhikkh	√bhikkh	beggar; mendicant	нищий; странствующий монах					
49862	pr	bhikkhati	√bhikkh	√bhikkh	begs (in); begs for alms	просит; просит милостыню					
49865	prp	bhikkhamāna	√bhikkh	√bhikkh	begging; looking for alms			просящий; ищущий подаяния			
49866	imp	bhikkhasu	√bhikkh	√bhikkh	you yourself must beg (among)			ты сам должен просить (среди)			
49867	imp	bhikkhassu	√bhikkh	√bhikkh	you yourself must beg for alms	ты сам должен просить милостыню					
49868	masc	bhikkhave	√bhikkh	√bhikkh	monks	о монахи!					
49869	masc	bhikkhavo 1	√bhikkh	√bhikkh	monks	монахи					
49870	masc	bhikkhavo 2	√bhikkh	√bhikkh	o monks	о монахи!					
49871	fem	bhikkhā 1	√bhikkh	√bhikkh	beggings; begged food	пища с подаяния; милостыня					
49872	fem	bhikkhā 2	√bhikkh	√bhikkh	grant; donation; allowance			пожертвование; дар; пособие			
49883	fem	bhikkhikā	√bhikkh	√bhikkh	female beggar; mendicant			нищенка; монахиня			
49885	masc	bhikkhu	√bhikkh	√bhikkh	monk; monastic; mendicant; fully ordained monk; lit. beggar	монах; живущий на подаяния; полностью посвященный монах	нищий				
49891	fem	bhikkhuṇī	√bhikkh	√bhikkh	nun; fully ordained nun			монахиня; полностью посвящённая монахиня			
49892	masc	bhikkhunaṃ	√bhikkh	√bhikkh	monk (object)			монаха			
49893	masc	bhikkhunā	√bhikkh	√bhikkh	by a monk	монахом					
49901	fem	bhikkhunī	√bhikkh	√bhikkh	nun; fully ordained nun	монахиня; полностью посвященная монахиня					
49917	masc	bhikkhuno 1	√bhikkh	√bhikkh	for a monk; to the monastic	для монаха; монаху					
49918	masc	bhikkhuno 2	√bhikkh	√bhikkh	of a monk; monastic's	монаха; монашеский					
49919	masc	bhikkhuno 3	√bhikkh	√bhikkh	when a monk	когда монах					
49941	masc	bhikkhusu	√bhikkh	√bhikkh	in the monks; among the monastics; towards the monks; lit. in beggars			в монахах; среди монашества; к монахам; досл. в нищих			
49952	masc	bhikkhussa	√bhikkh	√bhikkh	of a monk; monastic's			монаха; монашеского			
49957	masc	bhikkhūna	√bhikkh	√bhikkh	of the monks; of the mendicants; lit. of the beggars			монахов; нищенствующих; досл. нищих			
59102	adj	sabhikkhuka	√bhikkh	√bhikkh	(of a monastery) with monks; containing monastics			(о монастыре) с монахами; содержащий монахов			
64263	adj	subhikkha 1	√bhikkh	√bhikkh	with abundance of food; lit. good begging	с обилием еды	хорошее попрошайничество				
64264	fem	subhikkhatā	√bhikkh	√bhikkh	abundance of food; prosperity; enough food to eat; lit. good begging state	обилие еды; процветание; достаточно еды	состояние когда легко просить				
71570	adj	bhikkhuka	√bhikkh	√bhikkh	about a monk; regarding a mendicant; lit. about a beggar			о монахе; касающийся странствующего нищего; досл. о нищем			
74433	fem	bhikkhatā	√bhikkh	√bhikkh	fact of begging; fact of asking			факт попрошайничества; факт просьбы			
74434	adj	bhikkha	√bhikkh	√bhikkh	begging; asking for food			просящий, выпрашивающий еду			
79455	nt	subhikkha 2	√bhikkh	√bhikkh	an abundance of food; a time of plenty; lit. good begging			изобилие пищи; время изобилия; досл. хорошее прошение			
80142	fem	dubbhikkhatā	√bhikkh	√bhikkh	scarcity of food; famine; not enough food to eat; lit. bad begging state			нехватка продовольствия; голод; недостаток пищи; досл. плохое состояние выпрашивания			
8770	ptp	ayujjha	√yudh	√yudh	unconquerable; lit. not to be fought against			непобедимый; досл. не следует сражаться против			
8771	fem	ayujjhā	√yudh	√yudh	name of a town; lit. unconquerable	название города	непобедимый				
8774	pp	ayuddha	√yudh	√yudh	with no fight; without a battle; lit. not fought			без боя; без сражения; досл. не боровшийся			
8794	ptp	ayojjha	√yudh	√yudh	unfightable; unconquerable; invincible; lit. not to be fought			неодолимый; непобедимый; неуязвимый; досл. несоответствующий для борьбы			
8795	fem	ayojjhā	√yudh	√yudh	name of a town; lit. unfightable			название города; досл. непобедимый			
54095	pr	yujjhati	√yudh	√yudh	fights (with); battles (against); wages war (with)			сражается, борется, ведет войну			
54097	prp	yujjhanta	√yudh	√yudh	fighting (with); battling (with); waging war (with)			сражающийся (с); борющийся (с); ведущий войну (с)			
54099	nt	yujjhāpana	√yudh	√yudh	military strategy; art of warfare; lit. causing to fight			военная стратегия; искусство ведения войны; досл. побуждение к сражению			
54103	inf	yujjhituṃ	√yudh	√yudh	to fight; to battle; to contest			сражаться; вести бой; соперничать			
54104	abs	yujjhitvā	√yudh	√yudh	having fought (with); having battled (with); having waged war (with)			сразившись с; поборовшись с; повоевав с			
54139	nt	yuddha	√yudh	√yudh	warfare; battle; fighting; lit. fought	война; битва					
54145	masc	yudha	√yudh	√yudh	contest; combat; battle; fight	борьба; конфликт					
54290	masc	yodha 1.1	√yudh	√yudh	soldier; warrior; mercenary			солдат; воин; наемник			
54300	pr	yodheti	√yudh	√yudh	fights (against); engages in battle (with); attacks	борется (против); вступает в бой (с); атакует					
64328	nt	suyuddha	√yudh	√yudh	good battle; great fight; well-fought war; lit. well fought			хорошее сражение; великая битва; хорошо проведённая война; досл. хорошо проведённая			
71682	adj	yodhī	√yudh	√yudh	who fights (with); battling (with)			который сражается (с); борющийся (с)			
79100	adj	yujjhanaka	√yudh	√yudh	fighting; battling; warring			сражающийся; воюющий			
13139	nt	āvudha 1	√yudh	ā √yudh	weapon; arms; (comm) bows and crossbows	оружие; вооружение; (комм) луки и арбалеты					
76838	adj	āvudha 2	√yudh	ā √yudh	with a weapon; armed			с оружием; вооружённый			
16986	nt	uyyodhika	√yudh	ud √yudh	battleground; battlefield	поле битвы; поле сражения					
74288	aor	saṃyujjhi	√yudh	saṃ √yudh	attacked; fought; battled; lit. fought together			атаковал; сражался; боролся; досл. сражался вместе			
44049	masc	pariyodha	√yudh	pari √yudh	defence; rebuttal; lit. fight around	защита; опровержение	борьба вокруг				
37698	pr	nibbujjhati	√yudh	nī √yudh	fights hand to hand; wrestles			сражается, борется			
37706	nt	nibbuddha	√yudh	nī √yudh	hand to hand combat; wrestling; lit. fought			рукопашный бой; борьба; досл. сражённый			
8061	pp	abhiyujjhita	√yudh	abhi √yudh	fought; battled; made war	ведущий войну; сражающийся					
33838	adj	dussibbita	√siv 1	√siv	badly sewn; poorly stitched			плохо сшитый; плохо скроенный			
62958	pr	sibbati	√siv 1	√siv	stitches (for); sews (for)	шьет (для); сшивает (для)					
62959	nt	sibbana	√siv 1	√siv	sewing; stitching			шитьё; сшивание			
62961	fem	sibbanī	√siv 1	√siv	seamstress; (comm) craving	швея					
62963	prp	sibbanta	√siv 1	√siv	stitching; sewing			швеющий; зашивающий			
62964	nt	sibbāpana	√siv 1	√siv	causing to stitch; making sew			заставление шить; принуждение к шитью			
62965	pr	sibbāpeti	√siv 1	√siv	causes to stitch (for); makes sew (for)	заставляет шить (для); побуждает сшивать (для)					
62968	masc	sibbitar	√siv 1	√siv	who sews; sewer			тот, кто шьет; швец			
62969	abs	sibbitvā	√siv 1	√siv	having stitched; having sewed; having darned			зашив, сшив, залатав			
62970	fem	sibbini	√siv 1	√siv	stitch; suture			стежок; шов			
62972	fem	sibbinī	√siv 1	√siv	seamstress; needlewoman	швея; рукодельница					
62973	pr	sibbiyati	√siv 1	√siv	is sewn; is stitched			шьется, зашивается			
62974	pr	sibbīyati	√siv 1	√siv	is sewn; is stitched			шьется, сшивается			
62976	inf	sibbetuṃ	√siv 1	√siv	to sew; to stitch			шить, сшивать			
63306	masc	sīvaka 1	√siv 1	√siv	name of a wandering ascetic; lit. tailor	имя странствующего подвижника	портной				
63819	nt	sutta 2.1	√siv 1	√siv	scripture; discourse; sacred text; lit. thread	писание; беседа; священный текст	нить				
63820	nt	sutta 2.2	√siv 1	√siv	(vinaya) rule; regulation; precept	(виная) правило; норма; наставление	нить				
63821	nt	sutta 2.3	√siv 1	√siv	thread; string	нитка; нить					
63822	nt	suttaka 1	√siv 1	√siv	little string; small cord			ниточка; шнурочек			
63852	ind	suttaso 1	√siv 1	√siv	(vinaya) according to the rule; by the regulation; according to the precept			(виная) согласно правилу; по предписанию; согласно наставлению			
63853	ind	suttaso 2	√siv 1	√siv	as discourses			как учения			
76321	masc	sīvaka 2	√siv 1	√siv	name of an arahant monk; lit. tailor			имя архата монаха; досл. портной			
69270	abs	visibbāpetvā	√siv 1	vi √siv	having caused to unstitch; having made unpick			заставив распороть; сделав распоротым			
74142	abs	visibbetvā 2.1	√siv 1	vi √siv	having unsewn; having unstitched; having unpicked			распустив; расстегнув; распоров			
61800	pr	saṃsibbati	√siv 1	saṃ √siv	stitches together; sews together			зашивает; сшивает			
61801	pp	saṃsibbita	√siv 1	saṃ √siv	sewn together; emmeshed; entangled; entwined			сшитый, запутанный, сплетенный, переплетенный			
44699	masc	pasibbaka	√siv 1	pa √siv	bag; sack; lit. something sewn	сумка; мешок	что-то сшитое				
77013	pp	pasibbita	√siv 1	pa √siv	sewn up; stitched together (with)			зашитый; сшитый вместе (с)			
555	pp	agutta	√gup 2	√gup	unguarded; unprotected; not kept watch (over)	незащищённый; без охраны					
25096	pp	gutta	√gup 2	√gup	guarded; protected; kept watch (over)	охраняемый; защищенный					
25102	fem	gutti	√gup 2	√gup	guarding (of); protecting (of); watching (over)	охрана; защита					
25106	masc	guttila	√gup 2	√gup	name of a musician; previous incarnation of the Buddha			имя музыканта; предыдущая инкарнация Будды			
25321	masc	gopa 1	√gup 2	√gup	cowherd; herdsman; cattle guard	пастух; скотовод; охранник крупного рогатого скота					
25322	masc	gopaka 1	√gup 2	√gup	guard; warden; watch-man			охранник; страж; сторож			
25330	nt	gopana	√gup 2	√gup	guarding; protecting; preserving			охрана; защита; сохранение			
25333	prp	gopayanta	√gup 2	√gup	guarding; watching; protecting			охраняющий; наблюдающий; защищающий			
25349	pp	gopita	√gup 2	√gup	guarded; protected; preserved	охраняемый; защищённый; сохранённый					
25351	masc	gopitar 2.1	√gup 2	√gup	guardian; protector			опекун; защитник			
25358	pr	gopeti	√gup 2	√gup	guards; watches; protects	охраняет; наблюдает; защищает					
25359	inf	gopetuṃ	√gup 2	√gup	to guard; to watch; to protect			охранять; наблюдать; защищать			
63639	adj	sugutta	√gup 2	√gup	well guarded (by); well protected (by); carefully kept watch over (by)			хорошо охраняемый (кем-либо); хорошо защищённый (кем-либо); тщательно следить (за кем-либо)			
74671	masc	gopika	√gup 2	√gup	cowherd; herdsman; cattle guard; lit. guarder			пастух; скотовод; охранник скота; досл. охранник			
77251	fem	guttā	√gup 2	√gup	name of an arahant nun; lit. guarded			имя монахи-нисвятой; досл. охраняемый			
78336	masc	gopa 2	√gup 2	√gup	guard; watchman; security			страж; сторож; охранник			
78701	masc	gopaka 3	√gup 2	√gup	superintendent; treasurer; lit. guardian			надзиратель; казначей; досл. страж			
79363	abs	saṅgopetvā	√gup 2	saṃ √gup	having protected; having preserved; having kept safe; lit. causing to guard			защитил; сохранил; обеспечил безопасность; досл. заставив охранять			
483	pp	agathita	√ganth	√ganth	not tied up; not bound; not enslaved	не связанный; не привязанный					
24132	fem	gaṇṭhi 1	√ganth	√ganth	tie; knot	узел; моток					
24134	fem	gaṇṭhikā 1	√ganth	√ganth	(of wood) knot			(о дереве) узел			
24229	pp	gathita	√ganth	√ganth	tied; knotted; bound (by)	связанный; завязанный; привязанный					
24269	masc	gantha 1	√ganth	√ganth	(mental) tie; knot; bond	петля; узел; узы (в уме)					
24270	masc	gantha 3	√ganth	√ganth	book; text			книга; текст			
24272	pr	ganthati	√ganth	√ganth	binds; fastens; secures			связывает; закрепляет; обеспечивает			
24277	pr	ganthāpeti	√ganth	√ganth	causes to tie; makes bundle; causes to string together			заставляет завязывать; делает связкой; заставляет нанизывать			
24280	pp	ganthita 1	√ganth	√ganth	tied; bound; fastened together (with)			связанный; скреплённый; прикреплённый (с)			
24282	pr	gantheti	√ganth	√ganth	ties; bundles; knots; strings together			связывает, складывает в пучки, завязывает, соединяет в нитку			
24283	abs	ganthetvā 1	√ganth	√ganth	having tied; having knotted; having fastened together			связав, завязав, соединив			
36888	adj	niggaṇṭhi	√ganth	√ganth	free from knots; disentangled			свободный от узлов; распутанный			
36961	nt	nighaṇḍu	√ganth	√ganth	(especially of the Vedas) vocabulary; glossary; dictionary; lit. free from ties			(особенно Вед) словарь; глоссарий; словарь; досл. свободный от уз			
74293	nt	ganthitatta	√ganth	√ganth	fact of being bound; fact of being tied			связанность; связанность			
75484	nt	gantha 2	√ganth	√ganth	(mental) tie; knot; bond			(умственная) связь; узел; узы			
75546	adj	sanighaṇḍu	√ganth	√ganth	together with the vocabulary; with the glossary; lit. with free from ties			вместе со словарём; с глоссарием; досл. свободный от уз			
76718	ptp	ganthaniya	√ganth	√ganth	able to be tied; should be knotted together; lit. to be tied			подлежащий завязыванию; следует завязать вместе; досл. должно быть завязано			
78542	abs	ganthetvā 3	√ganth	√ganth	having composed; having formulated; lit. having tied			составив; сформулировав; досл. связав			
79037	prp	ganthamāna	√ganth	√ganth	binding; fastening; tying together			связывающий; скрепляющий; соединяющий			
79818	pp	gaṇṭhita	√ganth	√ganth	tied; bound; fastened together (with)			связанный; привязанный; скреплённый (с)			
80049	abs	ganthitvā	√ganth	√ganth	having tied; having knotted; having fastened together			связав; завязав; скрепив вместе			
80050	abs	ganthitvāna	√ganth	√ganth	having tied; having knotted; having fastened together			связав; завязав; скрепив			
80052	fem	ganthi	√ganth	√ganth	tie; knot			узел; завязка			
36844	masc	nigaṇṭha 1	√ganth	ni √ganth	Jain; naked ascetic; lit. free from ties	член общины джайнов; обнаженный аскет	свободный от узлов				
36845	masc	nigaṇṭha 2	√ganth	ni √ganth	epithet of Mahāvīra; lit. free from ties	эпитет Махавиры	свободный от узлов				
36857	adj	nigaṇṭhi	√ganth	ni √ganth	(comm) from the joint			из сустава			
36859	fem	nigaṇṭhī	√ganth	ni √ganth	female Jain ascetic			джайнистская аскетка			
36862	masc	nigantha	√ganth	ni √ganth	Jain; naked ascetic; lit. free from ties			джайн; нагой аскет; досл. свободный от уз			
10453	pp	avāyāpita	√ve	√ve	not had woven (by); not caused to be woven			не сотканный; не вызванный соткать			
10456	adj	avāyima 1	√ve	√ve	not woven; not interlaced			нётканый; несплетённый			
13153	adj	āveṇika	√ve	√ve	specific; unique to; different; particular; lit. not braided	специфический; уникальный; отличный; особенный	не переплетенный				
64635	adj	suvīta	√ve	√ve	well woven; (comm) evenly woven	хорошо сплетенный; сотканный; (комм) равномерно сотканный					
66849	masc	vāya 2.1	√ve	√ve	weaver; weaving	плетение; ткачество					
66874	nt	vāyāpana	√ve	√ve	making weave; causing to weave			вызвание ткания; заставление ткать			
66875	pp	vāyāpita	√ve	√ve	had woven (by); caused to be woven			сплетённый; вызванный к сплетению			
66877	pr	vāyāpeti	√ve	√ve	makes weave; causes to weave	побуждает ткать					
66879	inf	vāyāpetuṃ	√ve	√ve	to have (something) woven			иметь что-то сотканным			
66880	abs	vāyāpetvā	√ve	√ve	having made weave; having caused to weave			заставив сплести; сделав сплетение			
66881	aor	vāyāpesi	√ve	√ve	made weave; caused to weave			заставил ткать; сделал ткать			
66890	adj	vāyima	√ve	√ve	woven; interlaced			сплетённый; переплетённый			
69795	pp	vīta 2.1	√ve	√ve	woven	тканый					
70197	masc	veṇa	√ve	√ve	basket weaver; bamboo worker			плетельщик корзин; работник с бамбуком			
70202	fem	veṇī	√ve	√ve	(of hair) braid; plait	коса волос; коса					
70350	masc	vena	√ve	√ve	basket weaver; bamboo worker			плетельщик корзин; работник с бамбуком			
70365	fem	venī	√ve	√ve	female basket weaver; bamboo worker woman			женщина-корзинщик; женщина-бамбуковый мастер			
72190	ind	āveni	√ve	√ve	autonomously; individualy; separately; lit. not woven			автономно; индивидуально; отдельно; досл. не сплетенный			
72191	ind	āveṇi	√ve	√ve	autonomously; individualy; separately; lit. not woven			автономно; индивидуально; раздельно; досл. не сплетено			
77353	fem	suveṇī	√ve	√ve	beautiful braid; attractive plait; lit. good weave			красивая коса; привлекательная плетенка; досл. хорошее плетение			
80017	abs	vāyitvā 2.1	√ve	√ve	having woven			сплетя			
44908	pp	pavāyita 1.1	√ve	pa √ve	woven	тканый					
45012	fem	paveṇī 1	√ve	pa √ve	tradition; lineage; heritage; family tree; lit. braid			традиция; родословная; наследие; генеалогическое дерево; досл. коса			
45013	fem	paveṇī 2	√ve	pa √ve	breeding cow; lit. braid			племенная корова; досл. коса			
64175	adj	suppavāyita	√ve	pa √ve	tightly woven; with the warp well stretched	плотно сплетенный; с хорошо натянутой основой ткани					
9885	adj	asoka 1	√suc 1	√suc	sorrow-free; free from sadness	без печали; без грусти					
9888	fem	asokatā	√suc 1	√suc	sorrow-free state; sorrowlessness			состояние без скорби; безскорбие			
9889	prp	asocanta	√suc 1	√suc	not sorrowing; not grieving			нескорбящий; негорющий			
9890	prp	asocamāna	√suc 1	√suc	not mourning; not grieving; free from sorrow			не скорбящий; не печалящийся; свободный от горя			
9891	prp	asocāpayanta	√suc 1	√suc	not causing others to sorrow; not making others grieve			не заставляющий других печалиться; не заставляющий других горевать			
38358	adj	nissoka	√suc 1	√suc	free from sorrow; without grief; not mourning	без печали; свободный от горя					
61272	adj	sasoka	√suc 1	√suc	accompanied by sadness; sorrowful; full of grief; lit. together with grief			сопровождаемый грустью; печальный; полный горя; досл. вместе с горем			
65088	masc	soka	√suc 1	√suc	grief; sorrow; sadness (over)	печаль; скорбь					
65092	fem	sokatā	√suc 1	√suc	state of sorrow; sorrowfulness			состояние печали; горе			
65113	masc	sokā	√suc 1	√suc	with grief; by sorrow; with sadness			с горем; печалью; с грустью			
65119	adj	sokī	√suc 1	√suc	sorrowful; grief-stricken	горюющий; печалящийся; убитый горем					
65126	pr	socati	√suc 1	√suc	sorrows (over); grieves (about); mourns (over)	скорбит; грустит; горюет; печалится					
65128	fem	socanā	√suc 1	√suc	grieving; mourning; being bad	горе; печаль; грусть					
65129	prp	socanta	√suc 1	√suc	sorrowing (over); grieving (about); mourning (over)			скорбящий, горюющий, оплакивающий			
65131	prp	socayanta	√suc 1	√suc	aggrieving; causing sorrow; inflicting distress			огорчающий; вызывающий печаль; причиняющий страдание			
65132	abs	socayitvā	√suc 1	√suc	having caused sorrow; having caused distress; lit. having caused to grieve	причинив горе; причинив бедствие	побудив горевать				
65133	pr	socare	√suc 1	√suc	they themselves sorrow; they themselves grieve; they themselves mourn	они сами скорбят; они сами грустят; они сами печалятся					
65134	prp	socāpayanta	√suc 1	√suc	causing (others) to aggrieve; causing (others) to cause sorrow; causing (others) to inflect distress			заставляющий огорчаться; заставляющий причинять горе; причиняющий страдание			
65135	aor	soci	√suc 1	√suc	grieved; was sad	горевал; грустил					
65137	nt	socitatta	√suc 1	√suc	bereavement; grief; sorrow; sadness; lit. grieved state	тяжелая утрата; горе; печаль; состояние грусти					
65139	inf	socituṃ	√suc 1	√suc	to grieve; to be sad			горевать; быть грустным			
77205	pr	samanusoceti	√suc 1	saṃ anu √suc	grieves (for); mourns the loss (of); lit. causes to grieve			горюет (по); оплакивает утрату (кого-либо); досл. причиняет горе			
44173	masc	parisoka	√suc 1	pari √suc	severe grief; extreme sadness	тяжелая скорбь; страшная грусть					
5304	pr	anusocati	√suc 1	anu √suc	sorrows (over); mourns (over); grieves (over)	сожалеет; горюет; скорбит (об)					
5306	fem	anusocanā	√suc 1	anu √suc	regretting; mourning (for)	сожаление (о); печаль (о); скорбь (по)					
36356	pr	nānusocati	√suc 1	anu √suc	does not regret; does not sorrow; does not mourn (over)	не жалеет; не печалится; не скорбит					
78499	ptp	ananusociya	√suc 1	anu √suc	should not be sorrowed; should not be mourned; should not be grieved; lit. not to be grieved			не следует оплакивать; не следует горевать; досл. не должно горевать			
56585	pr	saṅkati 1	√saṅk	√saṅk	doubts; suspects; distrusts			сомневается, подозревает, не доверяет			
56639	fem	saṅkā	√saṅk	√saṅk	doubt; suspicion; uncertainty	сомнение; подозрение; неуверенность					
56668	ptp	saṅkiya	√saṅk	√saṅk	should be suspected (of); could be doubted (regarding); lit. to be doubted			должно подозреваться (в отношении); может быть подвергнуто сомнению (относительно); досл. должно быть подвергнуто сомнению			
56669	pr	saṅkiyati 1.1	√saṅk	√saṅk	is doubted; is suspected; is open to suspicion			сомневается; подозревается; вызывает подозрение			
80079	prp	asaṅkamāna	√saṅk	√saṅk	not doubting; not suspecting; not distrusting			не сомневающийся; не подозревающий; не испытывающий недоверия			
12738	prp	āsaṅkamāna	√saṅk	ā √saṅk	suspecting; distrusting; being suspicious (of)			подозревающий; недоверяющий; подозрительный (к)			
12739	fem	āsaṅkā	√saṅk	ā √saṅk	doubt; suspicion; uncertainty; apprehension; fear			сомнение; подозрение; неопределенность; опасение; страх			
12741	pp	āsaṅkita 1	√saṅk	ā √saṅk	suspected; doubted; distrusted			подозреваемый; сомневаемый; недоверяемый			
12745	adj	āsaṅkī	√saṅk	ā √saṅk	suspecting; fearing; apprehensive (about); imagining (something bad)			подозревающий; боящийся; опасающийся (по поводу); воображающий (что-то плохое)			
62604	adj	sāsaṅka	√saṅk	ā √saṅk	suspicious; doubtful; dodgy; dubious; unsafe; risky	подозрительный; сомнительный; опасный; рискованный					
74250	pr	āsaṅkati 2	√saṅk	ā √saṅk	suspects; supposes; presumes; lit. doubts			подозревает; предполагает; допускает; досл. сомневается			
80063	ptp	āsaṅkitabba	√saṅk	ā √saṅk	should be suspected; should be doubted; should be distrusted; lit. to be doubted			должен быть подозреваем; следует сомневаться; должен быть не доверен; досл. должно сомневаться			
6412	pp	aparisaṅkita	√saṅk	pari √saṅk	not suspected; not doubted; not distrusted	не подозреваемый; за который не опасается					
44083	fem	parisaṅkā	√saṅk	pari √saṅk	suspicion			подозрение			
44085	pp	parisaṅkita	√saṅk	pari √saṅk	suspected; doubted; distrusted			подозреваемый; подвергаемый сомнению; недоверяемый			
4023	masc	anārambha 2.1	√rabh 1	ā √rabh	non-activity; which has no karmic activity; epithet of Nibbāna; lit. not undertaking	отсутствие активности; отсутствие кармической деятельности; эпитет Ниббаны	не предприятие				
12373	pp	āraddha 1.1	√rabh 1	ā √rabh	aroused; applied; undertaken	пробужденный; примененный; предпринятый					
12385	ger	ārabbha 1	√rabh 1	ā √rabh	bringing forth; arousing; initiating; lit. beginning with			вызывая; возбуждая; инициируя; досл. начиная с			
12386	ind	ārabbha 2	√rabh 1	ā √rabh	concerning; referring (to); regarding; at the expense (of); owing to; lit. beginning with	относительно; в отношении; касательно	начиная (с)				
12390	adj	ārabbhavant	√rabh 1	ā √rabh	with initiative; able to initiate; lit. having starting quality			с инициативой; способный начинать; досл. обладающий начальным качеством			
12391	pr	ārabhati 1.1	√rabh 1	ā √rabh	begins; starts; undertakes; arouses oneself (to); makes an effort (to)	начинает; предпринимает; напрягает силы					
12395	prp	ārabhanta 1	√rabh 1	ā √rabh	beginning; starting; undertaking; arousing	начинающий; предпринимающийся; пробуждающий					
12397	aor	ārabhi 1.1	√rabh 1	ā √rabh	began (to); started (to)			начал, стартовал			
12398	aor	ārabhi 1.2	√rabh 1	ā √rabh	(of energy) aroused; generated			(о энергии) пробужденный; созданный			
12400	ptp	ārabhitabba	√rabh 1	ā √rabh	should be begun (by); should be started (by); should be undertaken (by); should be aroused (by); lit. to be begun			следует начать; следует начать; необходимо предпринять; следует пробудить; досл. должно быть начато			
12401	inf	ārabhituṃ 1	√rabh 1	ā √rabh	(of energy) to arouse	(об энергии) пробуждать; активизировать; вызывать					
12402	abs	ārabhitvā	√rabh 1	ā √rabh	having begun; having started; having undertaken			начав; стартовав; предприняв			
12407	masc	ārambha 1.1	√rabh 1	ā √rabh	arousing energy; making an effort; initiative; lit. beginning	возбуждение энергии; предприятие усилия; инициатива					
