Pali Word;Source ID;Pali Sentence;English Translation
matakacīvaraṃ;pli-tv-kd8:31.2.17;Tassa matakacīvaraṃ adhiṭṭhāti. ;and he determines it as a robe inherited from the sender, 
aṭṭhacīvaramātikā;pli-tv-kd8:32.1.0;31. Aṭṭhacīvaramātikā ;31. Eight key phrases on robe-cloth 
bhikkhāpaññattiyā;pli-tv-kd8:32.1.2;sīmāya deti, katikāya deti, bhikkhāpaññattiyā deti, saṅghassa deti, ubhatosaṅghassa deti, vassaṃvuṭṭhasaṅghassa deti, ādissa deti, puggalassa deti. ;"someone gives within a monastery zone; someone gives to a recipient who has made an agreement; someone gives where alms are prepared; someone gives to the Sangha; someone gives to both Sanghas; someone gives to a sangha that has completed the rainy-season residence; someone gives according to a specification; someone gives to an individual. "
vassaṃvuṭṭhasaṅghassa;pli-tv-kd8:32.1.2;sīmāya deti, katikāya deti, bhikkhāpaññattiyā deti, saṅghassa deti, ubhatosaṅghassa deti, vassaṃvuṭṭhasaṅghassa deti, ādissa deti, puggalassa deti. ;"someone gives within a monastery zone; someone gives to a recipient who has made an agreement; someone gives where alms are prepared; someone gives to the Sangha; someone gives to both Sanghas; someone gives to a sangha that has completed the rainy-season residence; someone gives according to a specification; someone gives to an individual. "
antosīmagatā;pli-tv-kd8:32.1.4;yāvatikā bhikkhū antosīmagatā tehi bhājetabbaṃ. ;it should be distributed by the monks within that zone. 
samānalābhā;pli-tv-kd8:32.1.6;sambahulā āvāsā samānalābhā honti ekasmiṃ āvāse dinne sabbattha dinnaṃ hoti. ;when a number of monasteries have the same material support, then when it’s given in one monastery, it’s given to all. 
dhuvakārā;pli-tv-kd8:32.1.7;Bhikkhāpaññattiyā deti, yattha saṅghassa dhuvakārā kariyyanti, tattha deti. ;Someone gives where alms are prepared: someone gives where the Sangha is regularly working. 
takkasīlaṃ;pli-tv-kd8:32.1.24;So hi takkasīlaṃ gantvā, ;He went to Takkasilā, 
mahābhiso;pli-tv-kd8:32.1.25;"uggahetvā mahābhiso; ";"Having learned, a great physician; "
sattavassikaābādhaṃ;pli-tv-kd8:32.1.26;Sattavassikaābādhaṃ, ;A seven-year illness, 
nāsayi;pli-tv-kd8:32.1.27;natthukammena nāsayi. ;He cured by nose treatment. 
apākaḍḍhi;pli-tv-kd8:32.1.29;"ālepena apākaḍḍhi; ";"Applied ointment; "
buddhasaṅghaṃ;pli-tv-kd8:32.1.31;buddhasaṅghaṃ cupaṭṭhahi. ;And the Buddha and the Sangha. 
cupaṭṭhahi;pli-tv-kd8:32.1.31;buddhasaṅghaṃ cupaṭṭhahi. ;And the Buddha and the Sangha. 
mahārogaṃ;pli-tv-kd8:32.1.34;Pajjotassa mahārogaṃ, ;The great illness of Pajjota, 
ghatapānena;pli-tv-kd8:32.1.35;ghatapānena nāsayi. ;He cured with a drink of ghee. 
siveyyaṃ;pli-tv-kd8:32.1.36;Adhikārañca siveyyaṃ, ;And service, valuable cloth, 
samattiṃsavirecanaṃ;pli-tv-kd8:32.1.39;samattiṃsavirecanaṃ. ;Thirty purgings exactly. 
siveyyañca;pli-tv-kd8:32.1.41;"siveyyañca paṭiggahi; ";"And he received the valuable cloths; "
gihidānaṃ;pli-tv-kd8:32.1.42;Cīvarañca gihidānaṃ, ;And robes given by householders, 
nāgamesāgamesuṃ;pli-tv-kd8:32.1.49;"nāgamesāgamesuṃ ca; ";"Didn’t wait, and did wait; "
paṭiharuṃ;pli-tv-kd8:32.1.51;katikā ca paṭiharuṃ. ;And agreement, took it back. 
sakātirekabhāgena;pli-tv-kd8:32.1.56;Sakātirekabhāgena, ;His own, with an extra share, 
sītudakā;pli-tv-kd8:32.1.58;Chakaṇena sītudakā, ;With dung, cold water, 
sītundī;pli-tv-kd8:32.1.58;Chakaṇena sītudakā, ;With dung, cold water, 
sītuṇhi;pli-tv-kd8:32.1.58;Chakaṇena sītudakā, ;With dung, cold water, 
uttaritu;pli-tv-kd8:32.1.59;uttaritu na jānare. ;Boiled over, they did not know. 
patthinnena;pli-tv-kd8:32.1.63;ekato patthinnena ca. ;From one edge, and with starch. 
pharusācchinnacchibandhā;pli-tv-kd8:32.1.64;Pharusācchinnacchibandhā, ;Stiff, uncut, rectangles, 
āgantugamigilānaṃ;pli-tv-kd8:32.1.72;Āgantugamigilānaṃ, ;And newly-arrived, departing, and sick, 
thullakacchumukhaṃ;pli-tv-kd8:32.1.76;Thullakacchumukhaṃ khomaṃ, ;Carbuncles, washcloth, linen, 
suttamokiri;pli-tv-kd8:32.1.79;vikaṇṇo suttamokiri. ;Deformed corner, frayed. 
dvisu;pli-tv-kd8:32.1.85;"upanando puna dvisu; ";"Upananda, again in two; "
gilāyanā;pli-tv-kd8:32.1.87;ubho ceva gilānakā. ;And just both, belonging to the sick. 
phalako;pli-tv-kd8:32.1.89;"phalako kesakambalaṃ; ";"Bits of wood, human hair; "
vāḷaulūkapakkhañca;pli-tv-kd8:32.1.90;Vāḷaulūkapakkhañca, ;Horse-hair, and owls’ wings, 
akkanāḷakaṃ;pli-tv-kd8:32.1.91;ajinaṃ akkanāḷakaṃ. ;Antelope, stalks of crown flower. 
nīlapītañca;pli-tv-kd8:32.1.92;Potthakaṃ nīlapītañca, ;Jute, and blue, yellow, 
mahāraṅganāma;pli-tv-kd8:32.1.94;Kaṇhā mahāraṅganāma, ;Black, orange, beige, 
acchinnadasikā;pli-tv-kd8:32.1.95;acchinnadasikā tathā. ;So uncut borders. 
dīghapupphaphaṇadasā;pli-tv-kd8:32.1.96;Dīghapupphaphaṇadasā, ;Long, floral, snake’s hood borders, 
kañcutirīṭaveṭhanaṃ;pli-tv-kd8:32.1.97;"kañcutirīṭaveṭhanaṃ; ";"Jacket, Lodh tree, turban; "
vissāsagāhādhiṭṭhāti;pli-tv-kd8:32.1.102;Vissāsagāhādhiṭṭhāti, ;Taking on trust, determined, 
cīvaramātikāti;pli-tv-kd8:32.1.103;aṭṭha cīvaramātikāti. ;Eight key phrases on robes. 
campeyyakkhandhako;pli-tv-kd9:7.20.98;Campeyyakkhandhako navamo. ;The ninth chapter connected with Campā is finished. 
kassapagottabhikkhuvatthu;pli-tv-kd9:0.4;1. Kassapagottabhikkhuvatthu ;1. The account of the monk Kassapagotta 
vāsabhagāmo;pli-tv-kd9:1.1.2;Tena kho pana samayena kāsīsu janapade vāsabhagāmo nāma hoti. ;At that time in the country of Kāsi there was a village called Vāsabha 
vāsabhagāme;pli-tv-kd9:1.1.9;Handa mayaṃ, āvuso, idheva vāsabhagāme nivāsaṃ kappemāti. ;Let’s settle down right here in Vāsabha. 
āgantukakilamatho;pli-tv-kd9:1.2.2;yo kho imesaṃ āgantukānaṃ bhikkhūnaṃ āgantukakilamatho so paṭippassaddho. ;These monks are now rid of their tiredness from traveling. 
yepime;pli-tv-kd9:1.2.3;Yepime gocare appakataññuno tedānime gocare pakataññuno. ;And by now they know where to get alms. 
tedānime;pli-tv-kd9:1.2.3;Yepime gocare appakataññuno tedānime gocare pakataññuno. ;And by now they know where to get alms. 
sodānāyaṃ;pli-tv-kd9:1.2.9;Sodānāyaṃ na ussukkaṃ karoti yāguyā khādanīye bhattasmiṃ. ;But now he’s stopped. 
duṭṭhodānāyaṃ;pli-tv-kd9:1.2.10;Duṭṭhodānāyaṃ, āvuso, āvāsiko bhikkhu. ;He’s become hostile, this resident monk. 
sodāni;pli-tv-kd9:1.3.3;Sodāni tvaṃ na ussukkaṃ karosi yāguyā khādanīye bhattasmiṃ. ;No translation found
passasetaṃ;pli-tv-kd10:1.1.8;āpattiṃ tvaṃ, āvuso, āpanno, passasetaṃ āpattinti? ;You’ve committed an offense. Do you recognize it? 
vaggakammaṃ;pli-tv-kd9:2.1.2;"adhammena vaggakammaṃ karonti, adhammena samaggakammaṃ karonti; ";illegitimate legal procedures done by an incomplete assembly, illegitimate legal procedures done by a unanimous assembly, 
samaggakammaṃ;pli-tv-kd9:2.1.2;"adhammena vaggakammaṃ karonti, adhammena samaggakammaṃ karonti; ";illegitimate legal procedures done by an incomplete assembly, illegitimate legal procedures done by a unanimous assembly, 
dhammapatirūpakena;pli-tv-kd9:2.1.3;"dhammena vaggakammaṃ karonti, dhammapatirūpakena vaggakammaṃ karonti; ";legitimate legal procedures done by an incomplete assembly, legitimate-like legal procedures done by an incomplete assembly, 
vaggattā;pli-tv-kd9:2.4.3;"Tatra, bhikkhave, yadidaṃ adhammena vaggakammaṃ, idaṃ, bhikkhave, kammaṃ adhammattā vaggattā kuppaṃ aṭṭhānārahaṃ; ";The illegitimate legal procedure done by an incomplete assembly is reversible and unfit to stand, because it’s illegitimate and the assembly is incomplete. 
ñattivipannakammādikathā;pli-tv-kd9:3.1.0;3. Ñattivipannakammādikathā ;3. Discussion of legal procedures deficient in motion, etc. 
anussāvanasampannaṃ;pli-tv-kd9:3.1.4;"ñattivipannampi kammaṃ karonti anussāvanasampannaṃ, anussāvanavipannampi kammaṃ karonti ñattisampannaṃ, ñattivipannampi anussāvanavipannampi kammaṃ karonti; ";"procedures deficient in motion but complete in announcement; procedures deficient in announcement but complete in motion; procedures deficient in both motion and announcement; "
anussāvanavipannampi;pli-tv-kd9:3.1.4;"ñattivipannampi kammaṃ karonti anussāvanasampannaṃ, anussāvanavipannampi kammaṃ karonti ñattisampannaṃ, ñattivipannampi anussāvanavipannampi kammaṃ karonti; ";"procedures deficient in motion but complete in announcement; procedures deficient in announcement but complete in motion; procedures deficient in both motion and announcement; "
paṭikuṭṭhakatampi;pli-tv-kd9:3.1.6;paṭikuṭṭhakatampi kammaṃ karonti adhammikaṃ kuppaṃ aṭṭhānārahaṃ. ;procedures that had been objected to, that were illegitimate, reversible, and unfit to stand. 
anussāvanavipannañce;pli-tv-kd9:3.2.7;"anussāvanavipannañce, bhikkhave, kammaṃ ñattisampannaṃ akammaṃ na ca karaṇīyaṃ; ";Legal procedures deficient in announcement but complete in motion are invalid and not to be done. 
anussāvanavipannaṃ;pli-tv-kd9:3.2.8;"ñattivipannañce, bhikkhave, kammaṃ anussāvanavipannaṃ akammaṃ na ca karaṇīyaṃ; ";Legal procedures deficient in both motion and announcement are invalid and not to be done. 
paṭikuṭṭhakatañce;pli-tv-kd9:3.2.12;paṭikuṭṭhakatañce, bhikkhave, kammaṃ adhammikaṃ kuppaṃ aṭṭhānārahaṃ akammaṃ na ca karaṇīyaṃ. ;Legal procedures that have been objected to, that are illegitimate, reversible, and unfit to stand are invalid and not to be done. 
catuvaggakaraṇādikathā;pli-tv-kd9:4.1.0;4. Catuvaggakaraṇādikathā ;4. Discussion of what can be done by a group of four, etc. 
vīsativaggo;pli-tv-kd9:4.1.2;catuvaggo bhikkhusaṅgho pañcavaggo bhikkhusaṅgho, dasavaggo bhikkhusaṅgho, vīsativaggo bhikkhusaṅgho, atirekavīsativaggo bhikkhusaṅgho. ;a sangha of monks consisting of a group of four, a sangha of monks consisting of a group of five, a sangha of monks consisting of a group of ten, a sangha of monks consisting of a group of twenty, a sangha of monks consisting of a group of more than twenty. 
atirekavīsativaggo;pli-tv-kd9:4.1.2;catuvaggo bhikkhusaṅgho pañcavaggo bhikkhusaṅgho, dasavaggo bhikkhusaṅgho, vīsativaggo bhikkhusaṅgho, atirekavīsativaggo bhikkhusaṅgho. ;a sangha of monks consisting of a group of four, a sangha of monks consisting of a group of five, a sangha of monks consisting of a group of ten, a sangha of monks consisting of a group of twenty, a sangha of monks consisting of a group of more than twenty. 
catuvaggakaraṇañce;pli-tv-kd9:4.2.1;Catuvaggakaraṇañce, bhikkhave, kammaṃ bhikkhunicatuttho kammaṃ kareyya—;If a legal procedure that requires a group of four is done with a nun as the fourth member, 
bhikkhunicatuttho;pli-tv-kd9:4.2.1;Catuvaggakaraṇañce, bhikkhave, kammaṃ bhikkhunicatuttho kammaṃ kareyya—;If a legal procedure that requires a group of four is done with a nun as the fourth member, 
sikkhamānacatuttho;pli-tv-kd9:4.2.3;Catuvaggakaraṇañce, bhikkhave, kammaṃ sikkhamānacatuttho kammaṃ kareyya … ;If a legal procedure that requires a group of four is done with a trainee nun as the fourth member, 
sāmaṇeracatuttho;pli-tv-kd9:4.2.5;Sāmaṇeracatuttho kammaṃ kareyya … ;with a novice monk as the fourth member, 
sāmaṇericatuttho;pli-tv-kd9:4.2.7;Sāmaṇericatuttho kammaṃ kareyya … ;with a novice nun as the fourth member, 
paccakkhātakacatuttho;pli-tv-kd9:4.2.9;Sikkhaṃ paccakkhātakacatuttho kammaṃ kareyya … ;with one who’s renounced the training as the fourth member, 
ajjhāpannakacatuttho;pli-tv-kd9:4.2.11;Antimavatthuṃ ajjhāpannakacatuttho kammaṃ kareyya … ;with one who’s committed the worst kind of offense as the fourth member, 
ukkhittakacatuttho;pli-tv-kd9:4.2.13;Āpattiyā adassane ukkhittakacatuttho kammaṃ kareyya … ;with one who’s been ejected for not recognizing an offense as the fourth member, 
paṇḍakacatuttho;pli-tv-kd9:4.2.19;Paṇḍakacatuttho kammaṃ kareyya … ;with a <i lang='pi' translate='no'>paṇḍaka</i> as the fourth member, 
theyyasaṃvāsakacatuttho;pli-tv-kd9:4.2.21;Theyyasaṃvāsakacatuttho kammaṃ kareyya … ;with a fake monk as the fourth member, 
titthiyapakkantakacatuttho;pli-tv-kd9:4.2.23;Titthiyapakkantakacatuttho kammaṃ kareyya … ;with one who’s previously left to join the monastics of another religion as the fourth member, 
tiracchānagatacatuttho;pli-tv-kd9:4.2.25;Tiracchānagatacatuttho kammaṃ kareyya … ;with an animal as the fourth member, 
mātughātakacatuttho;pli-tv-kd9:4.2.27;Mātughātakacatuttho kammaṃ kareyya … ;with a matricide as the fourth member, 
pitughātakacatuttho;pli-tv-kd9:4.2.29;Pitughātakacatuttho kammaṃ kareyya … ;with a patricide as the fourth member, 
arahantaghātakacatuttho;pli-tv-kd9:4.2.31;Arahantaghātakacatuttho kammaṃ kareyya … ;with a murderer of a perfected one as the fourth member, 
bhikkhunidūsakacatuttho;pli-tv-kd9:4.2.33;Bhikkhunidūsakacatuttho kammaṃ kareyya … ;with one who’s raped a nun as the fourth member, 
saṅghabhedakacatuttho;pli-tv-kd9:4.2.35;Saṅghabhedakacatuttho kammaṃ kareyya … ;with one who’s caused a schism in the Sangha as the fourth member, 
lohituppādakacatuttho;pli-tv-kd9:4.2.37;Lohituppādakacatuttho kammaṃ kareyya … ;with one who’s caused the Buddha to bleed as the fourth member, 
ubhatobyañjanakacatuttho;pli-tv-kd9:4.2.39;Ubhatobyañjanakacatuttho kammaṃ kareyya … ;with a hermaphrodite as the fourth member, 
nānāsaṃvāsakacatuttho;pli-tv-kd9:4.2.41;Nānāsaṃvāsakacatuttho kammaṃ kareyya … ;with one belonging to a different Buddhist sect as the fourth member, 
nānāsīmāya;pli-tv-kd9:4.2.43;Nānāsīmāya ṭhitacatuttho kammaṃ kareyya … ;with one who’s outside the monastery zone as the fourth member, 
ṭhitacatuttho;pli-tv-kd9:4.2.43;Nānāsīmāya ṭhitacatuttho kammaṃ kareyya … ;with one who’s outside the monastery zone as the fourth member, 
pañcavaggakaraṇañce;pli-tv-kd9:4.3.2;Pañcavaggakaraṇañce, bhikkhave, kammaṃ bhikkhunipañcamo kammaṃ kareyya … ;If a legal procedure that requires a group of five is done with a nun as the fifth member, 
bhikkhunipañcamo;pli-tv-kd9:4.3.2;Pañcavaggakaraṇañce, bhikkhave, kammaṃ bhikkhunipañcamo kammaṃ kareyya … ;If a legal procedure that requires a group of five is done with a nun as the fifth member, 
sikkhamānapañcamo;pli-tv-kd9:4.3.4;Pañcavaggakaraṇañce, bhikkhave, kammaṃ sikkhamānapañcamo kammaṃ kareyya …pe…. ;If a legal procedure that requires a group of five is done with a trainee nun as the fifth member, 
sāmaṇerapañcamo;pli-tv-kd9:4.3.5;Sāmaṇerapañcamo kammaṃ kareyya … ;with a novice monk as the fifth member, 
sāmaṇeripañcamo;pli-tv-kd9:4.3.6;sāmaṇeripañcamo kammaṃ kareyya … ;with a novice nun as the fifth member, 
paccakkhātakapañcamo;pli-tv-kd9:4.3.7;sikkhaṃ paccakkhātakapañcamo kammaṃ kareyya … ;with one who’s renounced the training as the fifth member, 
ajjhāpannakapañcamo;pli-tv-kd9:4.3.8;antimavatthuṃ ajjhāpannakapañcamo kammaṃ kareyya … ;with one who’s committed the worst kind of offense as the fifth member, 
ukkhittakapañcamo;pli-tv-kd9:4.3.9;āpattiyā adassane ukkhittakapañcamo kammaṃ kareyya … ;with one who’s been ejected for not recognizing an offense as the fifth member, 
paṇḍakapañcamo;pli-tv-kd9:4.3.12;paṇḍakapañcamo kammaṃ kareyya … ;with a <i lang='pi' translate='no'>paṇḍaka</i> as the fifth member, 
theyyasaṃvāsakapañcamo;pli-tv-kd9:4.3.13;theyyasaṃvāsakapañcamo kammaṃ kareyya … ;with a fake monk as the fifth member, 
titthiyapakkantakapañcamo;pli-tv-kd9:4.3.14;titthiyapakkantakapañcamo kammaṃ kareyya … ;with one who’s previously left to join the monastics of another religion as the fifth member, 
tiracchānagatapañcamo;pli-tv-kd9:4.3.15;tiracchānagatapañcamo kammaṃ kareyya … ;with an animal as the fifth member, 
mātughātakapañcamo;pli-tv-kd9:4.3.16;mātughātakapañcamo kammaṃ kareyya … ;with a matricide as the fifth member, 
pitughātakapañcamo;pli-tv-kd9:4.3.17;pitughātakapañcamo kammaṃ kareyya … ;with a patricide as the fifth member, 
arahantaghātakapañcamo;pli-tv-kd9:4.3.18;arahantaghātakapañcamo kammaṃ kareyya … ;with a murderer of a perfected one as the fifth member, 
bhikkhunidūsakapañcamo;pli-tv-kd9:4.3.19;bhikkhunidūsakapañcamo kammaṃ kareyya … ;with one who’s raped a nun as the fifth member, 
saṅghabhedakapañcamo;pli-tv-kd9:4.3.20;saṅghabhedakapañcamo kammaṃ kareyya … ;with one who’s caused a schism in the Sangha as the fifth member, 
lohituppādakapañcamo;pli-tv-kd9:4.3.21;lohituppādakapañcamo kammaṃ kareyya … ;with one who’s caused the Buddha to bleed as the fifth member, 
ubhatobyañjanakapañcamo;pli-tv-kd9:4.3.22;ubhatobyañjanakapañcamo kammaṃ kareyya … ;with a hermaphrodite as the fifth member, 
nānāsaṃvāsakapañcamo;pli-tv-kd9:4.3.23;nānāsaṃvāsakapañcamo kammaṃ kareyya … ;with one belonging to a different Buddhist sect as the fifth member, 
ṭhitapañcamo;pli-tv-kd9:4.3.24;nānāsīmāya ṭhitapañcamo kammaṃ kareyya … ;with one who’s outside the monastery zone as the fifth member, 
pañcavaggakaraṇaṃ;pli-tv-kd9:4.4.1;Pañcavaggakaraṇaṃ. ;Procedures requiring a group of five is finished. 
dasavaggakaraṇañce;pli-tv-kd9:4.4.2;Dasavaggakaraṇañce, bhikkhave, kammaṃ bhikkhunidasamo kammaṃ kareyya, akammaṃ na ca karaṇīyaṃ. ;If a legal procedure that requires a group of ten is done with a nun as the tenth member, it’s invalid and not to be done. 
bhikkhunidasamo;pli-tv-kd9:4.4.2;Dasavaggakaraṇañce, bhikkhave, kammaṃ bhikkhunidasamo kammaṃ kareyya, akammaṃ na ca karaṇīyaṃ. ;If a legal procedure that requires a group of ten is done with a nun as the tenth member, it’s invalid and not to be done. 
sikkhamānadasamo;pli-tv-kd9:4.4.3;Dasavaggakaraṇañce, bhikkhave, kammaṃ sikkhamānadasamo kammaṃ kareyya, akammaṃ na ca karaṇīyaṃ … ;If a legal procedure that requires a group of ten is done with a trainee nun as the tenth member, 
dasavaggakaraṇaṃ;pli-tv-kd9:4.5.1;Dasavaggakaraṇaṃ. ;Procedures requiring a group of ten is finished. 
vīsativaggakaraṇañce;pli-tv-kd9:4.5.2;Vīsativaggakaraṇañce, bhikkhave, kammaṃ bhikkhunivīso kammaṃ kareyya—;If a legal procedure that requires a group of twenty is done with a nun as the twentieth member, 
bhikkhunivīso;pli-tv-kd9:4.5.2;Vīsativaggakaraṇañce, bhikkhave, kammaṃ bhikkhunivīso kammaṃ kareyya—;If a legal procedure that requires a group of twenty is done with a nun as the twentieth member, 
sikkhamānavīso;pli-tv-kd9:4.5.4;Vīsativaggakaraṇañce, bhikkhave, kammaṃ sikkhamānavīso kammaṃ kareyya …pe… ;If a legal procedure that requires a group of twenty is done with a trainee nun as the twentieth member, 
sāmaṇeravīso;pli-tv-kd9:4.5.5;sāmaṇeravīso kammaṃ kareyya … ;with a novice monk as the twentieth member, 
sāmaṇerivīso;pli-tv-kd9:4.5.6;sāmaṇerivīso kammaṃ kareyya … ;with a novice nun as the twentieth member, 
paccakkhātakavīso;pli-tv-kd9:4.5.7;sikkhaṃ paccakkhātakavīso kammaṃ kareyya … ;with one who’s renounced the training as the twentieth member, 
ajjhāpannakavīso;pli-tv-kd9:4.5.8;antimavatthuṃ ajjhāpannakavīso kammaṃ kareyya … ;with one who’s committed the worst kind of offense as the twentieth member, 
ukkhittakavīso;pli-tv-kd9:4.5.9;āpattiyā adassane ukkhittakavīso kammaṃ kareyya … ;with one who’s been ejected for not recognizing an offense as the twentieth member, 
paṇḍakavīso;pli-tv-kd9:4.5.12;paṇḍakavīso kammaṃ kareyya … ;with a <i lang='pi' translate='no'>paṇḍaka</i> as the twentieth member, 
theyyasaṃvāsakavīso;pli-tv-kd9:4.5.13;theyyasaṃvāsakavīso kammaṃ kareyya … ;with a fake monk as the twentieth member, 
titthiyapakkantakavīso;pli-tv-kd9:4.5.14;titthiyapakkantakavīso kammaṃ kareyya … ;with one who’s previously left to join the monastics of another religion as the twentieth member, 
tiracchānagatavīso;pli-tv-kd9:4.5.15;tiracchānagatavīso kammaṃ kareyya … ;with an animal as the twentieth member, 
mātughātakavīso;pli-tv-kd9:4.5.16;mātughātakavīso kammaṃ kareyya … ;with a matricide as the twentieth member, 
pitughātakavīso;pli-tv-kd9:4.5.17;pitughātakavīso kammaṃ kareyya … ;with a patricide as the twentieth member, 
arahantaghātakavīso;pli-tv-kd9:4.5.18;arahantaghātakavīso kammaṃ kareyya … ;with a murderer of a perfected one as the twentieth member, 
bhikkhunidūsakavīso;pli-tv-kd9:4.5.19;bhikkhunidūsakavīso kammaṃ kareyya … ;with one who’s raped a nun as the twentieth member, 
saṅghabhedakavīso;pli-tv-kd9:4.5.20;saṅghabhedakavīso kammaṃ kareyya … ;with one who’s caused a schism in the Sangha as the twentieth member, 
lohituppādakavīso;pli-tv-kd9:4.5.21;lohituppādakavīso kammaṃ kareyya … ;with one who’s caused the Buddha to bleed as the twentieth member, 
ubhatobyañjanakavīso;pli-tv-kd9:4.5.22;ubhatobyañjanakavīso kammaṃ kareyya … ;with a hermaphrodite as the twentieth member, 
nānāsaṃvāsakavīso;pli-tv-kd9:4.5.23;nānāsaṃvāsakavīso kammaṃ kareyya … ;with one belonging to a different Buddhist sect as the twentieth member, 
ṭhitavīso;pli-tv-kd9:4.5.24;nānāsīmāya ṭhitavīso kammaṃ kareyya … ;with one who’s outside the monastery zone as the twentieth member, 
vīsativaggakaraṇaṃ;pli-tv-kd9:4.6.1;Vīsativaggakaraṇaṃ. ;Procedures requiring a group of twenty is finished. 
pārivāsikādikathā;pli-tv-kd9:4.6.2.0;5. Pārivāsikādikathā ;5. Discussion of the one on probation, etc. 
pārivāsikacatuttho;pli-tv-kd12:1.4.25;Pārivāsikacatuttho ce, bhikkhave, parivāsaṃ dadeyya, ;If, as the fourth member of a group, he gives probation, 
mānattārahacatuttho;pli-tv-kd12:5.1.87;Mānattārahacatuttho ce, bhikkhave, parivāsaṃ dadeyya, ;If, as the fourth member of a group, he gives probation, 
mānattacārikacatuttho;pli-tv-kd12:6.1.113;Mānattacārikacatuttho ce, bhikkhave, parivāsaṃ dadeyya, ;If, as the fourth member of a group, he gives probation, 
abbhānārahacatuttho;pli-tv-kd12:9.1.70;Abbhānārahacatuttho ce, bhikkhave, parivāsaṃ dadeyya, ;If, as the fourth member of a group, he gives probation, 
dvenissāraṇādikathā;pli-tv-kd9:4.9.0;6. Dvenissāraṇādikathā ;6. Discussion of the two kinds of sending away, etc. 
sunissārito;pli-tv-kd9:4.9.3;Tañce saṅgho nissāreti, ekacco sunissārito, ekacco dunnissārito. ;the sending away may succeed or fail. 
anapadāno;pli-tv-kd14:12.4.3;"bālo hoti abyatto āpattibahulo anapadāno; ";"he’s ignorant, incompetent, often committing offenses, and lacking in boundaries; "
sīpadiko;pli-tv-kd9:4.11.18;sīpadiko, bhikkhave … ;one with elephantiasis, 
vāsabhagāmabhāṇavāro;pli-tv-kd9:4.11.36;Vāsabhagāmabhāṇavāro niṭṭhito paṭhamo. ;The first section for recitation on the village of Vāsabha is finished. 
adhammakammādikathā;pli-tv-kd9:5.1.0;7. Adhammakammādikathā ;7. Discussion of illegitimate legal procedures, etc. 
paṭikātabbā;pli-tv-kd20:6.2.3;Na, bhikkhave, bhikkhuniyā āpatti na paṭikātabbā. ;A nun should make amends for her offenses. 
paṭinissajjetā;pli-tv-kd9:5.1.15;Idha pana, bhikkhave, bhikkhussa na hoti pāpikā diṭṭhi paṭinissajjetā. ;It may be that a monk doesn’t have any bad view he needs to give up, 
upālipucchākathā;pli-tv-kd9:6.1.0;8. Upālipucchākathā ;8. The discussion of Upāli’s questions 
sammukhākaraṇīyaṃ;pli-tv-kd9:6.1.3;yo nu kho, bhante, samaggo saṅgho sammukhākaraṇīyaṃ kammaṃ asammukhā karoti, dhammakammaṃ nu kho taṃ, bhante, vinayakammanti? ;If, sir, a unanimous Sangha doesn’t do a legal procedure face-to-face that should be done face-to-face, is that a legitimate procedure, in accordance with the Monastic Law? 
asammukhā;pli-tv-kd14:12.2.2.1;Asammukhā kataṃ hoti, appaṭipucchākataṃ hoti, appaṭiññāya kataṃ hoti …pe… ;it’s done in the absence of the accused, it’s done without questioning the accused, it’s done without the admission of the accused. 
paṭipucchākaraṇīyaṃ;pli-tv-kd9:6.2.1;Yo nu kho, bhante, samaggo saṅgho paṭipucchākaraṇīyaṃ kammaṃ appaṭipucchā karoti …pe… ;If a unanimous Sangha does a procedure without questioning that should be done with questioning, 
paṭiññāyakaraṇīyaṃ;pli-tv-kd9:6.2.2;paṭiññāyakaraṇīyaṃ kammaṃ appaṭiññāya karoti … ;does a procedure without admission that should be done with admission, 
sativinayārahassa;pli-tv-kd9:6.2.3;sativinayārahassa amūḷhavinayaṃ deti … ;applies resolution because of past insanity to one deserving resolution through recollection, 
amūḷhavinayārahassa;pli-tv-kd9:6.2.4;amūḷhavinayārahassa tassapāpiyasikākammaṃ karoti … ;does a procedure of further penalty against one deserving resolution because of past insanity, 
tassapāpiyasikākammaṃ;pli-tv-kd14:11.1.9;tena hi, bhikkhave, saṅgho upavāḷassa bhikkhuno tassapāpiyasikākammaṃ karotu. ;Well then, the Sangha should do a legal procedure of further penalty against the monk Upavāḷa. 
tassapāpiyasikākammārahassa;pli-tv-kd9:6.2.5;tassapāpiyasikākammārahassa tajjanīyakammaṃ karoti … ;does a procedure of condemnation against one deserving a procedure of further penalty, 
tajjanīyakammārahassa;pli-tv-kd9:6.2.6;tajjanīyakammārahassa niyassakammaṃ karoti … ;does a procedure of demotion against one deserving a procedure of condemnation, 
niyassakammārahassa;pli-tv-kd9:6.2.7;niyassakammārahassa pabbājanīyakammaṃ karoti … ;does a procedure of banishment against one deserving a procedure of demotion, 
pabbājanīyakammārahassa;pli-tv-kd9:6.2.8;pabbājanīyakammārahassa paṭisāraṇīyakammaṃ karoti … ;does a procedure of reconciliation against one deserving a procedure of banishment, 
paṭisāraṇīyakammārahassa;pli-tv-kd9:6.2.9;paṭisāraṇīyakammārahassa ukkhepanīyakammaṃ karoti … ;does a procedure of ejection against one deserving a procedure of reconciliation, 
ukkhepanīyakammārahassa;pli-tv-kd9:6.2.10;ukkhepanīyakammārahassa parivāsaṃ deti … ;gives probation to one deserving a procedure of ejection, 
