id	field1	value1	field2	value2	field3	value3	comment	feedback	approved	checked	deva_comment
53663	compound_type	abyayībhāva	compound_construction	yathā + mitta + aṃ			missing		yes		
53663	sanskrit	yathā + mitra					missing		yes		
53663	source_1	SN47.9	sutta_1	satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ	example_1	evaṃ, bhante'ti kho te bhikkhū bhagavato paṭissutvā samantā vesāliyā <b>yathāmittaṃ</b> yathāsandiṭṭhaṃ yathāsambhattaṃ vassaṃ upagacchuṃ.	missing		yes		
53663	construction	"yathā + mitta + aṃ
yathāmitta + aṃ"					missing		yes		
53663	meaning_1	according to friendship; with friends					missing		yes		
53690	compound_type	abyayībhāva	compound_construction	yathā + sandiṭṭhaṃ			missing		yes		
53690	sanskrit	yathā + saṃdṛṣṭa					missing		yes		
53690	source_1	SN47.9	sutta_1	satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ	example_1	evaṃ, bhante'ti kho te bhikkhū bhagavato paṭissutvā samantā vesāliyā yathāmittaṃ <b>yathāsandiṭṭhaṃ</b> yathāsambhattaṃ vassaṃ upagacchuṃ.	missing		yes		
53690	family_compound	yathā sandiṭṭha					missing		yes		
53690	construction	"yathā + sandiṭṭha + aṃ
yathāsandiṭṭha + aṃ"					missing		yes		
53690	meaning_1	according to acquaintances; with friends					missing		yes		
53690	grammar	ind, adv, comp					missing		yes		
53697	compound_type	abyayībhāva	compound_construction	yathā + sambhattaṃ			missing		yes		
53697	sanskrit	yathā + sambhakta					missing		yes		
53697	source_1	SN47.9	sutta_1	satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ	example_1	evaṃ, bhante'ti kho te bhikkhū bhagavato paṭissutvā samantā vesāliyā yathāmittaṃ yathāsandiṭṭhaṃ <b>yathāsambhattaṃ</b> vassaṃ upagacchuṃ.	missing		yes		
53697	family_compound	yathā sambhatta					missing		yes		
53697	construction	"yathā + sambhatta + aṃ
yathāsambhatta + aṃ"					missing		yes		
53697	meaning_1	according to associates; with companions					missing		yes		
53697	grammar	ind, adv, comp					missing		yes		
59161	source_2	SN47.20	sutta_2	satipaṭṭhānasaṃyuttaṃ, janapadakalyāṇīsuttaṃ	example_2	tam'enaṃ evaṃ vadeyya, ayaṃ te, ambho purisa, samatittiko telapatto antarena ca mahā<b>samajjaṃ</b> antarena ca janapadakalyāṇiyā pariharitabbo.	missing		yes		
66597	source_2	SN47.9	sutta_2	satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ	example_2	atha kho bhagavato <b>vass'ūpagatassa</b> kharo ābādho uppajji, bāḷhā vedanā vattanti māraṇ'antikā.	missing		yes		
66651	source_2	SN47.19	sutta_2	satipaṭṭhānasaṃyuttaṃ, sedakasuttaṃ	example_2	tatra kho bhagavā bhikkhū āmantesi, bhūtapubbaṃ, bhikkhave, caṇḍālavaṃsiko caṇḍāla<b>vaṃsaṃ</b> ussāpetvā medakathālikaṃ antevāsiṃ āmantesi	missing		yes		
68493	source_1	SN47.4	sutta_1	satipaṭṭhānasaṃyuttaṃ, sālasuttaṃ	example_1	etha tumhe, āvuso, kāye kāy'ānupassino viharatha ātāpino sampajānā ekodibhūtā <b>vippasannacittā</b> samāhitā ek'aggacittā, kāyassa yathābhūtaṃ ñāṇāya	missing		yes		
68493	compound_type	kammadhāraya > bahubbīhi	compound_construction	vippasanna + citta			missing		yes		
68493	sanskrit	viprasanna + citta					missing		yes		
70550	source_1	SN47.9	sutta_1	satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ	example_1	seyyathā'pi, ānanda, jajjarasakaṭaṃ <b>veḷumissakena</b> yāpeti, evam'eva kho, ānanda, vedhamissakena maññe tathāgatassa kāyo yāpeti.	missing		yes		
70550	meaning_1	strapped together; relying on bindings					missing		yes		
70550	sanskrit	veṇu + miśraka					missing		yes		
70550	family_compound	veḷu missa					missing		yes		
2908	source_1	SN46.6	sutta_1	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_1	cakkhunā kho pan'eva rūpaṃ disvā amanāpaṃ na maṅku hoti appatiṭṭhitacitto <b>adīnamānaso</b> abyāpannacetaso.	missing		yes		
6900	meaning_1	not mentally established; not stable in mind					missing		yes		
6900	source_1	SN46.6	sutta_1	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_1	cakkhunā kho pan'eva rūpaṃ disvā amanāpaṃ na maṅku hoti <b>appatiṭṭhitacitto</b> adīnamānaso abyāpannacetaso.	missing		yes		
6900	compound_type	kammadhāraya > bahubbīhi	compound_construction	appatiṭṭhita + citta			missing	bahubbīhi	yes		
6900	sanskrit	na + pratiṣṭhita + citta					missing		yes		
6155	source_1	SN46.6	sutta_1	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_1	cakkhunā kho pan'eva rūpaṃ disvā amanāpaṃ na maṅku hoti <b>apatitthīnacitto</b> adīnamānaso abyāpannacetaso.	missing		yes		
6155	compound_type	kammadhāraya > bahubbīhi	compound_construction	apatitthīna + citta			missing	bahubbīhi	yes		
6155	sanskrit	na + prati + styāna + citta					missing		yes		
7425	meaning_1	without ill-will; not averse					missing		yes		
7425	source_1	SN46.6	sutta_1	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_1	cakkhunā kho pan'eva rūpaṃ disvā amanāpaṃ na maṅku hoti apatitthīnacitto adīnamānaso <b>abyāpannacetaso</b>.	missing		yes		
7425	compound_type	kammadhāraya > bahubbīhi	compound_construction	abyāpanna + cetasa			missing	bahubbīhi	yes		
7425	sanskrit	na + vyāpanna + cetas					missing		yes		
12475	source_1	SN46.6	sutta_1	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_1	aham'asmi, bho gotama, <b>ārāmanissayī</b> paris'āvacaro. tassa mayhaṃ, bho gotama, pacchābhattaṃ bhuttapātarāsassa ayam'ācāro hoti, ārāmena ārāmaṃ uyyānena uyyānaṃ anucaṅkamāmi anuvicarāmi.	missing		yes		
12475	compound_type	dutiyā tappurisa	compound_construction	ārām<b>aṃ</b> + nissayī			missing		yes		
12475	sanskrit	ārāma + niśraya					missing		yes		
22282	source_1	SN46.6	sutta_1	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_1	so tattha passāmi eke samaṇabrāhmaṇe itivādappamokkh'ānisaṃsañ'c'eva kathaṃ kathente upārambh'ānisaṃsañc'a, bhavaṃ pana gotamo kim'ānisaṃso viharatī'ti? vijjāvimuttiphal'ānisaṃso kho, <b>kuṇḍaliya</b>, tathāgato viharatī'ti.	missing		yes		
29702	source_1	SN46.14	sutta_1	bojjhaṅgasaṃyuttaṃ, paṭhamagilānasuttaṃ	example_1	vuṭṭhahi c'āyasmā mahākassapo tamhā ābādhā. <b>tathāpahīno</b> c'āyasmato mahākassapassa so ābādho ahosī'ti.	missing		yes		
29702	compound_type	kammadhāraya	compound_construction	tathā + pahīna			missing		yes		
29702	sanskrit	tathā + prajahita					missing		yes		
30617	source_1	SN46.52	sutta_1	bojjhaṅgasaṃyuttaṃ, pariyāyasuttaṃ	example_1	evaṃvādino, bhikkhave, añña<b>titthiyā</b> paribbājakā evam'assu vacanīyā, atthi pan'āvuso, pariyāyo, yaṃ pariyāyaṃ āgamma pañca nīvaraṇā dasa honti, satta bojjh'aṅgā catuddasā'ti.	missing		yes		
36399	source_1	SN46.6	sutta_1	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_1	idha, kuṇḍaliya, bhikkhu cakkhunā rūpaṃ disvā manāpaṃ <b>n'ābhijjhati</b> n'ābhihaṃsati, na rāgaṃ janeti. tassa ṭhito ca kāyo hoti, ṭhitaṃ cittaṃ ajjhattaṃ susaṇṭhitaṃ suvimuttaṃ.	missing		yes		
36399	antonym	abhijjhati					missing		yes		
36425	source_1	SN46.6	sutta_1	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_1	idha, kuṇḍaliya, bhikkhu cakkhunā rūpaṃ disvā manāpaṃ n'ābhijjhati <b>n'ābhihaṃsati</b>, na rāgaṃ janeti. tassa ṭhito ca kāyo hoti, ṭhitaṃ cittaṃ ajjhattaṃ susaṇṭhitaṃ suvimuttaṃ.	missing		yes		
36425	antonym	abhihaṃsati					missing		yes		
38308	source_1	SN46.6	sutta_1	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_1	aham'asmi, bho gotama, ārāma<b>nissayī</b> paris'āvacaro. tassa mayhaṃ, bho gotama, pacchābhattaṃ bhuttapātarāsassa ayam'ācāro hoti, ārāmena ārāmaṃ uyyānena uyyānaṃ anucaṅkamāmi anuvicarāmi.	missing		yes		
44303	source_1	SN46.3	sutta_1	bojjhaṅgasaṃyuttaṃ, sīlasuttaṃ	example_1	so tathā sato viharanto taṃ dhammaṃ paññāya pavicinati pavicarati <b>parivīmaṃsam'āpajjati</b>.	missing		yes		
44303	sanskrit	pari + mīmāṃsā + āpadyate					missing		yes		
46160	source_1	SN46.14	sutta_1	bojjhaṅgasaṃyuttaṃ, paṭhamagilānasuttaṃ	example_1	tena kho pana samayena āyasmā mahākassapo <b>pippali</b>guhāyaṃ viharati ābādhiko dukkhito bāḷhagilāno.	missing		yes		
46161	source_1	SN46.14	sutta_1	bojjhaṅgasaṃyuttaṃ, paṭhamagilānasuttaṃ	example_1	tena kho pana samayena āyasmā mahākassapo <b>pippaliguhāyaṃ</b> viharati ābādhiko dukkhito bāḷhagilāno.	missing		yes		
46161	compound_type	kammadhāraya	compound_construction	pippali + guhā			missing		yes		
46161	sanskrit	pippali + guhā					missing		yes		
50106	source_1	SN46.6	sutta_1	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_1	tassa mayhaṃ, bho gotama, pacchābhattaṃ <b>bhuttapātarāsassa</b> ayam'ācāro hoti, ārāmena ārāmaṃ uyyānena uyyānaṃ anucaṅkamāmi anuvicarāmi.	missing		yes		
50579	source_2	SN46.6	sutta_2	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_2	cakkhunā kho pan'eva rūpaṃ disvā amanāpaṃ na <b>maṅku</b> hoti appatiṭṭhitacitto adīnamānaso abyāpannacetaso.	missing		yes		
51604	meaning_lit	large state					missing		yes		
51604	source_2	SN46.1	sutta_2	bojjhaṅgasaṃyuttaṃ, himavantasuttaṃ	example_2	evaṃ kho, bhikkhave, bhikkhu sīlaṃ nissāya sīle patiṭṭhāya satta bojjh'aṅge bhāvento satta bojjh'aṅge bahulīkaronto <b>mahantattaṃ</b> vepullattaṃ pāpuṇāti dhammesū'ti.	missing		yes		
70379	meaning_lit	expansion state					correspond to root		yes		
51744	source_2	SN56.53	sutta_2	saccasaṃyuttaṃ, paṭhamasaṃbhejjasuttaṃ	example_2	seyyathā'pi, bhikkhave, yatth'imā <b>mahānadiyo</b> saṃsandanti samenti, seyyath'idaṃ, gaṅgā, yamunā, aciravatī, sarabhū, mahī, tato puriso dve vā tīṇi vā udakaphusitāni uddhareyya.	mula ex		yes		
51946	source_1	SN46.1	sutta_1	bojjhaṅgasaṃyuttaṃ, himavantasuttaṃ	example_1	mahāsobbhe otaritvā kunnadiyo otaranti, kunnadiyo otaritvā mahānadiyo otaranti, mahānadiyo otaritvā <b>mahāsamuddasāgaraṃ</b> otaranti, te tattha mahantattaṃ vepullattaṃ āpajjanti kāyena	missing		yes		
51946	sanskrit	mahāsamudra + sāgara					missing		yes		
64432	source_2	SN46.6	sutta_2	bojjhaṅgasaṃyuttaṃ, kuṇḍaliyasuttaṃ	example_2	cakkhunā kho pan'eva rūpaṃ disvā amanāpaṃ na maṅku hoti appatiṭṭhitacitto adīnamānaso abyāpannacetaso. tassa ṭhito ca kāyo hoti ṭhitaṃ cittaṃ ajjhattaṃ <b>susaṇṭhitaṃ</b> suvimuttaṃ.	missing		yes		
65326	source_2	SN46.1	sutta_2	bojjhaṅgasaṃyuttaṃ, himavantasuttaṃ	example_2	te tattha kāyaṃ vaḍḍhetvā balaṃ gāhetvā kusobbhe otaranti, kusobbhe otaritvā mahā<b>sobbhe</b> otaranti, mahā<b>sobbhe</b> otaritvā kunnadiyo otaranti, kunnadiyo otaritvā mahānadiyo otaranti	missing		yes		
65869	source_1	SN46.1	sutta_1	bojjhaṅgasaṃyuttaṃ, himavantasuttaṃ	example_1	te tattha kāyaṃ <b>vaḍḍhetvā</b> balaṃ gāhetvā kusobbhe otaranti, kusobbhe otaritvā mahāsobbhe otaranti, mahāsobbhe otaritvā kunnadiyo otaranti, kunnadiyo otaritvā mahānadiyo otaranti	sutta ex		yes		
491	family_compound	gandha					missing		yes		
491	construction	"na > a + √ghā + na + ka
agandha + ka"					error		yes		
62659	derivative	taddhita	suffix	*ī			error		yes		
62659	construction	"√su > sāv + a + ttha + *ī
savattha + *ī"					error		yes		
15590	source_2	SN45.2	sutta_2	maggasaṃyuttaṃ, upaḍḍhasuttaṃ	example_2	ekam'antaṃ nisinno kho āyasmā ānando bhagavantaṃ etad'avoca, <b>upaḍḍham</b>'idaṃ, bhante, brahmacariyaṃ, yad'idaṃ, kalyāṇamittatā kalyāṇasahāyatā kalyāṇasampavaṅkatā'ti.	missing		yes		
20682	source_1	SN45.2	sutta_1	maggasaṃyuttaṃ, upaḍḍhasuttaṃ	example_1	ekam'antaṃ nisinno kho āyasmā ānando bhagavantaṃ etad'avoca, upaḍḍham'idaṃ, bhante, brahmacariyaṃ, yad'idaṃ, kalyāṇamittatā <b>kalyāṇasahāyatā</b> kalyāṇasampavaṅkatā'ti.	missing		yes		
20682	compound_type	kammadhāraya	compound_construction	kalyāṇa + sahāyatā			missing		yes		
20682	sanskrit	kalyāṇa + sahāyatā					missing		yes		
60390	source_1	SN45.2	sutta_1	maggasaṃyuttaṃ, upaḍḍhasuttaṃ	example_1	ekam'antaṃ nisinno kho āyasmā ānando bhagavantaṃ etad'avoca, upaḍḍham'idaṃ, bhante, brahmacariyaṃ, yad'idaṃ, kalyāṇamittatā kalyāṇasahāyatā kalyāṇa<b>sampavaṅkatā</b>'ti.	missing		yes		
60390	meaning_lit	going around together state					missing		yes		
60390	sanskrit	sampravad +					missing		yes		
20680	source_1	SN45.2	sutta_1	maggasaṃyuttaṃ, upaḍḍhasuttaṃ	example_1	ekam'antaṃ nisinno kho āyasmā ānando bhagavantaṃ etad'avoca, upaḍḍham'idaṃ, bhante, brahmacariyaṃ, yad'idaṃ, kalyāṇamittatā kalyāṇasahāyatā <b>kalyāṇasampavaṅkatā</b>'ti.	missing		yes		
20680	compound_type	kammadhāraya	compound_construction	kalyāṇa + sampavaṅkatā			missing		yes		
20680	sanskrit	kalyāṇa + sampravad +					missing		yes		
56319	source_1	SN45.2	sutta_1	maggasaṃyuttaṃ, upaḍḍhasuttaṃ	example_1	mā h'evaṃ, ānanda, mā h'evaṃ, ānanda! <b>sakalam</b>'ev'idaṃ, ānanda, brahmacariyaṃ, yad'idaṃ, kalyāṇamittatā kalyāṇasahāyatā kalyāṇasampavaṅkatā.	sutta ex		yes		
29791	source_2	SN45.2	sutta_2	maggasaṃyuttaṃ, upaḍḍhasuttaṃ	example_2	<b>tadaminā'p'etaṃ</b>, ānanda, pariyāyena veditabbaṃ yathā sakalam'ev'idaṃ brahmacariyaṃ, yad'idaṃ, kalyāṇamittatā kalyāṇasahāyatā kalyāṇasampavaṅkatā.	missing		yes		
43399	source_1	SN45.5	sutta_1	maggasaṃyuttaṃ, kimatthiyasuttaṃ	example_1	evaṃ puṭṭhā mayaṃ, bhante, tesaṃ aññatitthiyānaṃ paribbājakānaṃ evaṃ byākaroma, dukkhassa kho, āvuso, <b>pariññ'atthaṃ</b> bhagavati brahmacariyaṃ vussatī'ti.	missing		yes		
5401	source_2	SN45.5	sutta_2	maggasaṃyuttaṃ, kimatthiyasuttaṃ	example_2	kacci mayaṃ, bhante, evaṃ puṭṭhā evaṃ byākaramānā vuttavādino c'eva bhagavato homa, na ca bhagavantaṃ abhūtena abbhācikkhāma, dhammassa c'ānudhammaṃ byākaroma, na ca koci sahadhammiko vāda-<b>anuvādo</b> gārayhaṃ ṭhānaṃ āgacchatī'ti?	missing		yes		
52614	source_2	SN45.24	sutta_2	maggasaṃyuttaṃ, dutiyapaṭipadāsuttaṃ	example_2	gihino v'āhaṃ, bhikkhave, pabbajitassa vā <b>micchāpaṭipadaṃ</b> na vaṇṇemi. gihi vā, bhikkhave, pabbajito vā micchāpaṭipanno micchāpaṭipatt'ādhikaraṇahetu n'ārādhako hoti ñāyaṃ dhammaṃ kusalaṃ.	missing		yes		
36509	source_1	SN45.24	sutta_1	maggasaṃyuttaṃ, dutiyapaṭipadāsuttaṃ	example_1	gihino v'āhaṃ, bhikkhave, pabbajitassa vā micchāpaṭipadaṃ na vaṇṇemi. gihi vā, bhikkhave, pabbajito vā micchāpaṭipanno micchāpaṭipatt'ādhikaraṇahetu <b>n'ārādhako</b> hoti ñāyaṃ dhammaṃ kusalaṃ.	missing		yes		
36509	compound_type	kammadhāraya	compound_construction	na + ārādhaka			missing		yes		
36509	family_compound	ārādhaka					missing		yes		
36509	construction	na + ā + rādhe + aka					missing		yes		
52628	source_2	SN45.24	sutta_2	maggasaṃyuttaṃ, dutiyapaṭipadāsuttaṃ	example_2	katamā ca, bhikkhave, micchāpaṭipadā? seyyath'idaṃ, micchādiṭṭhi … <b>micchāsamādhi</b>. ayaṃ vuccati, bhikkhave, micchāpaṭipadā.	missing		yes		
60823	source_2	SN45.24	sutta_2	maggasaṃyuttaṃ, dutiyapaṭipadāsuttaṃ	example_2	gihino v'āhaṃ, bhikkhave, pabbajitassa vā <b>sammāpaṭipadaṃ</b> vaṇṇemi. gihi vā, bhikkhave, pabbajito vā sammāpaṭipanno sammāpaṭipatt'ādhikaraṇahetu ārādhako hoti ñāyaṃ dhammaṃ kusalan'ti.	missing		yes		
20675	source_2	SN45.2	sutta_2	maggasaṃyuttaṃ, upaḍḍhasuttaṃ	example_2	<b>kalyāṇamittass'etaṃ</b>, ānanda, bhikkhuno pāṭikaṅkhaṃ kalyāṇasahāyassa kalyāṇasampavaṅkassa, ariyaṃ aṭṭh'aṅgikaṃ maggaṃ bhāvessati, ariyaṃ aṭṭh'aṅgikaṃ maggaṃ bahulīkarissati.	missing		yes		
54832	source_1	SN45.56	sutta_1	maggasaṃyuttaṃ, kalyāṇamittasuttaṃ	example_1	idha, bhikkhave, bhikkhu sammādiṭṭhiṃ bhāveti <b>rāgavinayapariyosānaṃ</b> dosavinayapariyosānaṃ mohavinayapariyosānaṃ … sammāsamādhiṃ bhāveti <b>rāgavinayapariyosānaṃ</b> dosavinayapariyosānaṃ mohavinayapariyosānaṃ.	missing		yes		
54832	compound_type	chaṭṭhī tappurisa	compound_construction	rāg<b>assa</b> + vinayapariyosāna			missing		yes		
54832	sanskrit	rāga + vinaya + paryavasāna					missing		yes		
34249	source_1	SN45.56	sutta_1	maggasaṃyuttaṃ, kalyāṇamittasuttaṃ	example_1	idha, bhikkhave, bhikkhu sammādiṭṭhiṃ bhāveti rāgavinayapariyosānaṃ <b>dosavinayapariyosānaṃ</b> mohavinayapariyosānaṃ … sammāsamādhiṃ bhāveti rāgavinayapariyosānaṃ <b>dosavinayapariyosānaṃ</b> mohavinayapariyosānaṃ.	missing		yes		
34249	compound_type	chaṭṭhī tappurisa	compound_construction	dos<b>assa</b> + vinayapariyosāna			missing		yes		
34249	sanskrit	dveṣa + vinaya + paryavasāna					missing		yes		
53419	source_1	SN45.56	sutta_1	maggasaṃyuttaṃ, kalyāṇamittasuttaṃ	example_1	idha, bhikkhave, bhikkhu sammādiṭṭhiṃ bhāveti rāgavinayapariyosānaṃ dosavinayapariyosānaṃ <b>mohavinayapariyosānaṃ</b> … sammāsamādhiṃ bhāveti rāgavinayapariyosānaṃ dosavinayapariyosānaṃ <b>mohavinayapariyosānaṃ</b>.	missing		yes		
53419	compound_type	chaṭṭhī tappurisa	compound_construction	moh<b>assa</b> + vinayapariyosāna			missing		yes		
53419	sanskrit	moha + vinaya + paryavasāna					missing		yes		
75646	source_2	SN45.91	sutta_2	maggasaṃyuttaṃ, paṭhamapācīnaninnasuttaṃ	example_2	seyyathā'pi, bhikkhave, gaṅgā nadī <b>pācīna</b>ninnā <b>pācīna</b>poṇā <b>pācīna</b>pabbhārā, evam'eva kho, bhikkhave, bhikkhu ariyaṃ aṭṭh'aṅgikaṃ maggaṃ bhāvento ariyaṃ aṭṭh'aṅgikaṃ maggaṃ bahulīkaronto nibbānaninno hoti nibbānapoṇo nibbānapabbhāro.	missing		yes		
5240	source_1	SN45.160	sutta_1	maggasaṃyuttaṃ, nadīsuttaṃ	example_1	eh'ambho purisa, kiṃ te ime kāsāvā anudahanti, kiṃ muṇḍo kapālam'<b>anusaṃcarasi</b>!	missing		yes		
4551	source_1	SN45.160	sutta_1	maggasaṃyuttaṃ, nadīsuttaṃ	example_1	eh'ambho purisa, kiṃ te ime kāsāvā <b>anudahanti</b>, kiṃ muṇḍo kapālam'anusaṃcarasi! ehi, hīnāy'āvattitvā bhoge ca bhuñjassu, puññāni ca karohī'ti.	missing		yes		
4551	meaning_1	burns; torments					missing		yes		
4551	trans	trans					missing		yes		
4551	plus_case	+acc					missing		yes		
4551	construction	anu + ḍaha + ti					missing		yes		
20027	source_1	SN45.160	sutta_1	maggasaṃyuttaṃ, nadīsuttaṃ	example_1	eh'ambho purisa, kiṃ te ime kāsāvā anudahanti, kiṃ muṇḍo <b>kapālam'anusaṃcarasi</b>! ehi, hīnāy'āvattitvā bhoge ca bhuñjassu, puññāni ca karohī'ti.	missing		yes		
39608	source_1	SN45.160	sutta_1	maggasaṃyuttaṃ, nadīsuttaṃ	example_1	gaṅgā, bhante, nadī pācīnaninnā pācīnapoṇā pācīnapabbhārā. sā na sukarā <b>pacchāninnaṃ</b> kātuṃ pacchāpoṇaṃ pacchāpabbhāraṃ.	missing		yes		
39608	compound_type	kammadhāraya	compound_construction	pacchā + ninna			missing		yes		
39608	sanskrit	paścāt + nimna					missing		yes		
45261	source_1	SN45.160	sutta_1	maggasaṃyuttaṃ, nadīsuttaṃ	example_1	gaṅgā, bhante, nadī <b>pācīnaninnā</b> pācīnapoṇā pācīnapabbhārā. sā na sukarā pacchāninnaṃ kātuṃ pacchāpoṇaṃ pacchāpabbhāraṃ.	missing		yes		
45261	compound_type	dutiyā tappurisa	compound_construction	pācīn<b>aṃ</b> + ninna			missing	dutiyā	yes		
45261	sanskrit	prācīna + nimna					missing		yes		
45262	source_1	SN45.160	sutta_1	maggasaṃyuttaṃ, nadīsuttaṃ	example_1	gaṅgā, bhante, nadī pācīnaninnā pācīnapoṇā <b>pācīnapabbhārā</b>. sā na sukarā pacchāninnaṃ kātuṃ pacchāpoṇaṃ pacchāpabbhāraṃ.	missing		yes		
45262	compound_type	??	compound_construction				missing		yes		
45262	sanskrit	prācīna + prāgbhāra					missing		yes		
45263	source_1	SN45.160	sutta_1	maggasaṃyuttaṃ, nadīsuttaṃ	example_1	gaṅgā, bhante, nadī pācīnaninnā <b>pācīnapoṇā</b> pācīnapabbhārā. sā na sukarā pacchāninnaṃ kātuṃ pacchāpoṇaṃ pacchāpabbhāraṃ.	missing		yes		
45263	compound_type	dutiyā tappurisa	compound_construction	pācīn<b>aṃ</b> + poṇa			missing	dutiyā	yes		
45263	sanskrit	prācīna + pravaṇa					missing		yes		
65096	source_1	SN45.2	sutta_1	maggasaṃyuttaṃ, upaḍḍhasuttaṃ	example_1	mamañ'hi, ānanda, kalyāṇamittaṃ āgamma jātidhammā sattā jātiyā parimuccanti, jarādhammā sattā jarāya parimuccanti, maraṇadhammā sattā maraṇena parimuccanti, <b>sokaparidevadukkhadomanassupāyāsadhammā</b> sattā sokaparidevadukkhadomanassupāyāsehi parimuccanti.	missing		yes		
65096	compound_type	chaṭṭhī tappurisa	compound_construction	sokaparidevadukkhadomanassupāyās<b>ānaṃ</b> + dhamma			missing	not sure	no	yes	
65096	sanskrit	śoka + parideva + duḥkha + daurmanasya + upāyāsa (bsk) + dharma					missing		yes		
63395	source_2	SN45.160	sutta_2	maggasaṃyuttaṃ, nadīsuttaṃ	example_2	gaṅgā, bhante, nadī pācīnaninnā pācīnapoṇā pācīnapabbhārā. sā na <b>sukarā</b> pacchāninnaṃ kātuṃ pacchāpoṇaṃ pacchāpabbhāraṃ.	missing		yes		
39614	source_1	SN45.160	sutta_1	maggasaṃyuttaṃ, nadīsuttaṃ	example_1	gaṅgā, bhante, nadī pācīnaninnā pācīnapoṇā pācīnapabbhārā. sā na sukarā pacchāninnaṃ kātuṃ pacchāpoṇaṃ <b>pacchāpabbhāraṃ</b>.	missing		yes		
39614	compound_type	kammadhāraya	compound_construction	pacchā + pabbhāra			missing		yes		
39614	sanskrit	paścāt + prāgbhāra					missing		yes		
12436	source_2	SN45.24	sutta_2	maggasaṃyuttaṃ, dutiyapaṭipadāsuttaṃ	example_2	gihi vā, bhikkhave, pabbajito vā sammāpaṭipanno sammāpaṭipatt'ādhikaraṇahetu <b>ārādhako</b> hoti ñāyaṃ dhammaṃ kusalan'ti.	missing		yes		
39618	source_1	SN45.160	sutta_1	maggasaṃyuttaṃ, nadīsuttaṃ	example_1	gaṅgā, bhante, nadī pācīnaninnā pācīnapoṇā pācīnapabbhārā. sā na sukarā pacchāninnaṃ kātuṃ <b>pacchāpoṇaṃ</b> pacchāpabbhāraṃ.	missing		yes		
39618	compound_type	kammadhāraya	compound_construction	pacchā + poṇa			missing		yes		
39618	sanskrit	paścāt + pravaṇa					missing		yes		
1126	antonym	jajjara					missing		yes		
1126	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	taṃ suṇātha. katamañ'ca, bhikkhave, <b>ajajjaraṃ</b> … dhuvañ'ca vo, bhikkhave, desessāmi dhuvagāmiñ'ca maggaṃ. taṃ suṇātha.	missing		yes		
3519	source_1	SN43.13	sutta_1	asaṅkhatasaṃyuttaṃ, anatasuttaṃ	example_1	anatañ'ca vo, bhikkhave, desessāmi, <b>anatagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
3519	sanskrit	anata + gāmin					missing		yes		
3518	source_2	SN43.13	sutta_2	asaṅkhatasaṃyuttaṃ, anatasuttaṃ	example_2	<b>anatañ</b>'ca vo, bhikkhave, desessāmi, <b>anata</b>gāmiñ'ca maggaṃ. taṃ suṇātha.	missing		yes		
4296	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	taṃ suṇātha. katamañ'ca, bhikkhave, <b>anītika</b>dhammaṃ … nibbānañ'ca vo, bhikkhave, desessāmi nibbānagāmiñ'ca maggaṃ. taṃ suṇātha.	missing		yes		
6493	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	taṃ suṇātha. katamañ'ca, bhikkhave, <b>apalokitaṃ</b> … anidassanañ'ca vo, bhikkhave, desessāmi anidassanagāmiñ'ca maggaṃ. taṃ suṇātha.	missing		yes		
6493	compound_type	kammadhāraya	compound_construction	na + palokita			missing		yes		
6493	antonym	palokita					missing		yes		
6493	construction	na > a + pa + √luj > log > lok + ita					missing		yes		
9322	source_1	SN43.3	sutta_1	asaṅkhatasaṃyuttaṃ, savitakkasavicārasuttaṃ	example_1	katamo ca, bhikkhave, <b>asaṅkhatagāmi</b>maggo? savitakkasavicāro samādhi, avitakkavicāramatto samādhi, avitakkaavicāro samādhi, ayaṃ vuccati, bhikkhave, <b>asaṅkhatagāmi</b>maggo	missing		yes		
9322	sanskrit	asaṃskṛta + gāmin					missing		yes		
