"id"	"sbs_class_anki"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"sbs_source_3"	"sbs_sutta_3"	"sbs_example_3"	"sbs_chant_pali_3"	"sbs_chant_eng_3"	"sbs_chapter_3"	"sbs_source_4"	"sbs_sutta_4"	"sbs_example_4"	"sbs_chant_pali_4"	"sbs_chant_eng_4"	"sbs_chapter_4"	"sbs_index"	"sbs_category"	"sbs_audio"
"62498"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62505"	""	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62508"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62510"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62516"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62518"	"3"	"2"	""	""	""	""	""	""	""	""	"SN 22.1"	"nakulapitusuttaṃ"	"sādhu vat'āyasmantaṃ'y'eva <b>sāriputtaṃ</b> paṭibhātu etassa bhāsitassa attho'ti."	""	""	""	""	""	""	""	""	""	""	"e"	"[sound:sāriputta.mp3]"
"62526"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62541"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62544"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62545"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"62546"	"7"	""	""	""	""	""	""	""	""	""	"SN 8.11"	"gaggarāsuttaṃ"	"yaṃnūn'āhaṃ bhagavantaṃ sammukhā <b>sāruppāya</b> gāthāya abhitthaveyyan'ti."	""	""	""	""	""	""	""	""	""	""	""	"[sound:sāruppa.mp3]"
"62548"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62555"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62556"	"17"	""	""	""	""	""	""	""	""	""	"MN 49"	"brahmanimantanikasuttaṃ"	"ekam'id'āhaṃ, bhikkhave, samayaṃ ukkaṭṭhāyaṃ viharāmi subhagavane <b>sāla</b>rājamūle."	""	""	""	""	""	""	""	""	""	""	"d"	""
"62564"	"17"	""	""	""	""	""	""	""	""	""	"MN 49"	"brahmanimantanikasuttaṃ"	"ekam'id'āhaṃ, bhikkhave, samayaṃ ukkaṭṭhāyaṃ viharāmi subhagavane <b>sālarājamūle</b>."	""	""	""	""	""	""	""	""	""	""	""	""
"62573"	""	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:sālā.mp3]"
"62578"	"4"	"4"	""	""	""	""	""	""	""	""	"DN 22.5"	"mahāsatipaṭṭhānasuttaṃ"	"tam'enaṃ cakkhumā puriso muñcitvā paccavekkheyya, ime <b>sālī</b>, ime vīhī ime muggā ime māsā ime tilā ime taṇḍulā'ti."	""	""	""	""	""	""	""	""	""	""	""	"[sound:sāli.mp3]"
"62602"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62603"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62604"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62605"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62608"	"9"	"9"	""	""	""	""	""	""	""	""	"DHP 185"	"buddhavaggo"	"anūpavādo anūpaghāto, pātimokkhe ca saṃvaro, 
mattaññutā ca bhattasmiṃ, pantañ'ca sayan'āsanaṃ, 
adhicitte ca āyogo, etaṃ buddhāna<b> sāsanaṃ.</b>"	"Ovāda-pāṭimokkha-gāthā"	"The Pāṭimokkha Exhortation"	"Verses"	"SNP 13"	"ratanasuttaṃ
cūḷavaggo 1"	"ye suppayuttā manasā daḷhena, nikkāmino gotama<b>sāsanamhi</b>. 
te pattipattā amataṃ vigayha, laddhā mudhā nibbutiṃ bhuñjamānā."	"Ratana-sutta"	""	"Protective Recitations"	"52n"	"d"	"[sound:sāsana.mp3]"
"62609"	""	"9"	""	""	""	""	""	"Pubbakicca"	"Preliminary duty"	"International Pātimokkha"	""	""	""	""	""	""	""	""	""	""	""	""	"80n"	"p"	"[sound:sāsana.mp3]"
"62611"	"16"	""	""	""	""	""	""	""	""	""	"MN 21"	"kakacūpamasuttaṃ"	"ubhatodaṇḍakena ce'pi, bhikkhave, kakacena corā ocarakā aṅgam'aṅgāni okanteyyuṃ, tatrā'pi yo mano padūseyya, na me so tena<b> sāsanakaro.</b>"	""	""	""	""	""	""	""	""	""	""	"e"	""
"62619"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62623"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62632"	"2"	"2"	""	""	""	""	""	"Ariy’aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	"MN 35"	"cūḷasaccakasuttaṃ"	"kathaṃ pana bhavaṃ gotamo sāvake vineti, kathaṃbhāgā ca pana bhoto gotamassa <b>sāvakesu</b> anusāsanī bahulā pavattatī'ti?"	""	""	""	""	""	""	""	""	""	"21n"	"d"	"[sound:sāvaka.mp3]"
"62634"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62637"	"6"	""	""	""	""	""	""	""	""	""	"SN 11.3"	"dhajaggasuttaṃ"	"yad'idaṃ cattāri purisayugāni aṭṭha purisapuggalā esa bhagavato <b>sāvakasaṅgho</b>, āhuneyyo pāhuneyyo dakkhiṇeyyo añjalikaraṇīyo anuttaraṃ puññakkhettaṃ lokassa"	"Saṅgh'ābhitthuti"	"Homage to the Saṅgha"	"Homage to the Triple Gem"	""	""	""	""	""	""	"04n"	""	"[sound:sāvakasaṅgha.mp3]"
"62643"	""	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62644"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62654"	""	""	""	""	""	""	""	""	""	""	"SN 35.228"	"paṭhama samuddasuttaṃ"	"yo taṃ rūpamayaṃ vegaṃ sahati, ayaṃ vuccati, bhikkhave, atari cakkhusamuddaṃ saūmiṃ <b>sāvaṭṭaṃ</b> sagāhaṃ sarakkhasaṃ."	""	""	""	""	""	""	""	""	""	""	""	""
"62657"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62659"	"9"	"8"	""	""	""	""	""	"Maṅgala-sutta"	"The Highest Blessings"	"Protective Recitations"	"MN 13"	"mahādukkhakkhandhasuttaṃ"	"atha kho te bhikkhū <b>sāvatthiyaṃ</b> piṇḍāya caritvā pacchābhattaṃ piṇḍapātapaṭikkantā yena bhagavā ten'upasaṅkamiṃsu"	""	""	""	""	""	""	""	""	""	"51n"	""	"[sound:sāvatthī.mp3]"
"62660"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62668"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Trad"	""	"bāhuṃ sahassam'abhinimmita <b>sāvudhan</b>'taṃ, grīmekhalaṃ uditaghorasasenamāraṃ, dān'ādidhammavidhinā jitavā mun'indo, tan'tejasā bhavatu te jayamaṅgalāni"	"Jaya-maṅgala-aṭṭha-gāthā"	""	"Protective Recitations"	"60n"	""	"[sound:coming-soon.mp3]"
"62675"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"62682"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62687"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62688"	"12"	""	""	""	""	""	""	""	""	""	"AN 10.61"	"avijjāsuttaṃ"	"pañca'p'āhaṃ nīvaraṇe <b>sāhāre</b> vadāmi, no anāhāre. ko c'āhāro pañcannaṃ nīvaraṇānaṃ? tīṇi duccaritānī'ti'ssa vacanīyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""
"62691"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62696"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62697"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62706"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62707"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62712"	"5"	"3"	""	""	""	""	""	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	"MN 118"	"ānāpānassatisuttaṃ"	"pītipaṭisaṃvedī assasissāmī'ti <b>sikkhati</b>, pītipaṭisaṃvedī passasissāmī'ti <b>sikkhati</b>,  "	"Ānāpānassati"	"Mindfulness of Breathing"	"Teachings"	""	""	""	""	""	""	"15n"	""	"[sound:sikkhati.mp3]"
"62720"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"p"	""
"62722"	""	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62725"	"21"	""	""	""	""	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"AN 10.44"	"kusinārasuttaṃ"	"iṅgha tāva āyasmā kāyikaṃ <b>sikkhassū</b>'ti, iti'ssa bhavanti vattāro."	""	""	""	""	""	""	""	""	""	"18n"	""	"[sound:coming-soon.mp3]"
"62728"	"8"	"7"	""	""	""	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"VIN PAT PA 1"	"methunadhamma sikkhāpada"	"yo pana bhikkhu, bhikkhūnaṃ<b> sikkhā</b>sājīvasamāpanno, <b>sikkhaṃ </b>appaccakkhāya dubbalyaṃ anāvikatvā, methunaṃ dhammaṃ patiseveyya, antamaso tiracchānagatāya'pi, pārājiko hoti asaṃvāso."	""	""	""	""	""	""	""	""	""	"18n"	"p"	"[sound:sikkhā.mp3]"
"62729"	""	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:sikkhā.mp3]"
"62731"	"19"	""	""	""	""	""	""	""	""	""	"VIN 1.1.2"	"dutiyapārājikaṃ"	"ye te bhikkhū app'icchā santuṭṭhā lajjino kukkuccakā <b>sikkhākāmā</b> te ujjhāyanti khiyyanti vipācenti, kathañ'hi nāma āyasmā dhaniyo kumbhakāraputto rañño dārūni adinnaṃ ādiyissatī'ti!"	""	""	""	""	""	""	""	""	""	""	""	""
"62746"	"9"	"9"	""	""	""	""	""	"Aparihāniya-dhammā"	"Principles of Non-Decline"	"Teachings"	"MN 107"	"gaṇakamoggallānasuttaṃ"	"ehi tvaṃ, bhikkhu, sīlavā hohi, pātimokkhasaṃvarasaṃvuto viharāhi ācāragocarasampanno aṇumattesu vajjesu bhayadassāvī, samādāya sikkhassu <b>sikkhāpadesū</b>'ti"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	"27n"	""	"[sound:sikkhāpada.mp3]"
"62753"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62763"	""	""	"possessing the bhikkhus' training"	""	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05n"	""	"[sound:coming-soon.mp3]"
"62768"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62769"	"14"	"14"	""	""	""	""	""	"Dhamma-pahaṃsāna"	"Striving According to the Dhamma"	"Teachings"	"AN 4.73"	"sappurisasuttaṃ"	"tasmā't'iha, bhikkhave, evaṃ <b>sikkhitabbaṃ</b> – adhun'āgatavadhukāsamena cetasā viharissāmā'ti"	""	""	""	""	""	""	""	""	""	"28n"	""	"[sound:sikkhitabba.mp3]"
"62770"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62783"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Thai"	""	"sagge kāme ca rūpe, giri<b>sikhara</b>taṭe c'antalikkhe vimāne, dīpe raṭṭhe ca gāme, taruvanagahane, gehavatthumhi khette"	"Devā-ārādhanā"	""	"Protective Recitations"	"47n"	""	"[sound:coming-soon.mp3]"
"62784"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"62789"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62814"	"22"	""	""	""	""	""	""	""	""	""	"AN 2.9"	"cariyasuttaṃ"	"ime kho, bhikkhave, dve sukkā dhammā lokaṃ na pāleyyuṃ, na'y'idha paññāyetha mātā'ti vā mātucchā'ti vā mātulānī'ti vā ācariyabhariyā'ti vā garūnaṃ dārā'ti vā. sambhedaṃ loko agamissa, yathā ajeḷakā kukkuṭasūkarā soṇa<b>siṅgālā.</b>"	""	""	""	""	""	""	""	""	""	""	""	""
"62840"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62843"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62844"	""	""	""	""	""	""	""	"Dvattiṃs’ākāra-paccavekkhaṇa"	"The Thirty-Two Parts"	"Reflections"	""	""	""	""	""	""	""	""	""	""	""	""	"35n"	""	"[sound:coming-soon.mp3]"
"62854"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62855"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62857"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62865"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62866"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP 13"	"ratanasuttaṃ
cūḷavaggo 1"	"yath'indakhīlo pathaviṃ <b>sito</b> siyā, catubbhi vātehi asampakampiyo. 
tath'ūpamaṃ sappurisaṃ vadāmi, yo ariyasaccāni avecca passati."	"Ratana-sutta"	""	"Protective Recitations"	"52n"	""	"[sound:coming-soon.mp3]"
"62867"	""	""	""	""	""	""	""	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	"15n"	""	"[sound:coming-soon.mp3]"
"62874"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62876"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62879"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62880"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62881"	"21"	""	""	""	""	""	""	""	""	""	"SN 2.8"	"tāyanasuttaṃ"	"kayirā ce, kayirāth'enaṃ, daḷham'enaṃ parakkame. 
<b>sithilo</b> hi paribbājo, bhiyyo ākirate rajaṃ."	"Tāyana-gāthā"	"On Protection"	"Verses"	""	""	""	""	""	""	"14n"	""	"[sound:coming-soon.mp3]"
"62894"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Sri Lanka"	""	"ettāvatā ca amhehi sambhataṃ puññasampadaṃ sabbe devā anumodantu sabbasampatti<b>siddhiyā</b>."	"Devata-patti-dāna"	""	"Sharing of Merits"	"71n"	""	"[sound:coming-soon.mp3]"
"62895"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62897"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62903"	"25"	""	""	""	""	""	""	""	""	""	"TH 257"	"pārāpariyattheragāthā"	"tato pāsādikaṃ āsi, gataṃ bhuttaṃ nisevitaṃ.
<b>siniddhā</b> teladhārā'va, ahosi iriyāpatho. "	"Pārāpariya-thera-gāthā"	"From the Elder Pārāpariya"	"Verses"	""	""	""	""	""	""	"13n"	""	"[sound:coming-soon.mp3]"
"62909"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62910"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62912"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62917"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62924"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62936"	""	""	""	""	""	""	""	"Maṅgala-sutta"	"The Highest Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	"51n"	""	"[sound:coming-soon.mp3]"
"62947"	"4"	""	""	""	""	""	""	""	""	""	"MN 98"	"vāseṭṭhasuttaṃ"	"kassako kammunā hoti, <b>sippiko</b> hoti kammunā.
vāṇijo kammunā hoti, pessako hoti kammunā."	""	""	""	""	""	""	""	""	""	""	""	"[sound:sippika.mp3]"
"62956"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62958"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62961"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62965"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62972"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62982"	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:siyaṃ.mp3]"
"62983"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62984"	"18"	"7"	""	""	""	""	""	"Ratana-sutta"	""	"Protective Recitations"	"DHP 160"	"attavaggo"	"attā hi attano nātho,
ko hi nātho paro<b> siyā</b>,
attanā hi sudantena,
nāthaṃ labhati dullabhaṃ."	""	""	""	""	""	""	""	""	""	"52n"	"d"	"[sound:siyā.mp3]"
"62985"	"7"	"7"	""	""	""	""	""	""	""	""	"DN 16.36"	"mahāparinibbānasuttaṃ"	"<b>siyā</b> kho pan'ānanda, tumhākaṃ evam'assa, atītasatthukaṃ pāvacanaṃ, n'atthi no satthā'ti."	"Buddha-pacchima-ovāda"	"The Buddha’s Final Instruction"	"Teachings"	""	""	""	""	""	""	"29n"	""	"[sound:siyā.mp3]"
"62986"	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:siyuṃ.mp3]"
"62987"	""	"18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"62988"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Thai"	""	"tam'ahaṃ bhagavantaṃ abhipūjayāmi
tam'ahaṃ bhagavantaṃ <b>sirasā</b> namāmi "	"Buddh'ābhitthuti"	"Homage to the Buddha"	"Homage to the Triple Gem"	"02n"	""	"[sound:coming-soon.mp3]"
"63011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN 4.67"	"ahirājasuttaṃ"	"appamāṇo buddho, appamāṇo dhammo.
appamāṇo saṅgho, pamāṇavantāni <b>siriṃsapāni</b>
ahivicchikā satapadī, uṇṇanābhī sarabū mūsikā."	"Khandha-parittaṃ"	""	"Protective Recitations"	"54n"	""	"[sound:coming-soon.mp3]"
"63015"	""	""	""	""	""	""	""	"Ratanattayānubhāv’ādi-gāthā"	""	"Thanksgiving Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	"41n"	""	"[sound:coming-soon.mp3]"
"63023"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"d"	""
"63024"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63029"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63054"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63071"	"7"	""	""	""	""	""	""	""	""	""	"MN 10.8"	"mahāsatipaṭṭhānasuttaṃ"	"puna caparaṃ bhikkhu seyyathā'pi passeyya sarīraṃ <b>sivathikāya</b> chaḍḍitaṃ ek'āhamataṃ vā dvī'hamataṃ vā tī'hamataṃ vā uddhumātakaṃ vinīlakaṃ vipubbakajātaṃ."	""	""	""	""	""	""	""	""	""	""	""	"[sound:sivathikā.mp3]"
"63079"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63080"	""	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"63082"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63088"	""	""	""	""	""	""	""	""	""	""	"SN 35.246"	"vīṇopamasuttaṃ"	"agginā ḍahitvā masiṃ kareyya. masiṃ karitvā mahāvāte vā ophuneyya, nadiyā vā <b>sīghasotāya</b> pavāheyya."	""	""	""	""	""	""	""	""	""	""	""	""
"63090"	"13"	""	""	""	""	""	""	""	""	""	"MN 20"	"vitakkasaṇṭhānasuttaṃ"	"seyyathā'pi, bhikkhave, puriso <b>sīghaṃ</b> gaccheyya. tassa evam'assa, kiṃ nu kho ahaṃ <b>sīghaṃ</b> gacchāmi? yaṃnūn'āhaṃ saṇikaṃ gaccheyyan'ti. so saṇikaṃ gaccheyya."	""	""	""	""	""	""	""	""	""	""	""	"[sound:sīghaṃ.mp3]"
"63092"	""	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63093"	""	""	""	""	""	""	""	"Cattaro parikkhāra"	"The Four Requisites"	"Reflections"	""	""	""	""	""	""	""	""	""	""	""	""	"30n"	""	"[sound:coming-soon.mp3]"
"63094"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63106"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH 257"	"pārāpariyattheragāthā"	"<b>sītavāta</b>parittāṇaṃ, hirikopīnachādanaṃ.
matt'aṭṭhiyaṃ abhuñjiṃsu, santuṭṭhā itar'ītare."	"Pārāpariya-thera-gāthā"	"From the Elder Pārāpariya"	"Verses"	"13n"	""	"[sound:coming-soon.mp3]"
"63107"	""	""	""	""	"Pārāpariya-thera-gāthā"	"From the Elder Pārāpariya"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"13n"	""	""
"63113"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63119"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63139"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:sīmā.mp3]"
"63140"	"1"	""	""	""	""	""	""	"Pubbakicca"	"Preliminary duty"	"International Pātimokkha"	""	""	""	""	""	""	""	""	""	""	""	""	"80n"	""	"[sound:sīmā.mp3]"
"63146"	"1"	"9"	""	""	""	""	""	"Devatā-uyyojana-gāthā"	""	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	"59n"	""	"[sound:sīla.mp3]"
"63147"	""	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"d"	"[sound:sīla.mp3]"
"63152"	"19"	""	""	""	""	""	""	""	""	""	"AN 5.157"	"dukkathāsuttaṃ"	"dussīlo, bhikkhave, <b>sīlakathāya</b> kacchamānāya abhisajjati kuppati byāpajjati patitthīyati kopañ'ca dosañ'ca appaccayañ'ca pātukaroti."	""	""	""	""	""	""	""	""	""	""	""	""
"63153"	""	""	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"18n"	""	"[sound:coming-soon.mp3]"
"63157"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63163"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63174"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63180"	""	""	""	""	""	""	""	"Ratana-sutta"	""	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	"52n"	""	"[sound:coming-soon.mp3]"
"63181"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63187"	""	""	""	""	""	""	""	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"23n"	""	"[sound:coming-soon.mp3]"
"63188"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIBH 4.1.1"	"dukkhasaccaṃ"	"ñātibyasanena vā phuṭṭhassa, bhogabyasanena vā phuṭṭhassa, rogabyasanena vā phuṭṭhassa, <b>sīlabyasanena</b> vā phuṭṭhassa, diṭṭhibyasanena vā phuṭṭhassa"	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	"23n"	""	"[sound:coming-soon.mp3]"
"63192"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIBH 6.1"	"suttantabhājanīyaṃ"	"kusalā cetanā kām'āvacarā rūp'āvacarā dānamayā <b>sīlamayā</b> bhāvanāmayā, ayaṃ vuccati puññ'ābhisaṅkhāro."	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	"23n"	""	"[sound:coming-soon.mp3]"
"63211"	""	""	""	""	""	""	""	"Satta-sambojjhaṅgā"	"The Seven Factors of Awakening"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"20n"	""	"[sound:coming-soon.mp3]"
"63216"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
