id	ru_meaning	ru_meaning_raw	ru_meaning_lit	ru_notes
71305		верно; действительно; истинно; точно		
71307	причиняющий вред; вредящий			
71309	вредит; наносит ущерб; ранит			
71312	вредящий; ранящий			
71313	намерение причинить вред		вредящий ум	
71315	насилие; нанесение вреда			
71320	вредил; ранил			
71324	низший; ущербный; неполноценный; худший			
71325	побежденный; опровергнутый; разбитый			
71326		отпал; утерян; заблудился; упал		
71327	что-то низкое; что-то худшее			
71334	кто стремится к низшей цели; с низкими устремлениями; (комм) низкого ума		тип низкой цели	
71336		грубые и изысканные; низкопробные и высокопробные; низшие и высшие; простые и изысканные.		
71338		некачественный человек; худший мужчина; жалкий личность; неудачник		
71343	чей аргумент опровергнут			
71345	с низким уровнем энергии; не энергичный; слабый; хилый			
71349		вернулся в светской мир; вернулся к мирской жизни; вернулся назад к миру; вернулся в земное бытие		
71350	возвращается к мирской жизни		идет назад к низкому	
71353		вернувшись к обыденной жизни; вернувшись в мирской мир; вернувшись к низкому; вернувшись к мирскому образу жизни.		
71355	я хуже			
71357	именно эти			
71358	приходит в упадок; портится; распадается			
71372		презирает; осмеивает; отвергает; пренебрегает.		
71376	убийца; убивец			
71379	подаяние; подношение; принесенная в дар вещь			
71380	предложенный		сожжен в огне как жертва	
71383	пожертвование; подношение; дар сжиганием			
71384	быв; существовав			
71385		став; ставши; став после; были получены		
71386	став; быв			
71387	может быть; мог бы быть			
71388	там; в другом мире			
71389	вне (чего-то); раньше; на другой стороне (чего-то)			
71390	отсюда туда; из одного места в другое			см. hurā huraṃ 2
71396		эй!; о!; ой; эй		
71397	действительно некоторые люди			
71401	внизу; под; ниже			
71407	нижний этаж		нижний особняк	
71413	нижний; находящийся внизу			от adhi + √ṭhā
71431	действительно это; конечно это			
71432	по причине; в силу (чего-л.)		побуждающий	
71433	причина; основание; условия; мотив		то что побуждает	
71438	связанный с причиной; обусловленный; состоящий из			
71439		"подходящая причина; соответствующее условие; уместное обстоятельство
                ---"		
71446	причинно возникший; появившийся из причины			
71450		теория причинности; учение о причинах		
71451	эти конечно; те конечно			
71452	действительно здесь; в самом деле здесь; точно здесь; именно здесь			
71454		золото; золотой металл; золотые украшения		
71458		покрытые золотистой сеткой; украшенные золотым плетением; покрытые золотым кружевом; украшенные золотистыми петлями		
71459	зима; холодный сезон		снежный край	
71460	все три времени года; зима, лето и сезон дождей; холодный, жаркий и дождливый сезоны			
71461	зимний; на зиму; относящийся к зимнему сезону			
71462	холодное время года; зимний сезон			
71463		золотистый оттенок; с золотистым цветом; золотистоокрашенный; с золотистым оттенком		
71464		демонический король; повелитель демонов; царь демонов; прародитель демонов		
71471	именно эта			
71474		станет; стану; станете; станут		
71475	я буду; я стану			
71476	весьма вероятно; безусловно; определенно; непременно; в наивысшей степени			
71477		действительно такое у него; в самом деле такое у него; в самом деле такой у него; действительно такой у него		
71479	действительно так			
71480	будет; станет; будет существовать			
71481	ты будешь; ты станешь			
71483	является; становится			
71484	существует (для)			
71489	да будет это (для); да станет это			
71490	пусть будет!; как бы там ни было!; да будет так!			
71491		хочет стать; стремится к; желающий быть; желающий стать		
71493	есть просто; существует определенный			
71494	да будете вы! вы должны быть!			
71496	пусть они будут! они должны быть!			
71499	мы являемся			
71500	я есть			
71501		Пусть я стану!; Да буду я!; Позвольте мне стать!; Да буду.		
71506	будет; станет			
71510		проживающий в Рохане; связанный с Роханой; связанный с местностью Рохана; имеющий отношение к Рохане		
71511		связь зависти; узы зависти; цепи зависти		
71512		эгоистичная связь; оковы скупости; цепь скупости		
71515		садиться; присесть; занять место; усаживаться		
71516		имущество от него; букв. существующее для одного; состояния от него; существующего для него		
71517		удаляемый; прогнанный; исчезающий		
71518		скрывать; замалчивать; утаивать; утаять		
71519		всплыв; поднялся из воды; всплыл вверх		
71520		как (тот), находящийся в воде; букв. как вода; подобно воде; словно в воде		
71521		наблюдающий за удобством; размышляющий о наслаждении; следуя за комфортом; созерцая удовольствие		
71522		главный министр Магадхи; первый советник Магадхи; высший чиновник Магадхи; первый министр Магадхи		
71523		встреча с монахами; общение с монахами; видение монахов; встреча монахов		
71525		испытывающий нестабильность; чувствительный к изменчивости; ощущающий непостоянство; чувствующий имперманентность		
71526		устойчивость ума; значимость умственного спокойствия		
71527		милосердный и сострадательный; желающий блага и имеющий заботу; доброжелательный и сочувственный		
71528		занятие; вовлечение; привлечение		
71530		с чувством стыда за поступки; с чувством раскаяния; с чувством сожаления.		
71531	подстрекатель; побуждающий; вдохновитель; мотиватор; стимулятор		побуждающий запрягать	
71532		просто по подсчету лет; только по старшинству; букв. по мере подсчета лет; всего лишь счетчиком лет		
71533		высокий мужчина; возвышенное тело; величественное тело; высокорослый человек		
71534		пожелавший поднять; стремящийся воздвигнуть; желающий установить; стремящийся поставить		
71535		словесное оружие; голосовой меч; речевое оружие; вокальный меч		
71536		следует избегать; должен быть отвергнут; необходимо держаться в стороне; необходимо избегать.		
71537		зажигаться; освещаться; вызывать пламя		
71538		развлекается (с); веселится (с); (комм) громко смеется (с); букв. заставляет играть вместе		
71539		женское различие; женская гордость; женская самобытность; женское влечение		
71540		мужское поведение; мужественное обаяние; мужской облик; мужской стиль;		
71541		мужское украшение; мужская антураж; мужское убранство; мужская праздность.		
71542		окунаясь в (с); погружаясь в (с); погружаясь целиком; всепогружающийся;		
71544		с критическим умом; с нарекательным умом; с умом поиска недостатков; с умом поиска ошибок		
71547		друг; союзник; приверженец; товарищ		
71548		скрывается; утаивается; тайно хранится		
71552		поднимая; поднимая; поднимая; поднимающий		
71553		инициирует; предпринимает; начинает совместно; занимается		
71554		начинает; осуществляет; приступает		
71555		тушиться; должен быть погашен; вызвать раздувание		
71556		следует ухаживать за; должен быть оберегаем; должен быть поддерживаем; быть носимым вокруг.		
71557		наслаждается этим; получает удовольствие от этого; испытывает удовольствие там; наслаждается здесь		
71558		смех; разговор; веселье; шутки		
71559		мужественный звук; мужественный тон; звук мужчины; мужской звук		
71560		женственный звук; женственный тон; женский звук; женская интонация		
71561		не привязан к; не очарован (чем-либо); не одержим (чем-либо); не увлечен (чем-либо)		
71562		мужской интерес; мужской импульс; мужское влечение; мужское желание		
71564		отец и дедушка; отцовская линия; родословная отца и дедушки; патримониальная линия		
71565		название города; маленький бамбуковый стебель; колючий бамбук; маленький бамбуковый побег		
71566		подобной известности; с таким великим влиянием; настолько выдающийся		
71567		веер; раздувать; веяние		
71568		с любовью (к); с привязанностью (к); букв. достиг либви (в)		
71569		полный веры; с великой уверенностью; с глубокой верой; с безграничным доверием		
71571		уважительный к психической устойчивости; придерживающийся психического спокойствия		
71572		искусный в благом; умелый во благе; опытный в добре; мастер в добре		
71573		двадцать четыре; двадцать четыре; два десятка и четыре; двадцать четыре;		
71574		желающий разжечь; желающий приготовить (огонь); букв. желающий разместить здесь		
71575		с болезненными последствиями; букв. приводя к страданиям; ведущий к страданиям		
71576		физическое оружие; телесный меч; физический меченосец; телесный клинок		
71578		ментальное оружие; умственный меч; психическое оружие; мысленный меч		
71579		какое-то сексуальное влечение; одна из множества сексуальных привязанностей		
71580		О путах и освобождении; касательно привязанности и освобождения; вызывающий путы и освобождение.		
71581		женское поведение; женственная манера; женская одежда; женский стиль;		
71582		женский интерес; женское влечение; женская склонность; женское желание		
71583		истинно наслаждаться этим; испытывать крайнее удовольствие от этого; букв. восхищаться там; на самом деле радоваться этому		
71584		мужественное поведение; мужественный вид; мужской наряд; мужественные манеры.		
71585		мужественное различие; мужественная гордость; отличительная мужественность; маскулинный стиль;		
71586		зависимы от этой связи; основанные на этой связи; обусловлены этой связью; возникающие благодаря этой связи		
71587		психологически привязанный (к результату); букв. связанный ум; ум, привязанный; ум, зависимый		
71589		искать сохранение (его); стремиться к накоплению (его); стремиться к сохранению (его); искать запасение (его)		
71590		великий жертвопринос; великий жертвенный принос; великое жертвоприношение; великое жертвоположение		
71591		очень оценил; энергично аплодировал; выразил одобрение; горячо приветствовал		
71592		не имея завтрака; букв. не приготовил утренний прием пищи; без утренней трапезы; без утренней пищи		
71593		организовал; приготовил; устроил; предоставил.		
71594		пострадавший; раненый; поврежденный		
71596		духовное чрево; демоническое чрево; состояние земных духовных существ		
71597		преступить половые правила; совершить прелюбодеяние; изменить;		
71599		необъявленный случай; неизъявленный момент; неупомянутый аспект; невысказанный пункт		
71600		конец взглядов; прекращение убеждений; окончание теорий; уничтожение верований		
71601		выходящий на конец взглядов; ведущий к прекращению убеждений.		
71602		кто не нуждается в объяснении; букв. не объясняет природу; кто не излагает; кто не разъясняет		
71604		возникновение сожаления; источник раскаяния; возникновение печали; источник усомнения		
71605		окончание угрызения совести; прекращение сожаления; окончание раскаяния; исчезновение упреков		
71606		приводящий к прекращению угрызений совести; способствующий прекращению сожалений; ведущий к утишению раскаяния.		
71607		человеческий пункт назначения; возможная судьба человека; место назначения человека; потенциальная участь человека		
71608		сожженный; поджегший; устроив пожар; воспламенивший;		
71609		беззнаковая медитация; живущий без признаков; медитирующий без знаков; обитает в беззнаковости		
71610		радость от благотворительности; наслаждение дарением; удовольствие от милосердия; радость в щедрости		
71611		хорошо объяснивший учение; идеально проповедующий Дхамму; прекрасно проповедующий Дхамму		
71612		ученическое братство; круг последователей; община учеников; круг учеников		
71613		лишен будничности; живость прошла; отсутствие сонливости;		
71614		убийственный; кровожадный; убийца		
71615		грабительский; подобный вору; непочтенный		
71616		похож на господина; как хозяин; подобно владыке		
71617		как материнский; подобный домоправительнице; схожий с матроной		
71618		подобная сестре; аналогичная родственнице; как сестра		
71619		дружественный; подобный спутнику; близкий к другу		
71620		подруга; спутница; дружка; компаньонка		
71621		рабоподобный; подобный слуге; как раб; похож на слугу.		
71622		хочет отобрать; желает украсть; стремится грабить		
71624		не желающий работать; безразличный к труду; неохотный к труду; ленивый		
71625		грубо говорящий; невежливый; говорящий неприлично		
71626		выполняющий приказы мужа; под юрисдикцией мужа; следующая за мужем; подчиненная мужу		
71627		друг; товарищ; спутник; компаньон		
71628		возвращенный после долгого времени; вернувшийся долгожданный; вернувшийся после долгого времени		
71629		нет злости и спокойный; невозмутимый и безмятежный; не раздраженный и уравновешенный		
71630		желающий работать; стремящийся выполнить свои обязанности; желающий исполнить свои обязанности.		
71631		невозбужденный; не в ярости; не разозленный; не взбешенный		
71632		угрожаемый побоем палкой; подвергшийся угрозе побить палкой; находящийся под угрозой побоев палкой		
71633		неэтичный; аморальный; форма плохого поведения		
71634		удерживаемые в течение длительного времени; самоуравновешенные в течение продолжительного периода; сдержанные на протяжении длительного времени		
71635		приятный для врага; привлекательный для противника; желанный для врага; привлекателен для врага		
71636		полезный противнику; полезный для врага; выполненный врагами; полезный для противника		
71638		раздраженный гневом; одержимый яростью; поглощенный гневом; охваченный гневом		
71639		удобный отдых; сладкий сон; приятный покой; благодатный сон		
71640		идущий к хорошему месту; имеющий счастливую участь; направленный на небеса		
71641		показывает; проявляет; раскрывает		
71642		несчастье; уныние; разочарование; хмурость		
71643		подаривший одну жизнь; давший жизнь; досл.  дарующий дыхание		
71644		похож на себя; подобен себе; как сам		
71645		многообразные; разнообразные причины; в буквальном смысле много форм		
71646		убийство существ; убийство живых существ; убивать рост		
71647		рожденный от гнева; возникший от ярости; порожденный гневом		
71648		форма гнева; ярость; гневность		
71649		понимание и усилие; мудрость и энергия; разум и сила		
71650		без гнева; лишенный ярости; без сердца		
71651		достижение окончательного освобождения; завершил свою последнюю смерть; скончались, не имея больше возможности рождения.		
71652		засыпание; задремывание; наклон вперед		
71653		отсутствие совести и заботы; лишен стыда и угрызений совести; без совести и заботы; без стыда и угрызений совести		
71654		совесть; уважение к себе ; перед собой; ; забота и сомнение		
71655		восемьдесят четыре тысячи йоган; приблизительно один миллион шестьсот восемьдесят тысяч километров		
71656		не идет дождь; отсутствие дождя; без дождя		
71657		озеро гималайское; скала льва; гималайское озеро		
71659		глубокий как копыто коровы; высотой в копыто коровы; букв. измерение копыта коровы		
71661		дымит; испускает дым; выделяет дым; смолит		
71662		зажженный; воспламенённый; подожженный		
71663		курит; тлеет; дымит		
71664		курить; испускать дым; дымить		
71665		паритоком; исходит пар; испускает пар		
71666		горящий; источенный огнем; пылающий; обожженный		
71667		огненная масса; огненный ком; огненный куб		
71668		верующий; кто может доверять; букв. кто кладет сердце		
71669		сгорит; обугливается; опаливается; уничтожится		
71670		одинаковая судьба; одинаковое направление; букв. идущие одинаково		
71671		возвратился вновь; вернулся еще раз; пришел назад повторно; вернулся вновь		
71672		необходимость для города; требование для крепости; потребность для поселения; обязательство для укрепления.		
71673		хорошо оснащенный; правильно оборудованный; готовый; должным образом обеспеченный.		
71676		многочисленные вооруженные силы; множество военных подразделений		
71677		шеф-повар полевой кухни; шеф-повар военной части; штурмовой отряд; шоковой отряд		
71678		королевский; аристократический; дворянин; благородный		
71679		смелый солдат; наемник; букв. прыгающий вперед; десантник		
71680		храбрый воин; неустрашимый воин; великий нага; смелый солдат		
71681		сын раба; дитя порабощенного; ребенок невольника; потомок раба;		
71682		борец; сражающийся; воинственный; воинующий		
71683		покрытый и оштукатуренный; покрытый и покрытый; ватсаналепанасампанно; с покрытием и штукатуркой		
71684		изысканный рис и ячмень; деликатесный рис и ячмень; премиальный рис и ячмень; отборный рис и ячмень		
71685		кунжут; маш; бобы и другие злаки; горох		
71686		ячмень; злак; крупа		
71687		верующий как каменный столб; верный как каменный столб; столп веры		
71688		с совестью как рвом; защищенный чувством стыда; сознательный;		
71689		с чувством стыда за неправильные поступки в качестве своего внутреннего пути; с чувством срама к недобросовестным поступкам в качестве своего направления; с чувством стыда перед неправедным в качестве своего пути		
71691		со знанием как своим оружием; обладающий обучением в качестве оружия; ученый как оружие; с образованием как средством		
71692		с усилием в качестве своей армии; с энергией в качестве вооруженных сил; с силой как вооруженные силы		
71693		с осознанностью в качестве швеи; с внимательностью как сторожом; с бдительностью в роли портье.		
71694		с пониманием в качестве покрытия и штукатурки; с умением в роли покрытия и штукатурки; с мудростью на месте покрытия и штукатурки.		
71695		"зная низшие и высшие качества человека; 
познавая недостатки и достоинства личности"		
71696		с жёлтыми листьями; коричневолистный; жёлтолистный; с листьями желтоватого оттенка		
71697		Листопадный; с опавшей листвой; букв. опавшая листва; листвопадающий.		
71698		почкование; прорастание; букв. появление почек; расцветание		
71700		мелкие заостренные почки; с маленькими заостренными почками		
71703		с маленькими заостренными почками; с маленькими заостренными почками; с маленькими заостренными почками		
71704		с распускающимися бутонами; с полурастущими бутонами; с раскрывающимися бутонами; с частично расцветающими бутонами		
71706		аплодисменты; одобрение; звук хорошего действия		
71707		считается более очищенным; считается более очищенным ; рассматривается как более очищенный; рассматривается как более очищенный		
71708		внесенный к златоку; внесенный в кузницу златоку.		
71710		гнилой внутри; скоромный; разложенный		
71711		верёвка из хвостового волоса; канат из хвостового волоса; поводок из хвостового волоса; верёвка из хвостовой шерсти		
71712		наточенный маслом; уточненный маслом; заточенный масляным камнем; отточенный маслом		
71713		зад; назад; донышко; сзади		
71714		обвивает; заворачивает; закутывает; пленяет		
71716		железная кровать; металлическая постель; железная койка; металлическая кровать		
71717		железный стул; металлическое сиденье; железное кресло; металлическое кресло		
71718		"не имели веры; не имели уверенности; не верили; букв. не заставляли (ум) устоять
            ---"		
71719		религиозный учитель древности; наставник в области религии.		
71720		кончик травинки; верхушка травинки; край (лезвия) травинки; пика травинки		
71721		как капля росы; подобно росинке; словно капля утренней росы		
71722		подобно пузырю воды; как пузырь воды; как водяной пузырь		
71723		линия, нарисованная палкой; букв. палка-линия; палочная черта		
71724		подобно линии, нарисованной палкой; как бы линия, нарисованная палкой; наподобие линии, проведенной палкой		
71725		горный поток; ручей с гор; горная река		
71726		как комок мокроты; похоже на кусок слизи; как шар мокроты		
71727		как корова на убой; букв. как корова для убийства; словно корова, предназначенная для заклания		
71728		корова для убийства; букв. корова для убийства; жертвенный бык		
71729		как корову на убой; букв. как корова для убийства; как корову для убийства		
71730		сто сезонов; сто периодов; сто времён; сто сезонных влияний		
71731		сто месяцев; сто месяцев; сто месяцев; сто месяцев		
71732		сто полуторамесячных периодов; сто полумесяцев; сто девяностодневных периодов; сто пополумесячных интервалов		
71733		восемьсот полуторамесячных периодов; восемьсот половинок месяцев; восемьсот полумесяцев; восемьсот полумесячных промежутков		
71734		тысяча дней; букв. тысяча ночей; одна тысяча дней; одна тысяча ночей		
71735		тысяча приемов пищи; тысяча порций еды; тысяча блюд; тысяча обедов;		
71736		пропущенный прием пищи; букв. препятствие для еды; несъеденная пища; препятствие приему пищи		
71739		удаление; отречение; устранение		
71740		факт стирания; факт смывания; состояние свободного течения		
71741		очищенное состояние; состояние омытости; факт купания		
71748		восемь преимуществ; восемь плюсов; восемь выгод; восемь бонусов.		
71749		сострадательный; сочувственный; в сострадании с умом		
71750		полный существ жизни; многолюдный; куча людей; заросший сущностями.		
71751		завоевав; победив; овладев; управляя.		
71752		заставляет побеждать; заставляет преодолевать; подталкивает к победе; поводит к покорению		
71754		хвалит нелюбимого (человека); превозносит невозлюбленного (индивида)		
71755		критикует понравившегося (человека); упрекает дорогого (индивидуума)		
71757		не зная подходящего момента; не зная верного момента для высказывания; неспособный оценить ситуацию; неспособный оценить время		
71758		известность и позор; слава и дурная слава; репутация и дискредитация; реноме и неказанность		
71759		с симпатией и антипатией; полон благосклонности и противодействия; принимая и отвергая		
71760		не одобряет; не одобряется; не утверждается; не восхваляется.		
71761		не противоречит; не отрицает; не отвергает; не неприязнен		
71762		собственные неудачи; собственные ошибки; букв. самовоспроизводство историй		
71763		чужие неудачи; недостатки других; чужие ошибки; неудачи других		
71764		свое собственное достижение; самостоятельный успех; достижение личного успеха; собственное достижение		
71765		успех другого; достижения других; успех вне себя; чужой успех		
71766		название места; букв. поле буйволов; место называется; букв. поле буйволов		
71767		название горы; букв. подсчитываемый; известный горный пик; склоняемый;		
71768		название монастыря; букв. с сетью баньян деревьев; место обители; с баньянами о		
71769		монастырь; с сетью колесных деревьев; сеть колесных деревьев		
71770		монастырь с круглой сетью; обители; название монастыря с круглой сетью		
71771		личное вдохновение; собственная изобретательность; личное талант		
71772		большая куча зерна; массивная гора круп; обширная груда круп; массивная куча злаков		
71773		наблюдая; рассматривая; просматривая		
71774		следует посмотреть; следует устремить взгляд; подыскивать; осматривать;		
71775		должно быть рассмотрено; следует осмотреть; позволяет взглянуть рассмотреть		
71776		осматривая; изучая; рассматривая		
71777		удаляет; избавляется от; букв. сбрасывает; раздувает		
71778		следует удалить; должен быть изгнан; букв. быть отведенным; подлежит удалению		
71779		другой человек; чужой сын; посторонний; чужак		
71782		обманщик-монах; притворный аскет; лживый образ аскета		
71784		первейший; высший; предельный; древнейший		
71786		пещера; грот; ущелье; каверна		
71787	имя богатого мирянина			
71788		Искаженный; ложный; негативный; поддельный; плохой		
71802		ритуал брахманов; падение обратно; церемония возвращения; обряд спуска		
71817	держащий; носящий; помнящий			
71820	кусок; кусочек; небольшое количество; кусок пищи			
71821	средство передвижения			
71824	ранняя часть ночи; первая треть ночи		до ночи	
71825	поздняя часть ночи; последняя треть ночи		после ночи	
71826		такой же; неподвижный; невозмущенный; подобный		
71833	предшественник; предшествующий		идущий вперед	
71834		разливается; выливается; изливается; проливается		
71835		возвращает то, что пролилось; букв. рвёт обратно; выводит обратно; извергает обратно		
71836	я мог бы быть			
71837	(заключения) должно быть достигнуто; следует прийти к		может быть пришедшим	
71839		разлита; пролита; извергнута; выплевана		
71840		истощение привязанности; уничтожение аппроприации; распад идентификации; износ обретения		
71841		бесполезный монах; никчемный монашеский член; негодный аскет; аскетический мусор		
71844		мусор; хлам; мусорный; отходы		
71845		поле ячменя; букв. изготовление ячменя; пашня ячменю; букв. производство ячменя		
71846		растение, разрушающее ячмень; плохой ячмень; букв. разрушитель ячменя		
71847		поддельный ячмень; имеющий форму ячменя; подделка ячменя		
71848		бесполезное ячменное зерно; дословно ячменная солома; ячменная шелуха; бесполезное ячменное семя		
71850		просеиваемый; веяние; отсеиваемый		
71851		соломинки; хлевики; ненужные; никчёмные		
71852		желание выходного трубопровода для колодца; букв. отсутствие трубы для питья воды; требующий трубку для питья воды		
71853		труба для отвода воды из колодца; труба для питья воды; труба для подачи воды		
71854		рукоятка паранжи; край панги; связующая деталь параграфа; обработка мачете		
71855		ручка; обвязка; рукоятка; обвязывание		
71856		дерево; растение; лесное дерево; древо		
71857		прозвучать; эхомить; греметь; откликаться		
71858		место, полное людей; переполненное место; букв. с людьми		
71859		воображая себя аскетом; считая себя монахом; представляя себя монахом; считая себя аскетом		
71860		удалив; избавившись; прочистив; исчезнув		
71861		намерение пойти; решимость отправиться; намерение связанное с отправлением; намерение совершить поездку		
71862		не спрашивавший разрешения; не уведомленный; букв. не отвернувший взгляд.		
71863		небытие вновь рождённого; отсутствие зачатия; избавление от состояния материнства; вдали от состояния утробы.		
71864		кнут для лошадей; палка водителя; длинное кольцо;		
71865		не имеющий чтения как пятнышко; испорченный непрочтением; оконченный нечтением; запятнанный нечтением		
71866		имеющий неусилие как пятно; испорченный бездействием; затемненный небытием усилия; пятном является невозобновление		
71867		подходит для отправления; достоин отправиться; пригоден для путешествия; заслуживает пойти.		
71868		уверенный; наверняка; несомненно; решительно		
71869		плотно связанный; полностью захваченный; правильно заключенный; тщательно связанный		
71870		постепенно склоняющийся; наклоняющийся постепенно; букв. пошагово согнутый вниз; плавно наклоненный		
71871		постепенно наклоняющийся; постепенно наклоняющийся вперед; постепенно наклоненный; постепенно сгибающийся вперед		
71872		постепенно наклоненный; наклоняющийся постепенно; букв. наискосок постепенно; постепенно наклоняющийся		
71873		соленый; солоноватый; морской; солевой		
71874		с драгоценностями; с самоцветами; обладающий драгоценными камнями; украшенный драгоценностями;		
71875		со множеством драгоценностей; обладающий значительным количеством самоцветов		
71876		два йоджаны; приблизительно сорок километров; два мера пути		
71877		четыре йоджаны; приблизительно восемьдесят километров; восемьдесят километров		
